Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;180;0;4.6;right;1;0.719697468;right;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
1;1;80;;;;0;0;4.6;right;1;0.770830184;right;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
2;1;79;;;;180;90;-4.6;left;1;0.586421889;left;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
3;1;78;;;;180;90;-4.6;left;1;0.583740037;left;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
4;1;77;;;;0;90;-4.6;left;1;0.502802471;left;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
5;1;76;;;;180;90;4.6;right;1;0.45067077;right;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
6;1;75;;;;0;0;-4.6;left;1;0.485843646;left;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
7;1;74;;;;0;90;-4.6;left;1;0.50293203;left;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
8;1;73;;;;180;90;-4.6;left;1;0.802888826;left;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
9;1;72;;;;180;0;4.6;right;1;0.552969406;right;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
10;1;71;;;;180;90;-4.6;left;1;0.60271548;left;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
11;1;70;;;;180;90;-4.6;left;1;0.653104054;left;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
12;1;69;;;;180;0;-4.6;left;1;0.652965361;left;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
13;1;68;;;;0;0;-4.6;left;0;0.751379777;right;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
14;1;69;;;;0;0;4.6;right;1;0.719435174;right;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
15;1;69;;;;180;0;4.6;right;1;1.520580101;right;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
16;1;69;;;;0;0;4.6;right;0;1.637990951;left;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
17;1;70;;;;180;90;4.6;right;1;0.902911754;right;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
18;1;70;;;;0;90;-4.6;left;1;0.984539286;left;;;;;;;3;122;2019_Apr_12_1217;Flow_endo_pre;3.0.6;59.89334146
