Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,Time_pas_Ans.response,Time_pas_Ans.rt,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,Session,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,Friday,22.067,,,,,,,,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
0,1,81,,,,,,4.6,90,-4.6,left,1,0.6406344640417956,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
1,1,80,,,,,,4.6,90,4.6,right,1,0.8009934010333382,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
2,1,79,,,,,,4.6,90,-4.6,left,1,0.6715472289943136,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
3,1,78,,,,,,4.6,90,4.6,right,1,0.8541226910310797,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
4,1,77,,,,,,4.6,90,-4.6,left,1,0.7539059389964677,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
5,1,76,,,,,,4.6,0,-4.6,left,1,0.8557945119682699,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
6,1,75,,,,,,4.6,0,-4.6,left,1,0.7583804600290023,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
7,1,74,,,,,,-4.6,90,4.6,right,1,0.6706644259975292,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
8,1,73,,,,,,4.6,0,-4.6,left,1,0.7513616849901155,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
9,1,72,,,,,,-4.6,90,4.6,right,1,0.7712711220374331,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
10,1,71,,,,,,-4.6,0,4.6,right,1,0.8711448109825142,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
11,1,70,,,,,,-4.6,0,-4.6,left,1,0.7403611109475605,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
12,1,69,,,,,,-4.6,90,-4.6,left,1,0.8735334859811701,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
13,1,68,,,,,,4.6,90,4.6,right,1,0.7528790700016543,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
14,1,67,,,,,,-4.6,0,4.6,right,1,1.2734657850232907,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
15,1,66,,,,,,4.6,90,4.6,right,0,0.7375673159840517,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
16,1,67,,,,,,-4.6,0,-4.6,left,1,1.056570197979454,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
17,1,67,,,,,,4.6,90,-4.6,left,1,1.607484503008891,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
18,1,67,,,,,,-4.6,90,-4.6,left,1,1.0221594230388291,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
19,1,66,,,,,,4.6,0,-4.6,left,0,1.0899849929846823,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
20,1,67,,,,,,4.6,90,-4.6,left,1,1.124493071984034,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
21,1,67,,,,,,4.6,90,-4.6,left,1,1.0884468670119531,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
22,1,67,,,,,,4.6,0,4.6,right,1,1.1416176999919116,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
23,1,66,,,,,,-4.6,90,4.6,right,1,1.1602813379722647,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
24,1,66,,,,,,-4.6,90,-4.6,left,1,1.8236779919825494,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
25,1,66,,,,,,4.6,0,4.6,right,1,0.7736215919721872,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
26,1,65,,,,,,4.6,90,-4.6,left,0,1.0049930280074477,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
27,1,66,,,,,,-4.6,90,4.6,right,0,0.9556308519677259,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
28,1,67,,,,,,-4.6,0,-4.6,left,1,1.3211879670270719,left,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
29,1,67,,,,,,4.6,90,4.6,right,1,0.9736821770202368,right,,,,,003,92,2019_Apr_02_1738,Flow_exo_pre,3.0.5,59.556746888149455,
