Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,180,0,4.6,right,1,0.4696994,right,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
,1,1,80,,,,,,,,,,,,0,90,4.6,right,1,0.6017101,right,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
,2,1,79,,,,,,,,,,,,0,0,-4.6,left,1,0.4184961,left,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
,3,1,78,,,,,,,,,,,,180,90,4.6,right,1,0.351459,right,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
,4,1,77,,,,,,,,,,,,0,0,4.6,right,1,0.7661182,right,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
,5,1,76,,,,,,,,,,,,0,90,4.6,right,1,0.5517373,right,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
,6,1,75,,,,,,,,,,,,180,0,4.6,right,1,0.4348181,right,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
,7,1,74,,,,,,,,,,,,0,0,4.6,right,1,0.4018123,right,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
,8,1,73,,,,,,,,,,,,0,90,4.6,right,1,0.4181882,right,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
,9,1,72,,,,,,,,,,,,0,90,-4.6,left,1,0.6015275,left,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
,10,1,71,,,,,,,,,,,,180,0,-4.6,left,1,0.7185018,left,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
,11,1,70,,,,,,,,,,,,0,90,-4.6,left,1,0.6181215,left,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
,12,1,69,,,,,,,,,,,,180,90,4.6,right,1,0.4354328,right,,,,,,,,,3,13,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.75996811,
