Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;0;90;-4.6;left;0;1.0962006;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
1;1;82;;;;0;0;-4.6;left;0;1.1014208;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
2;1;83;;;;0;90;-4.6;left;1;1.099785;left;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
3;1;82;;;;0;90;-4.6;left;0;1.0970795;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
4;1;83;;;;0;90;-4.6;left;0;1.0990388;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
5;1;84;;;;0;0;-4.6;left;0;1.0985228;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
6;1;85;;;;0;0;-4.6;left;0;1.0986803;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
7;1;86;;;;180;0;-4.6;left;0;1.0985792;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
8;1;87;;;;0;0;-4.6;left;1;1.0983206;left;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
9;1;87;;;;180;90;4.6;right;1;1.0985195;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
10;1;87;;;;180;90;-4.6;left;1;1.0990531;left;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
11;1;86;;;;0;0;4.6;right;0;1.0980229;left;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
12;1;87;;;;0;90;4.6;right;1;1.0985979;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
13;1;87;;;;0;0;-4.6;left;0;1.0988516;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
14;1;88;;;;180;0;-4.6;left;0;1.0986563;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
15;1;89;;;;180;90;-4.6;left;1;1.0986894;left;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
16;1;89;;;;0;0;4.6;right;0;1.0980684;left;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
17;1;90;;;;180;0;4.6;right;1;1.0985733;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
18;1;90;;;;180;90;4.6;right;0;1.0985229;left;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
19;1;91;;;;0;90;4.6;right;1;1.0987936;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
20;1;91;;;;180;90;4.6;right;1;1.0986891;right;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
21;1;91;;;;0;0;4.6;right;0;1.0985033;left;;;;;;;3;10;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01277072
