Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;180;0;-4.6;left;1;1.114895953;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
1;1;80;;;;180;0;4.6;right;0;1.117998502;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
2;1;81;;;;0;0;4.6;right;0;1.101212168;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
3;1;82;;;;180;90;-4.6;left;0;1.101907409;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
4;1;83;;;;180;0;-4.6;left;1;1.117005564;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
5;1;83;;;;0;0;-4.6;left;1;1.103147492;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
6;1;83;;;;180;0;4.6;right;1;1.106760878;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
7;1;82;;;;0;90;-4.6;left;1;1.097059609;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
8;1;82;;;;180;90;4.6;right;1;1.101568571;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
9;1;82;;;;180;90;4.6;right;0;1.10617712;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
10;1;83;;;;0;90;4.6;right;1;1.114360564;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
11;1;83;;;;180;90;-4.6;left;1;1.101469379;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
12;1;83;;;;0;0;4.6;right;0;1.102086253;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
13;1;84;;;;180;0;-4.6;left;0;1.101961499;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
14;1;85;;;;180;90;-4.6;left;1;1.102058925;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
15;1;85;;;;0;90;4.6;right;0;1.118121422;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
16;1;86;;;;0;0;4.6;right;1;1.118501792;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
17;1;86;;;;180;90;-4.6;left;0;1.104501813;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
18;1;87;;;;180;90;4.6;right;0;1.115054561;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
19;1;88;;;;180;90;4.6;right;0;1.118844415;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
20;1;89;;;;180;90;-4.6;left;1;1.102041842;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
21;1;89;;;;0;90;4.6;right;0;1.118165815;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
22;1;90;;;;0;90;4.6;right;0;1.101814752;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
23;1;91;;;;180;90;4.6;right;1;1.106539968;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
24;1;91;;;;0;0;4.6;right;0;1.096271704;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
25;1;92;;;;0;90;4.6;right;1;1.102215346;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
26;1;92;;;;0;0;-4.6;left;0;1.102071695;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
27;1;93;;;;0;90;4.6;right;1;1.101335032;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
28;1;93;;;;180;0;4.6;right;1;1.118330674;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
29;1;93;;;;180;0;4.6;right;0;1.118687365;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
30;1;94;;;;180;0;-4.6;left;1;1.101624757;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
31;1;94;;;;180;90;4.6;right;0;1.101598645;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
32;1;95;;;;0;0;4.6;right;0;1.089276115;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
33;1;96;;;;180;90;4.6;right;1;1.114020782;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
34;1;96;;;;0;90;4.6;right;0;1.118088756;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
35;1;97;;;;180;90;4.6;right;1;1.119491863;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
36;1;97;;;;0;90;4.6;right;0;1.106242324;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
37;1;98;;;;180;90;4.6;right;1;1.097280549;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
38;1;98;;;;180;0;-4.6;left;1;1.097401338;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
39;1;98;;;;0;90;4.6;right;0;1.105532337;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
40;1;99;;;;0;90;-4.6;left;0;1.102377755;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
41;1;100;;;;180;90;-4.6;left;0;1.118410542;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
42;1;101;;;;0;0;4.6;right;0;1.101714055;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
43;1;102;;;;180;0;-4.6;left;1;1.118721816;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
44;1;102;;;;0;0;4.6;right;0;1.101657951;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
45;1;103;;;;180;90;-4.6;left;1;1.11850226;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
46;1;103;;;;0;0;-4.6;left;1;1.101617365;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
47;1;103;;;;0;90;-4.6;left;0;1.101714327;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
48;1;104;;;;180;90;-4.6;left;0;1.117170238;right;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
49;1;105;;;;180;0;4.6;right;0;1.102561731;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
50;1;106;;;;180;90;4.6;right;0;1.099917077;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
51;1;107;;;;180;0;4.6;right;0;1.109262917;left;;;;;;;3;262;2019_Apr_10_1320;Flow_endo_pre;3.0.5;60.23777632
