Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair3.thisTrialN,Stair3.stepSize,Stair3.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair3.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,4.6,0,4.6,right,1,0.534366705,right,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,1,1,80,,,,,,,,,,,,-4.6,0,4.6,right,1,0.88351301,right,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,2,1,79,,,,,,,,,,,,4.6,0,-4.6,left,1,0.535713126,left,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,3,1,78,,,,,,,,,,,,4.6,0,4.6,right,1,0.702814296,right,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,4,1,77,,,,,,,,,,,,4.6,90,-4.6,left,1,1.08598961,left,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,5,1,76,,,,,,,,,,,,4.6,90,-4.6,left,1,1.000399029,left,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,6,1,75,,,,,,,,,,,,4.6,90,-4.6,left,1,1.184527068,left,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,7,1,74,,,,,,,,,,,,4.6,90,-4.6,left,1,0.933674343,left,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,8,1,73,,,,,,,,,,,,4.6,90,4.6,right,1,0.985149612,right,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,9,1,72,,,,,,,,,,,,-4.6,90,4.6,right,0,2.836080882,left,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,10,1,73,,,,,,,,,,,,4.6,0,4.6,right,1,0.867241049,right,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,11,1,73,,,,,,,,,,,,4.6,90,-4.6,left,1,0.768114502,left,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,12,1,73,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.634269493,left,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
,13,1,72,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.60082618,left,,,,,,,,,1,205,2019_Apr_03_1605,Flow_exo_post,3.0.5,60.03717202,
