Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,-4.6,0,4.6,right,1,1.256799834,right,,,,,,,,,2,62,2019_Mar_29_1532,Flow_exo_post,3.0.5,59.46908734,
,1,1,80,,,,,,,,,,,,4.6,90,4.6,right,1,0.320347068,right,,,,,,,,,2,62,2019_Mar_29_1532,Flow_exo_post,3.0.5,59.46908734,
,2,1,79,,,,,,,,,,,,-4.6,90,4.6,right,1,0.404429383,right,,,,,,,,,2,62,2019_Mar_29_1532,Flow_exo_post,3.0.5,59.46908734,
,3,1,78,,,,,,,,,,,,-4.6,90,4.6,right,1,0.353908286,right,,,,,,,,,2,62,2019_Mar_29_1532,Flow_exo_post,3.0.5,59.46908734,
,4,1,77,,,,,,,,,,,,4.6,0,-4.6,left,1,0.370425352,left,,,,,,,,,2,62,2019_Mar_29_1532,Flow_exo_post,3.0.5,59.46908734,
,5,1,76,,,,,,,,,,,,4.6,90,4.6,right,1,0.354283252,right,,,,,,,,,2,62,2019_Mar_29_1532,Flow_exo_post,3.0.5,59.46908734,
,6,1,75,,,,,,,,,,,,4.6,0,-4.6,left,1,0.504204836,left,,,,,,,,,2,62,2019_Mar_29_1532,Flow_exo_post,3.0.5,59.46908734,
,7,1,74,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.28633518,left,,,,,,,,,2,62,2019_Mar_29_1532,Flow_exo_post,3.0.5,59.46908734,
,8,1,73,,,,,,,,,,,,4.6,90,-4.6,left,0,0.37293916,right,,,,,,,,,2,62,2019_Mar_29_1532,Flow_exo_post,3.0.5,59.46908734,
,9,1,74,,,,,,,,,,,,-4.6,0,4.6,right,0,0.255408626,left,,,,,,,,,2,62,2019_Mar_29_1532,Flow_exo_post,3.0.5,59.46908734,
,10,1,75,,,,,,,,,,,,4.6,90,4.6,right,1,0.301854623,right,,,,,,,,,2,62,2019_Mar_29_1532,Flow_exo_post,3.0.5,59.46908734,
,11,1,75,,,,,,,,,,,,-4.6,90,4.6,right,1,0.419386527,right,,,,,,,,,2,62,2019_Mar_29_1532,Flow_exo_post,3.0.5,59.46908734,
