Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,0,0,-4.6,left,1,0.450336467,left,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,1,1,80,,,,,,,,,,,,180,90,-4.6,left,1,0.285569781,left,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,2,1,79,,,,,,,,,,,,0,90,-4.6,left,1,0.236000975,left,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,3,1,78,,,,,,,,,,,,0,0,4.6,right,1,0.350826067,right,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,4,1,77,,,,,,,,,,,,180,90,4.6,right,1,0.350667483,right,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,5,1,76,,,,,,,,,,,,0,90,4.6,right,1,0.333615791,right,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,6,1,75,,,,,,,,,,,,0,90,4.6,right,1,0.319186387,right,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,7,1,74,,,,,,,,,,,,180,0,-4.6,left,1,0.28401022,left,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,8,1,73,,,,,,,,,,,,0,90,-4.6,left,1,0.33399144,left,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,9,1,72,,,,,,,,,,,,180,0,4.6,right,1,0.286651359,right,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,10,1,71,,,,,,,,,,,,180,0,4.6,right,1,0.300741161,right,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,11,1,70,,,,,,,,,,,,0,90,-4.6,left,1,0.303110146,left,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,12,1,69,,,,,,,,,,,,0,0,4.6,right,1,0.300144828,right,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,13,1,68,,,,,,,,,,,,0,0,-4.6,left,1,0.284028785,left,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,14,1,67,,,,,,,,,,,,180,0,4.6,right,0,0.350687629,left,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,15,1,68,,,,,,,,,,,,180,0,4.6,right,1,0.285852048,right,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,16,1,68,,,,,,,,,,,,180,90,-4.6,left,1,0.402662829,left,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,17,1,68,,,,,,,,,,,,180,0,-4.6,left,1,0.269548322,left,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,18,1,67,,,,,,,,,,,,0,90,-4.6,left,0,0.236122179,right,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,19,1,68,,,,,,,,,,,,180,0,4.6,right,1,0.269124461,right,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,20,1,68,,,,,,,,,,,,0,0,-4.6,left,0,0.267294645,right,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
,21,1,69,,,,,,,,,,,,180,0,4.6,right,1,0.267013173,right,,,,,,,,,3,28,2019_Apr_10_1727,Flow_endo_post,3.0.5,60.0282177,
