Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;180;90;4.6;right;1;0.921340172;right;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
1;1;80;;;;0;90;4.6;right;1;0.658088017;right;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
2;1;79;;;;180;90;4.6;right;1;0.756008636;right;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
3;1;78;;;;0;0;-4.6;left;1;0.56935105;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
4;1;77;;;;0;0;4.6;right;1;0.539349359;right;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
5;1;76;;;;0;90;4.6;right;1;0.537656867;right;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
6;1;75;;;;0;0;4.6;right;0;0.552589126;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
7;1;76;;;;0;0;-4.6;left;1;0.569673426;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
8;1;76;;;;0;90;-4.6;left;1;0.655034876;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
9;1;76;;;;180;0;4.6;right;1;0.516362832;right;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
10;1;75;;;;180;90;-4.6;left;1;0.672628439;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
11;1;75;;;;180;0;-4.6;left;1;1.042003079;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
12;1;75;;;;0;0;-4.6;left;1;0.787627313;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
13;1;74;;;;0;90;-4.6;left;1;0.636434362;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
14;1;74;;;;0;0;-4.6;left;1;0.505778833;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
15;1;74;;;;0;90;-4.6;left;1;0.457468254;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
16;1;73;;;;180;90;-4.6;left;1;0.486413442;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
17;1;73;;;;180;0;-4.6;left;1;0.586728303;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
18;1;73;;;;180;0;-4.6;left;1;0.575108094;left;;;;;;;3;62;2019_Apr_01_1312;Flow_endo_pre;3.0.5;59.61471948
