Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,180,90,4.6,right,1,0.51958822,right,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
,1,1,80,,,,,,,,,,,,180,90,4.6,right,1,0.456138538,right,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
,2,1,79,,,,,,,,,,,,0,90,4.6,right,1,0.534523486,right,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
,3,1,78,,,,,,,,,,,,0,0,4.6,right,1,0.488274962,right,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
,4,1,77,,,,,,,,,,,,0,0,-4.6,left,1,0.405079928,left,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
,5,1,76,,,,,,,,,,,,180,90,-4.6,left,1,0.454566087,left,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
,6,1,75,,,,,,,,,,,,0,0,4.6,right,1,0.506043369,right,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
,7,1,74,,,,,,,,,,,,180,90,-4.6,left,1,0.538095094,left,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
,8,1,73,,,,,,,,,,,,0,90,4.6,right,1,0.40686046,right,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
,9,1,72,,,,,,,,,,,,0,90,4.6,right,1,0.637248475,right,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
,10,1,71,,,,,,,,,,,,180,90,-4.6,left,1,0.554054156,left,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
,11,1,70,,,,,,,,,,,,0,90,-4.6,left,1,1.504962414,left,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
,12,1,69,,,,,,,,,,,,180,90,-4.6,left,1,0.704628327,left,,,,,,,,,3,92,2019_Apr_02_1850,Flow_endo_post,3.0.5,59.99864488,
