Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,0,90,-4.6,left,1,0.8354549,left,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,1,1,80,,,,,,,,,,,,180,0,4.6,right,1,0.5347075,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,2,1,79,,,,,,,,,,,,180,90,4.6,right,1,0.4846315,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,3,1,78,,,,,,,,,,,,180,90,4.6,right,1,0.486184,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,4,1,77,,,,,,,,,,,,180,0,-4.6,left,1,0.500872,left,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,5,1,76,,,,,,,,,,,,180,0,-4.6,left,0,0.7683755,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,6,1,77,,,,,,,,,,,,0,90,-4.6,left,1,0.7195142,left,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,7,1,77,,,,,,,,,,,,0,0,4.6,right,1,0.6177818,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,8,1,77,,,,,,,,,,,,180,90,-4.6,left,1,0.603055,left,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,9,1,76,,,,,,,,,,,,0,0,-4.6,left,1,0.8185283,left,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,10,1,76,,,,,,,,,,,,0,0,4.6,right,1,0.4496309,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,11,1,76,,,,,,,,,,,,0,90,-4.6,left,1,0.5011244,left,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,12,1,75,,,,,,,,,,,,0,0,-4.6,left,1,0.5682333,left,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,13,1,75,,,,,,,,,,,,180,0,-4.6,left,1,0.5512642,left,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,14,1,75,,,,,,,,,,,,0,90,4.6,right,1,0.5011825,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,15,1,74,,,,,,,,,,,,0,0,-4.6,left,1,0.5842694,left,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,16,1,74,,,,,,,,,,,,0,0,4.6,right,1,0.5678214,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,17,1,74,,,,,,,,,,,,180,0,-4.6,left,1,0.5676802,left,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,18,1,73,,,,,,,,,,,,180,90,-4.6,left,1,0.4844277,left,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,19,1,73,,,,,,,,,,,,180,0,-4.6,left,0,0.3845945,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,20,1,74,,,,,,,,,,,,180,0,-4.6,left,0,0.7349337,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,21,1,75,,,,,,,,,,,,180,90,-4.6,left,1,0.7511015,left,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,22,1,75,,,,,,,,,,,,180,90,4.6,right,1,0.5178679,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,23,1,75,,,,,,,,,,,,180,0,4.6,right,1,0.4843309,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,24,1,74,,,,,,,,,,,,180,0,4.6,right,1,0.4844767,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
,25,1,74,,,,,,,,,,,,180,90,4.6,right,1,0.4517436,right,,,,,,,,,3,4,2019_Apr_01_1557,Flow_endo_post,3.0.5,60.0540366,
