Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,180,90,4.6,right,1,1.098072007,right,,,,,,,,,1,64,2019_Mar_27_1554,Flow_endo_post,3.0.5,59.95569718,
,1,1,80,,,,,,,,,,,,0,0,4.6,right,1,1.098083833,right,,,,,,,,,1,64,2019_Mar_27_1554,Flow_endo_post,3.0.5,59.95569718,
,2,1,79,,,,,,,,,,,,180,0,-4.6,left,0,1.098387948,right,,,,,,,,,1,64,2019_Mar_27_1554,Flow_endo_post,3.0.5,59.95569718,
,3,1,80,,,,,,,,,,,,180,90,4.6,right,0,1.097912379,left,,,,,,,,,1,64,2019_Mar_27_1554,Flow_endo_post,3.0.5,59.95569718,
,4,1,81,,,,,,,,,,,,180,90,-4.6,left,0,1.098241701,right,,,,,,,,,1,64,2019_Mar_27_1554,Flow_endo_post,3.0.5,59.95569718,
,5,1,82,,,,,,,,,,,,180,0,4.6,right,0,1.097993808,left,,,,,,,,,1,64,2019_Mar_27_1554,Flow_endo_post,3.0.5,59.95569718,
,6,1,83,,,,,,,,,,,,0,90,4.6,right,1,1.098188699,right,,,,,,,,,1,64,2019_Mar_27_1554,Flow_endo_post,3.0.5,59.95569718,
,7,1,83,,,,,,,,,,,,0,0,4.6,right,1,1.097987882,right,,,,,,,,,1,64,2019_Mar_27_1554,Flow_endo_post,3.0.5,59.95569718,
,8,1,83,,,,,,,,,,,,180,0,-4.6,left,0,1.098239871,right,,,,,,,,,1,64,2019_Mar_27_1554,Flow_endo_post,3.0.5,59.95569718,
,9,1,84,,,,,,,,,,,,180,90,4.6,right,0,1.098518091,left,,,,,,,,,1,64,2019_Mar_27_1554,Flow_endo_post,3.0.5,59.95569718,
,10,1,85,,,,,,,,,,,,180,90,-4.6,left,0,1.097607531,right,,,,,,,,,1,64,2019_Mar_27_1554,Flow_endo_post,3.0.5,59.95569718,
,11,1,86,,,,,,,,,,,,0,0,-4.6,left,1,1.098144604,left,,,,,,,,,1,64,2019_Mar_27_1554,Flow_endo_post,3.0.5,59.95569718,
