Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair3.thisTrialN,Stair3.stepSize,Stair3.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair3.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,-4.6,0,4.6,right,0,0.216214681,left,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,1,1,82,,,,,,,,,,,,4.6,90,-4.6,left,1,0.386489007,left,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,2,1,81,,,,,,,,,,,,-4.6,0,4.6,right,1,0.31998825,right,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,3,1,81,,,,,,,,,,,,4.6,90,4.6,right,1,0.269934248,right,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,4,1,81,,,,,,,,,,,,-4.6,90,4.6,right,1,0.350667247,right,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,5,1,80,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.237012594,left,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,6,1,80,,,,,,,,,,,,-4.6,0,4.6,right,0,0.169548075,left,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,7,1,81,,,,,,,,,,,,-4.6,90,-4.6,left,0,1.095568101,right,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,8,1,82,,,,,,,,,,,,4.6,90,-4.6,left,1,1.097761502,left,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,9,1,82,,,,,,,,,,,,4.6,0,4.6,right,1,0.319666966,right,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,10,1,82,,,,,,,,,,,,4.6,0,-4.6,left,1,0.401948382,left,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,11,1,81,,,,,,,,,,,,4.6,0,-4.6,left,1,0.50318626,left,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,12,1,81,,,,,,,,,,,,-4.6,0,4.6,right,1,0.469124844,right,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,13,1,81,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.450474913,left,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,14,1,80,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.336306289,left,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,15,1,80,,,,,,,,,,,,4.6,0,4.6,right,1,0.319806895,right,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,16,1,80,,,,,,,,,,,,4.6,0,4.6,right,1,0.270072777,right,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
,17,1,79,,,,,,,,,,,,4.6,0,4.6,right,1,0.318632251,right,,,,,,,,,1,284,2019_Apr_03_1725,Flow_exo_post,3.0.5,60.03475172,
