Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Friday;223.493;;;;;;;;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
0;1;81;;;;;;4.6;0;-4.6;left;0;52.2947689;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
1;1;82;;;;;;4.6;0;4.6;right;1;2.7046176;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
2;1;81;;;;;;4.6;90;4.6;right;1;8.3107499;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
3;1;81;;;;;;4.6;90;-4.6;left;1;2.485964;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
4;1;81;;;;;;4.6;0;-4.6;left;1;1.2191839;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
5;1;80;;;;;;-4.6;90;4.6;right;1;1.3526233;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
6;1;80;;;;;;-4.6;90;4.6;right;1;1.5360084;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
7;1;80;;;;;;4.6;0;4.6;right;1;0.6845501;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
8;1;79;;;;;;-4.6;90;-4.6;left;1;1.5026883;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
9;1;79;;;;;;-4.6;0;-4.6;left;1;1.6021733;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
10;1;79;;;;;;4.6;90;-4.6;left;1;3.4716059;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
11;1;78;;;;;;-4.6;90;-4.6;left;1;1.0857722;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
12;1;78;;;;;;-4.6;0;4.6;right;0;4.8393591;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
13;1;79;;;;;;4.6;90;-4.6;left;1;1.3022091;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
14;1;79;;;;;;4.6;90;4.6;right;1;2.153072;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
15;1;79;;;;;;4.6;90;4.6;right;1;1.4523265;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
16;1;78;;;;;;4.6;90;-4.6;left;1;1.202573;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
17;1;78;;;;;;4.6;90;4.6;right;0;0.7681157;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
18;1;79;;;;;;4.6;0;-4.6;left;1;5.6072142;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
19;1;79;;;;;;-4.6;90;-4.6;left;1;0.9519513;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
20;1;79;;;;;;4.6;0;-4.6;left;1;1.0522174;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
21;1;78;;;;;;4.6;90;-4.6;left;1;0.8692943;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
22;1;78;;;;;;4.6;90;4.6;right;1;1.5528124;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
23;1;78;;;;;;4.6;90;-4.6;left;0;2.2205083;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
24;1;79;;;;;;4.6;0;-4.6;left;1;1.1694505;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
25;1;79;;;;;;4.6;90;4.6;right;1;0.5515105;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
26;1;79;;;;;;4.6;90;4.6;right;1;0.5512054;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
27;1;78;;;;;;-4.6;0;4.6;right;1;1.352391;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
28;1;78;;;;;;-4.6;90;-4.6;left;1;1.4363234;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
29;1;78;;;;;;-4.6;90;-4.6;left;1;0.7681973;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
30;1;77;;;;;;-4.6;90;4.6;right;1;1.1686343;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
31;1;77;;;;;;4.6;90;-4.6;left;1;0.8689415;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
32;1;77;;;;;;4.6;90;4.6;right;1;1.8022684;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
33;1;76;;;;;;4.6;90;4.6;right;1;0.7849775;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
34;1;76;;;;;;-4.6;90;4.6;right;1;1.38632;right;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
35;1;76;;;;;;-4.6;90;-4.6;left;1;1.0522482;left;;;;;1;251;2019_Apr_03_1547;Flow_exo_pre;3.0.5;59.83656241
