Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;180;90;-4.6;left;1;0.768551687;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
1;1;80;;;;180;0;4.6;right;1;0.468154318;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
2;1;79;;;;180;90;4.6;right;1;0.501646579;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
3;1;78;;;;180;90;-4.6;left;1;0.518356191;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
4;1;77;;;;180;0;4.6;right;1;0.420646496;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
5;1;76;;;;0;90;4.6;right;0;0.502667625;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
6;1;77;;;;180;90;4.6;right;1;0.435208673;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
7;1;77;;;;0;90;-4.6;left;1;0.468562362;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
8;1;77;;;;0;90;-4.6;left;1;0.437438152;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
9;1;76;;;;0;0;4.6;right;1;0.434839866;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
10;1;76;;;;0;90;-4.6;left;1;0.401939302;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
11;1;76;;;;0;90;-4.6;left;1;0.402710034;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
12;1;75;;;;0;90;4.6;right;1;0.435502079;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
13;1;75;;;;0;0;-4.6;left;1;0.420459824;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
14;1;75;;;;0;0;-4.6;left;1;0.41830014;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
15;1;74;;;;180;0;4.6;right;1;0.401544425;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
16;1;74;;;;0;90;4.6;right;1;0.868948399;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
17;1;74;;;;0;0;4.6;right;1;0.702247785;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
18;1;73;;;;0;0;4.6;right;1;0.418465378;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
19;1;73;;;;0;0;4.6;right;1;0.803704389;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
20;1;73;;;;180;0;4.6;right;1;0.450256979;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
21;1;72;;;;180;90;4.6;right;1;0.551262132;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
22;1;72;;;;180;90;4.6;right;1;0.552059711;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
23;1;72;;;;180;90;-4.6;left;1;0.51784811;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
24;1;71;;;;0;0;-4.6;left;1;0.368152995;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
25;1;71;;;;0;90;4.6;right;1;0.385324647;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
26;1;71;;;;0;0;4.6;right;1;0.684938583;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
27;1;70;;;;0;0;-4.6;left;1;0.383260575;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
28;1;70;;;;0;0;4.6;right;1;0.635737466;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
29;1;70;;;;180;0;-4.6;left;1;0.518637884;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
30;1;69;;;;0;0;4.6;right;1;0.502778448;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
31;1;69;;;;0;90;-4.6;left;1;0.550234442;left;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
32;1;69;;;;0;0;4.6;right;1;0.868276139;right;;;;;;;2;23;2019_Apr_05_1612;Flow_endo_pre;3.0.6;60.2891167
