Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,Time_pas_Ans.response,Time_pas_Ans.rt,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,Session,Participant,date,expName,psychopyVersion,frameRate,
,,,18,1,75,,,,90,4.6,right,,,,0,1,0.3843929399881745,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,19,1,75,,,,90,4.6,right,,,,180,1,0.3855843679921236,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,20,1,75,,,,0,-4.6,left,,,,180,0,0.41933458200946916,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,21,1,76,,,,0,4.6,right,,,,180,1,0.5844938490045024,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,22,1,76,,,,90,4.6,right,,,,0,1,0.3843968790024519,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,23,1,76,,,,90,-4.6,left,,,,180,0,0.4186606319999555,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,24,1,77,,,,90,-4.6,left,,,,180,0,0.5345429970038822,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,25,1,78,,,,0,-4.6,left,,,,180,0,0.4854263390006963,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,26,1,79,,,,90,-4.6,left,,,,180,1,0.4173923259950243,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,27,1,79,,,,90,4.6,right,,,,180,1,0.7193720590003068,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,28,1,79,,,,0,4.6,right,,,,0,1,0.41918291500769556,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,29,1,78,,,,0,4.6,right,,,,0,1,0.2693468950019451,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,30,1,78,,,,0,4.6,right,,,,0,1,0.5019741010037251,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,31,1,78,,,,90,-4.6,left,,,,0,0,0.45322996299364604,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,32,1,79,,,,0,-4.6,left,,,,180,0,0.5688504040008411,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,33,1,80,,,,90,4.6,right,,,,180,1,0.4002227640012279,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,34,1,80,,,,0,4.6,right,,,,180,1,0.41946099301276263,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,35,1,80,,,,0,-4.6,left,,,,0,0,0.519074912997894,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,36,1,81,,,,90,4.6,right,,,,180,1,0.46901716200227384,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,37,1,81,,,,0,4.6,right,,,,0,1,0.4349332629935816,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,38,1,81,,,,90,4.6,right,,,,180,1,0.3523359170067124,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,39,1,80,,,,0,-4.6,left,,,,0,0,0.4337669350061333,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,40,1,81,,,,0,-4.6,left,,,,180,0,0.7532547659939155,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,41,1,82,,,,90,-4.6,left,,,,0,0,0.6367249239992816,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,42,1,83,,,,90,-4.6,left,,,,180,1,0.5685942620038986,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,43,1,83,,,,0,4.6,right,,,,0,1,0.5342341060022591,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,44,1,83,,,,0,-4.6,left,,,,0,0,0.7688265649921959,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,45,1,84,,,,0,4.6,right,,,,180,1,0.4862334720091894,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,46,1,84,,,,90,4.6,right,,,,0,1,0.3854164590011351,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,47,1,84,,,,90,-4.6,left,,,,0,0,0.25196021399460733,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,48,1,85,,,,90,4.6,right,,,,0,1,0.719110598001862,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,49,1,85,,,,90,4.6,right,,,,0,1,0.3190663009881973,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,50,1,85,,,,90,-4.6,left,,,,180,1,0.2859324210003251,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,51,1,84,,,,0,-4.6,left,,,,0,1,0.40318003299762495,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,52,1,84,,,,90,4.6,right,,,,0,1,0.4020949680125341,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,53,1,84,,,,90,4.6,right,,,,180,1,0.3994853949989192,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,54,1,83,,,,0,4.6,right,,,,180,1,0.2693250000011176,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,55,1,83,,,,90,-4.6,left,,,,0,1,0.35191746600321494,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,56,1,83,,,,90,-4.6,left,,,,180,1,0.30173645800095983,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,57,1,82,,,,90,-4.6,left,,,,0,0,0.3350259300059406,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,58,1,83,,,,90,4.6,right,,,,180,1,0.4508088189904811,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,59,1,83,,,,0,4.6,right,,,,0,1,0.2689774929895066,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,60,1,83,,,,90,4.6,right,,,,0,1,0.2353686949936673,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,61,1,82,,,,90,4.6,right,,,,180,1,0.40111297799739987,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,62,1,82,,,,0,4.6,right,,,,0,1,0.21876598699600436,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,63,1,82,,,,90,4.6,right,,,,0,1,0.25136769100208767,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,64,1,81,,,,0,-4.6,left,,,,180,1,0.2520444830006454,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,65,1,81,,,,90,-4.6,left,,,,180,1,0.3024765390000539,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,66,1,81,,,,0,-4.6,left,,,,0,1,0.43575080200389493,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,67,1,80,,,,90,4.6,right,,,,180,1,0.36930763800046407,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,68,1,80,,,,0,4.6,right,,,,180,1,0.4165885300026275,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,69,1,80,,,,90,-4.6,left,,,,0,0,0.6513627359963721,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,70,1,81,,,,90,-4.6,left,,,,0,1,0.5347093479940668,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,71,1,81,,,,0,-4.6,left,,,,0,1,0.5187256799981697,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,72,1,81,,,,90,4.6,right,,,,180,1,0.46828018299129326,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,73,1,80,,,,90,-4.6,left,,,,180,1,0.4349409920105245,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,74,1,80,,,,90,4.6,right,,,,0,1,0.3357186850043945,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,75,1,80,,,,90,4.6,right,,,,180,1,0.48449595300189685,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,76,1,79,,,,0,4.6,right,,,,180,1,0.36741747199266683,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,77,1,79,,,,90,-4.6,left,,,,180,0,0.5201162400044268,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,78,1,80,,,,0,4.6,right,,,,180,1,0.28504596700076945,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,79,1,80,,,,0,-4.6,left,,,,180,0,0.5187031270033913,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,80,1,81,,,,0,-4.6,left,,,,180,0,0.5350631109904498,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,81,1,82,,,,0,4.6,right,,,,0,1,0.2665395320073003,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,82,1,82,,,,0,-4.6,left,,,,180,0,0.5856644259911263,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,83,1,83,,,,90,-4.6,left,,,,0,0,0.7189103730052011,right,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,84,1,84,,,,90,-4.6,left,,,,180,1,1.201900617001229,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,85,1,84,,,,90,-4.6,left,,,,0,1,0.5023165449965745,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
,,,86,1,84,,,,90,-4.6,left,,,,0,1,0.8025120090023847,left,003,193,2019_Apr_10_1353,Flow_exo_pre,3.0.6,59.97137338072129,
