Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,4.6,0,4.6,right,1,0.752665731,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,1,1,80,,,,,,,,,,,,-4.6,90,4.6,right,1,0.607078606,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,2,1,79,,,,,,,,,,,,4.6,0,-4.6,left,1,0.720385461,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,3,1,78,,,,,,,,,,,,4.6,0,-4.6,left,1,0.672522616,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,4,1,77,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.820300503,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,5,1,76,,,,,,,,,,,,-4.6,0,4.6,right,1,0.624821819,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,6,1,75,,,,,,,,,,,,4.6,0,-4.6,left,1,0.668971046,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,7,1,74,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.703075966,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,8,1,73,,,,,,,,,,,,4.6,90,-4.6,left,1,0.971215729,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,9,1,72,,,,,,,,,,,,4.6,0,4.6,right,1,0.571482303,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,10,1,71,,,,,,,,,,,,4.6,0,4.6,right,1,0.649198123,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,11,1,70,,,,,,,,,,,,-4.6,0,4.6,right,1,0.769878193,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,12,1,69,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.600468182,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,13,1,68,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.636859068,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,14,1,67,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.75524837,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,15,1,66,,,,,,,,,,,,-4.6,90,4.6,right,1,0.618565083,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,16,1,65,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.858784307,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,17,1,65,,,,,,,,,,,,4.6,90,4.6,right,1,0.941035538,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,18,1,65,,,,,,,,,,,,-4.6,90,-4.6,left,1,2.25575886,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,19,1,65,,,,,,,,,,,,-4.6,90,4.6,right,0,1.141554424,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,20,1,66,,,,,,,,,,,,4.6,0,4.6,right,1,0.702426001,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,21,1,66,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.054194991,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,22,1,66,,,,,,,,,,,,-4.6,0,-4.6,left,0,0.786865318,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,23,1,67,,,,,,,,,,,,4.6,0,-4.6,left,1,0.907523379,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,24,1,67,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.984814443,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,25,1,67,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.735746793,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,26,1,66,,,,,,,,,,,,4.6,90,4.6,right,1,0.587876405,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,27,1,66,,,,,,,,,,,,4.6,90,4.6,right,1,0.704982406,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,28,1,66,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.589141829,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,29,1,65,,,,,,,,,,,,4.6,0,4.6,right,1,0.537000224,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,30,1,65,,,,,,,,,,,,4.6,90,4.6,right,0,1.305915879,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,31,1,66,,,,,,,,,,,,-4.6,0,4.6,right,1,1.158862115,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,32,1,66,,,,,,,,,,,,4.6,90,4.6,right,0,2.392344918,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,33,1,67,,,,,,,,,,,,4.6,90,4.6,right,1,1.173339293,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,34,1,67,,,,,,,,,,,,4.6,0,-4.6,left,0,0.88931675,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,35,1,68,,,,,,,,,,,,-4.6,0,4.6,right,1,0.720616813,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,36,1,68,,,,,,,,,,,,-4.6,0,4.6,right,1,0.968588206,right,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,37,1,68,,,,,,,,,,,,4.6,0,-4.6,left,1,0.739827793,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
,38,1,67,,,,,,,,,,,,-4.6,0,4.6,right,0,1.491481332,left,,,,,,,,,1,92,2019_Mar_30_1052,Flow_exo_post,3.0.5,59.71844903,
