Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
27;1;72;;;;;;4.6;90;4.6;right;1;0.351487481;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
28;1;71;;;;;;-4.6;90;4.6;right;1;0.518773826;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
29;1;71;;;;;;-4.6;0;4.6;right;1;0.4012194;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
30;1;71;;;;;;4.6;90;4.6;right;1;0.334968058;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
31;1;70;;;;;;-4.6;90;-4.6;left;1;0.335999829;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
32;1;70;;;;;;4.6;0;-4.6;left;1;0.517478454;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
33;1;70;;;;;;-4.6;0;-4.6;left;1;0.369036005;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
34;1;69;;;;;;4.6;0;-4.6;left;1;0.685696952;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
35;1;69;;;;;;-4.6;90;-4.6;left;1;0.452250791;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
36;1;69;;;;;;4.6;0;-4.6;left;1;1.09778122;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
37;1;68;;;;;;4.6;90;4.6;right;0;1.099420471;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
38;1;69;;;;;;4.6;0;-4.6;left;0;1.001744771;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
39;1;70;;;;;;-4.6;90;4.6;right;1;1.102486461;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
40;1;70;;;;;;4.6;90;4.6;right;1;0.935736533;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
41;1;70;;;;;;4.6;90;4.6;right;1;0.434249165;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
42;1;69;;;;;;4.6;90;4.6;right;1;0.402246024;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
43;1;69;;;;;;-4.6;90;4.6;right;0;0.384833061;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
44;1;70;;;;;;4.6;90;-4.6;left;1;0.618604398;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
45;1;70;;;;;;4.6;90;4.6;right;1;0.38720874;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
46;1;70;;;;;;4.6;90;-4.6;left;0;0.386400873;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
47;1;71;;;;;;-4.6;90;4.6;right;1;0.535122348;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
48;1;71;;;;;;4.6;0;-4.6;left;0;0.586888613;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
49;1;72;;;;;;4.6;90;4.6;right;1;0.369201797;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
50;1;72;;;;;;4.6;90;4.6;right;1;0.385606553;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
51;1;72;;;;;;4.6;0;4.6;right;1;0.317857453;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
52;1;71;;;;;;4.6;90;4.6;right;1;0.386497636;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
53;1;71;;;;;;-4.6;0;-4.6;left;1;0.285566264;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
54;1;71;;;;;;-4.6;0;-4.6;left;1;0.300709869;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
55;1;70;;;;;;-4.6;90;4.6;right;1;0.602354214;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
56;1;70;;;;;;4.6;90;-4.6;left;1;0.468655709;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
57;1;70;;;;;;4.6;90;4.6;right;1;0.300836784;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
58;1;69;;;;;;-4.6;90;-4.6;left;1;0.267176524;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
59;1;69;;;;;;-4.6;0;4.6;right;1;0.585225352;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
60;1;69;;;;;;4.6;0;-4.6;left;0;0.56803517;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
61;1;70;;;;;;-4.6;0;-4.6;left;1;0.285621552;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
62;1;70;;;;;;-4.6;90;-4.6;left;1;0.319499277;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
63;1;70;;;;;;-4.6;90;-4.6;left;1;0.318883138;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
64;1;69;;;;;;4.6;90;4.6;right;1;0.28509519;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
65;1;69;;;;;;-4.6;0;-4.6;left;1;0.251458258;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
66;1;69;;;;;;-4.6;0;4.6;right;1;0.352383816;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
67;1;68;;;;;;-4.6;0;-4.6;left;1;0.252721537;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
68;1;68;;;;;;4.6;0;4.6;right;1;0.267331617;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
69;1;68;;;;;;4.6;90;-4.6;left;1;0.535749894;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
70;1;67;;;;;;4.6;0;4.6;right;1;0.352109265;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
71;1;67;;;;;;-4.6;90;-4.6;left;1;0.217739815;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
72;1;67;;;;;;4.6;90;4.6;right;1;0.318783034;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
73;1;66;;;;;;-4.6;0;-4.6;left;1;0.234093068;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
74;1;66;;;;;;4.6;0;4.6;right;1;0.252740674;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
75;1;66;;;;;;-4.6;0;4.6;right;0;0.252157054;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
76;1;67;;;;;;-4.6;0;-4.6;left;1;0.301519793;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
77;1;67;;;;;;4.6;90;4.6;right;1;0.269292139;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
78;1;67;;;;;;4.6;0;4.6;right;1;0.269355666;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
79;1;66;;;;;;4.6;0;4.6;right;1;0.368527252;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
80;1;66;;;;;;-4.6;90;-4.6;left;1;0.434619196;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
81;1;66;;;;;;-4.6;0;4.6;right;0;0.284138956;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
82;1;67;;;;;;-4.6;90;4.6;right;0;0.335804279;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
83;1;68;;;;;;-4.6;0;4.6;right;0;0.419145693;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
84;1;69;;;;;;-4.6;0;4.6;right;1;0.635438508;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
85;1;69;;;;;;-4.6;90;-4.6;left;1;0.283807419;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
86;1;69;;;;;;-4.6;90;-4.6;left;1;0.30108182;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
87;1;68;;;;;;4.6;0;4.6;right;1;0.284326453;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
88;1;68;;;;;;4.6;90;-4.6;left;0;0.33598742;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
89;1;69;;;;;;4.6;90;-4.6;left;0;0.402118129;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
90;1;70;;;;;;4.6;90;-4.6;left;1;0.469590721;left;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
91;1;70;;;;;;4.6;90;-4.6;left;0;0.369097764;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
92;1;71;;;;;;-4.6;0;4.6;right;1;0.485121033;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
93;1;71;;;;;;-4.6;0;4.6;right;1;0.702762188;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
94;1;71;;;;;;4.6;90;4.6;right;1;0.385142964;right;;;;;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;0;1;81;;;;90;4.6;right;;;;180;1;0.402295773;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;1;1;80;;;;0;4.6;right;;;;0;1;0.268796634;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;2;1;79;;;;90;-4.6;left;;;;180;1;0.301746701;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;3;1;78;;;;90;-4.6;left;;;;0;1;0.401449854;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;4;1;77;;;;90;4.6;right;;;;0;1;0.369171412;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;5;1;76;;;;90;-4.6;left;;;;180;1;0.335593051;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;6;1;75;;;;90;4.6;right;;;;0;1;0.386156185;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;7;1;74;;;;0;4.6;right;;;;0;1;0.352403492;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;8;1;73;;;;90;-4.6;left;;;;0;1;0.334920459;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;9;1;72;;;;90;4.6;right;;;;180;1;0.335398554;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;10;1;71;;;;90;4.6;right;;;;0;1;0.500917642;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;11;1;70;;;;0;4.6;right;;;;0;1;0.318446134;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;12;1;69;;;;90;4.6;right;;;;0;1;0.368766587;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;13;1;68;;;;90;-4.6;left;;;;0;1;0.318538928;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;14;1;67;;;;0;4.6;right;;;;180;0;0.552418314;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;15;1;68;;;;0;4.6;right;;;;0;1;0.351937364;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;16;1;68;;;;90;-4.6;left;;;;0;0;0.653001633;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;17;1;69;;;;0;4.6;right;;;;180;1;0.567878822;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;18;1;69;;;;90;-4.6;left;;;;180;0;0.732903854;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;19;1;70;;;;90;4.6;right;;;;0;1;0.42016339;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;20;1;70;;;;0;4.6;right;;;;0;1;0.485776245;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;21;1;70;;;;0;4.6;right;;;;180;1;0.519716089;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;22;1;69;;;;0;-4.6;left;;;;0;1;0.351995165;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;23;1;69;;;;90;4.6;right;;;;0;1;0.5016769;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;24;1;69;;;;0;-4.6;left;;;;0;1;0.319041981;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;25;1;68;;;;90;-4.6;left;;;;0;1;0.899701998;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;26;1;68;;;;0;-4.6;left;;;;0;1;0.401335716;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;27;1;68;;;;90;-4.6;left;;;;0;1;0.435700122;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;28;1;67;;;;90;-4.6;left;;;;180;1;0.667838799;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;29;1;67;;;;0;-4.6;left;;;;180;0;0.385612752;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;30;1;68;;;;0;-4.6;left;;;;0;0;0.886587049;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;31;1;69;;;;90;4.6;right;;;;180;1;0.367714534;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;32;1;69;;;;90;4.6;right;;;;0;0;0.319518509;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;33;1;70;;;;0;-4.6;left;;;;180;1;0.435590868;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;34;1;70;;;;0;4.6;right;;;;180;1;0.318805295;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;35;1;70;;;;90;4.6;right;;;;0;1;0.319012187;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;36;1;69;;;;0;-4.6;left;;;;0;1;0.301052088;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;37;1;69;;;;0;-4.6;left;;;;0;1;0.318338991;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;38;1;69;;;;90;4.6;right;;;;180;1;0.301906179;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;39;1;68;;;;0;4.6;right;;;;0;1;0.535405813;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;40;1;68;;;;0;4.6;right;;;;0;1;0.468227869;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;41;1;68;;;;0;4.6;right;;;;180;1;0.418434651;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;42;1;67;;;;90;-4.6;left;;;;180;1;0.402385395;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;43;1;67;;;;90;4.6;right;;;;180;0;0.684652877;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;44;1;68;;;;90;-4.6;left;;;;180;0;0.568614206;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;45;1;69;;;;90;4.6;right;;;;180;1;0.485438182;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;46;1;69;;;;90;-4.6;left;;;;180;1;2.384707567;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;47;1;69;;;;90;-4.6;left;;;;180;0;0.551196076;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;48;1;70;;;;90;-4.6;left;;;;0;1;0.334975515;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;49;1;70;;;;0;-4.6;left;;;;180;0;0.366912454;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;50;1;71;;;;90;-4.6;left;;;;180;0;0.483958622;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;51;1;72;;;;90;-4.6;left;;;;0;1;0.335528499;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;52;1;72;;;;0;4.6;right;;;;180;1;0.402064272;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;53;1;72;;;;90;-4.6;left;;;;0;1;0.852234057;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;54;1;71;;;;0;-4.6;left;;;;180;0;1.402320791;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;55;1;72;;;;0;-4.6;left;;;;180;0;1.052558035;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;56;1;73;;;;90;-4.6;left;;;;180;1;0.751818551;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;57;1;73;;;;90;-4.6;left;;;;0;1;0.835662399;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;58;1;73;;;;90;4.6;right;;;;0;1;0.736245592;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;59;1;72;;;;90;4.6;right;;;;180;1;0.436163864;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;60;1;72;;;;90;-4.6;left;;;;0;1;0.502835312;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;61;1;72;;;;90;4.6;right;;;;180;1;0.451699694;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;62;1;71;;;;90;4.6;right;;;;180;1;0.535199729;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;63;1;71;;;;0;4.6;right;;;;180;1;0.451629198;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;64;1;71;;;;90;4.6;right;;;;0;1;0.552595629;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;65;1;70;;;;90;-4.6;left;;;;180;0;0.801461501;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;66;1;71;;;;0;-4.6;left;;;;0;0;0.784623488;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;67;1;72;;;;0;4.6;right;;;;180;0;0.968369183;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;68;1;73;;;;90;-4.6;left;;;;180;1;0.85093267;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;69;1;73;;;;0;-4.6;left;;;;0;0;0.603138676;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;70;1;74;;;;0;4.6;right;;;;0;0;1.097372199;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;71;1;75;;;;90;4.6;right;;;;180;1;0.818502916;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;72;1;75;;;;0;4.6;right;;;;0;1;0.633719947;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;73;1;75;;;;90;4.6;right;;;;180;1;0.584648938;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;74;1;74;;;;0;-4.6;left;;;;180;1;0.552515428;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;75;1;74;;;;0;4.6;right;;;;180;0;1.389004625;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;76;1;75;;;;90;4.6;right;;;;0;1;0.501664777;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;77;1;75;;;;90;4.6;right;;;;180;1;0.451879281;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;78;1;75;;;;0;-4.6;left;;;;0;1;0.534906253;left;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;79;1;74;;;;90;4.6;right;;;;180;1;0.469182266;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;80;1;74;;;;90;4.6;right;;;;180;1;0.501899377;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;81;1;74;;;;90;4.6;right;;;;180;1;0.50194807;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;82;1;73;;;;90;4.6;right;;;;180;1;0.46890857;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;83;1;73;;;;0;4.6;right;;;;180;1;0.533869378;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;84;1;73;;;;0;4.6;right;;;;0;1;0.485735051;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
;;;85;1;72;;;;0;4.6;right;;;;0;1;0.467132531;right;3;53;2019_Apr_01_1430;Flow_exo_pre;3.0.6;59.94286294
