Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,180,90,-4.6,left,1,0.582587657,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,1,1,80,,,,,,,,,,,,0,0,4.6,right,1,0.550504957,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,2,1,79,,,,,,,,,,,,180,90,-4.6,left,1,0.517111756,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,3,1,78,,,,,,,,,,,,180,90,4.6,right,1,0.800822993,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,4,1,77,,,,,,,,,,,,0,90,4.6,right,1,0.534004175,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,5,1,76,,,,,,,,,,,,0,90,4.6,right,1,0.534068602,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,6,1,75,,,,,,,,,,,,180,0,-4.6,left,1,0.517473234,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,7,1,74,,,,,,,,,,,,180,90,4.6,right,1,0.500721885,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,8,1,73,,,,,,,,,,,,180,90,4.6,right,1,0.500747664,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,9,1,72,,,,,,,,,,,,0,0,-4.6,left,1,0.46751416,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,10,1,71,,,,,,,,,,,,180,90,4.6,right,1,0.533751024,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,11,1,70,,,,,,,,,,,,0,90,-4.6,left,1,0.450857937,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,12,1,69,,,,,,,,,,,,180,0,-4.6,left,1,0.417599201,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,13,1,68,,,,,,,,,,,,180,0,-4.6,left,1,0.51710943,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,14,1,67,,,,,,,,,,,,0,0,4.6,right,1,0.83327834,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,15,1,66,,,,,,,,,,,,180,90,4.6,right,1,0.533703296,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,16,1,65,,,,,,,,,,,,180,0,4.6,right,0,0.716876719,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,17,1,66,,,,,,,,,,,,0,90,4.6,right,0,0.367689096,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,18,1,67,,,,,,,,,,,,0,0,-4.6,left,1,0.433974454,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,19,1,67,,,,,,,,,,,,0,0,4.6,right,0,0.633434567,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,20,1,68,,,,,,,,,,,,0,90,4.6,right,0,0.484096649,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,21,1,69,,,,,,,,,,,,180,90,-4.6,left,0,0.433921631,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,22,1,70,,,,,,,,,,,,180,0,-4.6,left,1,0.517436294,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,23,1,70,,,,,,,,,,,,0,0,-4.6,left,1,0.484101124,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,24,1,70,,,,,,,,,,,,0,90,-4.6,left,0,0.683715797,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,25,1,71,,,,,,,,,,,,180,0,-4.6,left,0,0.916379007,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,26,1,72,,,,,,,,,,,,0,0,4.6,right,1,0.766732349,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,27,1,72,,,,,,,,,,,,0,90,4.6,right,1,1.248951903,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,28,1,72,,,,,,,,,,,,180,90,-4.6,left,1,0.517361521,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,29,1,71,,,,,,,,,,,,0,90,4.6,right,1,0.617099599,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,30,1,71,,,,,,,,,,,,0,90,4.6,right,1,0.550385363,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,31,1,71,,,,,,,,,,,,0,0,-4.6,left,1,0.467438584,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,32,1,70,,,,,,,,,,,,180,0,-4.6,left,0,0.766774173,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,33,1,71,,,,,,,,,,,,180,0,-4.6,left,1,0.865235135,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,34,1,71,,,,,,,,,,,,0,90,4.6,right,1,0.599177464,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,35,1,71,,,,,,,,,,,,180,90,-4.6,left,1,0.56595668,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,36,1,70,,,,,,,,,,,,0,90,4.6,right,1,0.650091544,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,37,1,70,,,,,,,,,,,,180,0,-4.6,left,0,0.916416695,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,38,1,71,,,,,,,,,,,,180,90,4.6,right,1,0.615826439,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,39,1,71,,,,,,,,,,,,180,90,4.6,right,1,1.082409361,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,40,1,71,,,,,,,,,,,,0,90,-4.6,left,1,0.567227801,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,41,1,70,,,,,,,,,,,,180,0,4.6,right,1,0.78338355,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,42,1,70,,,,,,,,,,,,180,0,4.6,right,1,0.60049874,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,43,1,70,,,,,,,,,,,,180,0,4.6,right,1,1.796374472,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,44,1,69,,,,,,,,,,,,180,90,4.6,right,0,0.584015944,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,45,1,70,,,,,,,,,,,,0,90,4.6,right,1,0.500694109,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,46,1,70,,,,,,,,,,,,180,90,4.6,right,1,1.082829779,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,47,1,70,,,,,,,,,,,,180,0,-4.6,left,0,1.16585129,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,48,1,71,,,,,,,,,,,,180,90,-4.6,left,1,0.632302244,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,49,1,71,,,,,,,,,,,,0,0,4.6,right,1,0.600488732,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,50,1,71,,,,,,,,,,,,180,90,-4.6,left,1,1.730863808,left,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,51,1,70,,,,,,,,,,,,180,90,4.6,right,1,0.7663669,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,52,1,70,,,,,,,,,,,,180,90,4.6,right,1,0.799981881,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
,53,1,70,,,,,,,,,,,,0,90,4.6,right,1,0.716894761,right,,,,,,,,,2,12,2016_Jan_07_1554,Flow_endo_post,3.0.5,60.35408486,
