Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,Time_pas_Ans.response,Time_pas_Ans.rt,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,Session,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,Monday,7.503,,,,,,,,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
0,1,81,,,,,,4.6,0,-4.6,left,1,0.6252629359951243,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
1,1,80,,,,,,4.6,90,-4.6,left,1,0.7066588030429557,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
2,1,79,,,,,,4.6,0,-4.6,left,1,0.5241172979585826,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
3,1,78,,,,,,-4.6,0,4.6,right,1,0.5707465910236351,right,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
4,1,77,,,,,,-4.6,0,4.6,right,1,0.6881803889991716,right,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
5,1,76,,,,,,4.6,90,4.6,right,1,0.5919969569658861,right,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
6,1,75,,,,,,-4.6,0,-4.6,left,1,0.7207109009614214,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
7,1,74,,,,,,4.6,90,-4.6,left,1,0.6779463809798472,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
8,1,73,,,,,,4.6,0,-4.6,left,1,1.540909681993071,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
9,1,72,,,,,,4.6,90,4.6,right,1,1.4231059160083532,right,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
10,1,71,,,,,,-4.6,0,-4.6,left,1,1.5745048089884222,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
11,1,70,,,,,,-4.6,0,4.6,right,1,1.791648088954389,right,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
12,1,69,,,,,,4.6,0,4.6,right,1,1.5080631339806132,right,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
13,1,68,,,,,,4.6,0,4.6,right,1,1.3573909749975428,right,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
14,1,67,,,,,,-4.6,90,-4.6,left,1,1.674493850034196,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
15,1,66,,,,,,4.6,0,4.6,right,1,1.9271832059603184,right,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
16,1,65,,,,,,-4.6,0,-4.6,left,1,2.5668803879525512,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
17,1,65,,,,,,-4.6,0,4.6,right,0,1.9092526589520276,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
18,1,66,,,,,,4.6,90,4.6,right,1,1.6068233010009862,right,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
19,1,66,,,,,,-4.6,0,4.6,right,1,1.72284388798289,right,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
20,1,66,,,,,,4.6,0,-4.6,left,1,1.5056058369809762,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
21,1,65,,,,,,4.6,90,4.6,right,1,2.074003952962812,right,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
22,1,65,,,,,,4.6,90,4.6,right,0,1.8586355129955336,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
23,1,66,,,,,,4.6,90,4.6,right,0,1.8928838369902223,left,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
24,1,67,,,,,,-4.6,0,4.6,right,1,1.6079802690073848,right,,,,,003,23,2019_Apr_10_1554,Flow_exo_pre,3.0.5,60.03412820807478,
