Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;180;90;4.6;right;1;3.699907611;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
1;1;80;;;;0;90;4.6;right;1;2.209614038;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
2;1;79;;;;180;0;-4.6;left;0;2.55900062;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
3;1;80;;;;180;0;-4.6;left;0;1.875433466;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
4;1;81;;;;180;0;-4.6;left;0;2.008677845;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
5;1;82;;;;180;90;-4.6;left;0;1.941365242;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
6;1;83;;;;0;90;-4.6;left;1;1.673882828;left;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
7;1;83;;;;180;0;-4.6;left;0;1.845805124;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
8;1;84;;;;180;90;-4.6;left;1;1.974898279;left;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
9;1;84;;;;0;90;4.6;right;1;2.042754014;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
10;1;84;;;;0;0;4.6;right;1;1.390624983;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
11;1;83;;;;0;90;-4.6;left;1;1.908837697;left;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
12;1;83;;;;0;0;-4.6;left;0;1.925577854;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
13;1;84;;;;180;90;4.6;right;1;1.375337336;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
14;1;84;;;;0;90;4.6;right;1;1.507916125;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
15;1;84;;;;0;0;-4.6;left;0;1.90794079;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
16;1;85;;;;0;0;-4.6;left;0;1.94172116;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
17;1;86;;;;180;0;-4.6;left;0;2.594072043;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
18;1;87;;;;0;90;-4.6;left;1;2.19281911;left;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
19;1;87;;;;0;0;4.6;right;0;2.025464169;left;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
20;1;88;;;;180;0;-4.6;left;1;2.51143229;left;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
21;1;88;;;;0;90;4.6;right;1;1.758430891;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
22;1;88;;;;180;90;-4.6;left;1;1.32361109;left;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
23;1;87;;;;180;0;-4.6;left;1;1.407408254;left;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
24;1;87;;;;180;0;4.6;right;1;2.094384619;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
25;1;87;;;;180;90;4.6;right;1;1.942883868;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
26;1;86;;;;180;0;-4.6;left;1;2.042670744;left;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
27;1;86;;;;0;0;4.6;right;1;1.356709739;right;;;;;;;1;142;2019_Apr_03_1416;Flow_endo_pre;3.0.5;59.01405349
