Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,0,90,4.6,right,1,1.550151674,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,1,1,80,,,,,,,,,,,,180,90,4.6,right,1,0.833481616,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,2,1,79,,,,,,,,,,,,0,90,4.6,right,1,0.567478915,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,3,1,78,,,,,,,,,,,,0,90,4.6,right,1,0.550179672,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,4,1,77,,,,,,,,,,,,0,0,-4.6,left,1,0.567381147,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,5,1,76,,,,,,,,,,,,180,0,-4.6,left,1,0.600434892,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,6,1,75,,,,,,,,,,,,0,0,-4.6,left,1,0.749912231,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,7,1,74,,,,,,,,,,,,180,0,4.6,right,1,0.567038957,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,8,1,73,,,,,,,,,,,,180,0,-4.6,left,1,1.116903548,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,9,1,72,,,,,,,,,,,,180,90,4.6,right,0,1.616480477,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,10,1,73,,,,,,,,,,,,180,90,-4.6,left,1,0.566922524,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,11,1,73,,,,,,,,,,,,180,90,4.6,right,1,1.500279529,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,12,1,73,,,,,,,,,,,,0,0,4.6,right,1,0.950182072,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,13,1,72,,,,,,,,,,,,180,90,-4.6,left,1,0.566906081,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,14,1,72,,,,,,,,,,,,180,0,4.6,right,1,1.53363769,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,15,1,72,,,,,,,,,,,,0,0,4.6,right,1,1.199965426,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,16,1,71,,,,,,,,,,,,0,0,4.6,right,1,1.466578734,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,17,1,71,,,,,,,,,,,,180,0,-4.6,left,1,0.616830666,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,18,1,71,,,,,,,,,,,,0,0,-4.6,left,1,0.833338962,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,19,1,70,,,,,,,,,,,,0,0,-4.6,left,1,0.650254598,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,20,1,70,,,,,,,,,,,,180,0,4.6,right,0,1.550616964,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,21,1,71,,,,,,,,,,,,180,90,4.6,right,0,1.250246421,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,22,1,72,,,,,,,,,,,,0,0,-4.6,left,1,0.566970964,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,23,1,72,,,,,,,,,,,,0,90,4.6,right,1,0.683382114,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,24,1,72,,,,,,,,,,,,0,0,-4.6,left,1,0.650449246,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,25,1,71,,,,,,,,,,,,180,0,-4.6,left,1,0.700462267,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,26,1,71,,,,,,,,,,,,180,90,-4.6,left,1,0.583734258,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,27,1,71,,,,,,,,,,,,0,0,4.6,right,0,2.416450169,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,28,1,72,,,,,,,,,,,,180,90,4.6,right,0,1.583336074,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,29,1,73,,,,,,,,,,,,0,90,4.6,right,0,1.733110717,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,30,1,74,,,,,,,,,,,,0,90,4.6,right,1,1.38295291,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,31,1,74,,,,,,,,,,,,180,0,4.6,right,0,2.166656594,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,32,1,75,,,,,,,,,,,,180,90,-4.6,left,1,0.816987629,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,33,1,75,,,,,,,,,,,,0,90,4.6,right,1,0.667349861,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,34,1,75,,,,,,,,,,,,0,90,4.6,right,1,1.499810685,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,35,1,74,,,,,,,,,,,,0,90,4.6,right,1,0.983709549,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,36,1,74,,,,,,,,,,,,0,0,4.6,right,1,0.999869346,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,37,1,74,,,,,,,,,,,,180,0,4.6,right,1,0.916755917,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,38,1,73,,,,,,,,,,,,0,0,4.6,right,1,0.650464356,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,39,1,73,,,,,,,,,,,,0,0,-4.6,left,1,1.616858219,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,40,1,73,,,,,,,,,,,,0,0,4.6,right,1,0.783731236,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,41,1,72,,,,,,,,,,,,180,0,-4.6,left,1,0.73372177,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,42,1,72,,,,,,,,,,,,0,90,-4.6,left,1,0.816472122,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,43,1,72,,,,,,,,,,,,180,90,4.6,right,0,0.983486015,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,44,1,73,,,,,,,,,,,,180,0,4.6,right,1,1.450402495,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,45,1,73,,,,,,,,,,,,0,90,4.6,right,1,0.900401029,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,46,1,73,,,,,,,,,,,,0,90,4.6,right,1,0.599894055,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,47,1,72,,,,,,,,,,,,0,0,-4.6,left,1,0.533680352,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,48,1,72,,,,,,,,,,,,0,0,4.6,right,1,0.617079976,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,49,1,72,,,,,,,,,,,,180,90,-4.6,left,1,0.566930079,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,50,1,71,,,,,,,,,,,,180,0,4.6,right,1,1.233480016,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,51,1,71,,,,,,,,,,,,0,90,-4.6,left,1,0.550130788,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,52,1,71,,,,,,,,,,,,0,90,4.6,right,1,3.549377526,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,53,1,70,,,,,,,,,,,,0,90,-4.6,left,1,0.567443363,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,54,1,70,,,,,,,,,,,,180,0,4.6,right,0,1.183805185,left,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
,55,1,71,,,,,,,,,,,,0,0,4.6,right,1,1.116397374,right,,,,,,,,,3,25,2019_Apr_10_1742,Flow_endo_post,3.0.5,59.96397174,
