Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Monday;18.352;;;;;;;;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
0;1;81;;;;;;4.6;0;-4.6;left;0;1.101326728;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
1;1;82;;;;;;-4.6;90;4.6;right;1;0.975069437;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
2;1;81;;;;;;-4.6;0;-4.6;left;1;0.888044983;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
3;1;81;;;;;;-4.6;90;4.6;right;0;6.792542599;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
4;1;82;;;;;;-4.6;0;4.6;right;1;0.790335516;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
5;1;82;;;;;;-4.6;90;4.6;right;1;0.785846138;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
6;1;82;;;;;;-4.6;0;-4.6;left;1;0.822184185;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
7;1;81;;;;;;4.6;0;4.6;right;1;0.820929722;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
8;1;81;;;;;;-4.6;90;-4.6;left;1;0.809338937;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
9;1;81;;;;;;-4.6;0;4.6;right;1;1.024666409;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
10;1;80;;;;;;-4.6;0;4.6;right;1;1.191551143;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
11;1;80;;;;;;4.6;90;4.6;right;1;0.938518694;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
12;1;80;;;;;;4.6;90;4.6;right;1;0.934055234;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
13;1;79;;;;;;-4.6;0;-4.6;left;1;0.837884724;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
14;1;79;;;;;;4.6;0;4.6;right;1;0.999419771;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
15;1;79;;;;;;-4.6;90;-4.6;left;1;0.886821077;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
16;1;78;;;;;;4.6;90;-4.6;left;1;1.035730685;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
17;1;78;;;;;;4.6;0;-4.6;left;1;0.906826957;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
18;1;78;;;;;;4.6;90;4.6;right;1;0.921162322;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
19;1;77;;;;;;-4.6;90;-4.6;left;1;0.738998513;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
20;1;77;;;;;;-4.6;90;4.6;right;1;0.855414849;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
21;1;77;;;;;;4.6;90;-4.6;left;1;0.93327392;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
22;1;76;;;;;;-4.6;0;4.6;right;1;0.73732525;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
23;1;76;;;;;;4.6;0;4.6;right;1;0.772071565;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
24;1;76;;;;;;-4.6;90;-4.6;left;1;0.82264659;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
25;1;75;;;;;;-4.6;90;4.6;right;1;0.773031157;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
26;1;75;;;;;;-4.6;0;4.6;right;1;1.239553883;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
27;1;75;;;;;;-4.6;90;-4.6;left;1;0.784603818;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
28;1;74;;;;;;4.6;0;4.6;right;1;0.858223287;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
29;1;74;;;;;;-4.6;90;4.6;right;1;0.838622908;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
30;1;74;;;;;;-4.6;0;-4.6;left;1;0.736516425;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
31;1;73;;;;;;4.6;90;4.6;right;1;0.634708868;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
32;1;73;;;;;;4.6;90;-4.6;left;1;0.868844983;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
33;1;73;;;;;;4.6;90;-4.6;left;1;1.590176282;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
34;1;72;;;;;;4.6;90;4.6;right;1;0.640593309;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
35;1;72;;;;;;-4.6;0;4.6;right;1;0.719630368;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
36;1;72;;;;;;4.6;0;4.6;right;1;0.77455385;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
37;1;71;;;;;;4.6;0;-4.6;left;1;1.202407386;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
38;1;71;;;;;;-4.6;0;4.6;right;1;0.756718773;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
39;1;71;;;;;;4.6;0;4.6;right;1;0.826607671;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
40;1;70;;;;;;4.6;0;4.6;right;1;0.670928386;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
41;1;70;;;;;;4.6;90;4.6;right;1;0.821178842;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
42;1;70;;;;;;-4.6;0;-4.6;left;1;0.725945808;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
43;1;69;;;;;;-4.6;0;-4.6;left;1;0.720624378;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
44;1;69;;;;;;4.6;0;4.6;right;1;0.673460568;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
45;1;69;;;;;;4.6;90;-4.6;left;1;2.109298067;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
46;1;68;;;;;;-4.6;90;4.6;right;1;1.3535208;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
47;1;68;;;;;;4.6;0;-4.6;left;1;1.605823463;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
48;1;68;;;;;;-4.6;90;-4.6;left;1;0.772383654;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
49;1;67;;;;;;4.6;90;4.6;right;1;1.239524734;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
50;1;67;;;;;;4.6;0;4.6;right;1;1.089746937;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
51;1;67;;;;;;4.6;0;4.6;right;1;0.772067782;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
52;1;66;;;;;;-4.6;90;4.6;right;0;1.005176985;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
53;1;67;;;;;;4.6;90;4.6;right;1;0.887649289;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
54;1;67;;;;;;-4.6;90;-4.6;left;1;1.655624486;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
55;1;67;;;;;;4.6;90;-4.6;left;1;1.707284532;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
56;1;66;;;;;;4.6;90;4.6;right;1;0.742697491;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
57;1;66;;;;;;4.6;90;4.6;right;1;0.751450649;right;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
58;1;66;;;;;;-4.6;90;-4.6;left;1;1.37385663;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
59;1;65;;;;;;-4.6;90;-4.6;left;1;1.507544599;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
60;1;65;;;;;;-4.6;0;-4.6;left;1;1.406333298;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
61;1;65;;;;;;4.6;0;-4.6;left;1;0.791348649;left;;;;;2;82;2019_Mar_29_1325;Flow_exo_pre;3.0.5;60.05437347
