Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,Time_pas_Ans.response,Time_pas_Ans.rt,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,Session,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,Monday,470.39,,,,,,,,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
0,1,81,,,,,,4.6,90,-4.6,left,1,1.1837772763371959,left,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
1,1,80,,,,,,4.6,0,-4.6,left,0,0.3338886459262085,right,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
2,1,81,,,,,,-4.6,0,4.6,right,1,0.7334392887861441,right,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
3,1,81,,,,,,-4.6,0,4.6,right,1,0.6839988518798918,right,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
4,1,81,,,,,,-4.6,90,4.6,right,1,0.6349807175944306,right,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
5,1,80,,,,,,-4.6,90,4.6,right,1,0.5504125571757186,right,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
6,1,80,,,,,,-4.6,90,4.6,right,1,0.46131009812359025,right,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
7,1,80,,,,,,-4.6,0,4.6,right,1,0.45073895685914067,right,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
8,1,79,,,,,,-4.6,0,-4.6,left,1,0.4170391107498972,left,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
9,1,79,,,,,,-4.6,90,-4.6,left,1,0.40152494397580085,left,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
10,1,79,,,,,,-4.6,90,-4.6,left,1,0.3167439352786232,left,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
11,1,78,,,,,,4.6,90,4.6,right,1,0.41717874697826574,right,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
12,1,78,,,,,,-4.6,0,-4.6,left,1,0.3339250095272064,left,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
13,1,78,,,,,,4.6,0,-4.6,left,1,0.4335443068661107,left,,,,,003,275,2019_Apr_10_1548,Flow_exo_pre,3.0.5,59.847718534641444,
