Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Friday;63.634;;;;;;;;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
0;1;81;;;;;;-4.6;90;-4.6;left;1;0.805512557;left;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
1;1;80;;;;;;-4.6;90;-4.6;left;1;0.68814094;left;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
2;1;79;;;;;;-4.6;0;-4.6;left;1;0.574744976;left;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
3;1;78;;;;;;4.6;0;4.6;right;1;0.637618239;right;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
4;1;77;;;;;;4.6;0;4.6;right;1;0.651118952;right;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
5;1;76;;;;;;4.6;90;4.6;right;1;0.671566174;right;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
6;1;75;;;;;;-4.6;0;4.6;right;1;0.805784436;right;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
7;1;74;;;;;;-4.6;90;-4.6;left;1;0.786193726;left;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
8;1;73;;;;;;4.6;0;4.6;right;1;0.688898148;right;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
9;1;72;;;;;;-4.6;90;4.6;right;1;0.723830298;right;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
10;1;71;;;;;;4.6;0;4.6;right;1;0.686931291;right;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
11;1;70;;;;;;4.6;90;-4.6;left;1;0.73750468;left;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
12;1;69;;;;;;-4.6;90;-4.6;left;1;0.807687274;left;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
13;1;68;;;;;;4.6;0;4.6;right;1;0.742174594;right;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
14;1;67;;;;;;4.6;90;4.6;right;1;0.755292293;right;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
15;1;66;;;;;;-4.6;90;4.6;right;1;4.063836262;right;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
16;1;65;;;;;;-4.6;0;-4.6;left;0;15.8055541;right;;;;;2;2;2019_Mar_20_1042;Flow_endo_pre;3.0.5;60.03181915
