Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair3.thisTrialN,Stair3.stepSize,Stair3.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair3.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,4.6,90,4.6,right,1,0.384240428,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,1,1,80,,,,,,,,,,,,4.6,0,-4.6,left,1,0.368691027,left,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,2,1,79,,,,,,,,,,,,-4.6,0,4.6,right,1,0.284586485,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,3,1,78,,,,,,,,,,,,4.6,0,-4.6,left,1,0.3354462,left,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,4,1,77,,,,,,,,,,,,4.6,0,-4.6,left,1,0.36845885,left,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,5,1,76,,,,,,,,,,,,4.6,90,-4.6,left,1,0.404475455,left,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,6,1,75,,,,,,,,,,,,4.6,90,4.6,right,1,0.402410435,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,7,1,74,,,,,,,,,,,,-4.6,90,4.6,right,1,0.417552117,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,8,1,73,,,,,,,,,,,,-4.6,90,4.6,right,1,0.434589776,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,9,1,72,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.333471158,left,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,10,1,71,,,,,,,,,,,,4.6,90,-4.6,left,1,0.368322602,left,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,11,1,70,,,,,,,,,,,,4.6,90,4.6,right,1,0.301061831,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,12,1,69,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.33422337,left,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,13,1,68,,,,,,,,,,,,-4.6,0,4.6,right,1,0.36855018,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,14,1,67,,,,,,,,,,,,4.6,0,-4.6,left,1,0.652261895,left,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,15,1,66,,,,,,,,,,,,4.6,0,-4.6,left,1,1.035423096,left,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,16,1,65,,,,,,,,,,,,-4.6,90,-4.6,left,0,0.535255178,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,17,1,66,,,,,,,,,,,,4.6,90,-4.6,left,0,0.566511213,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,18,1,67,,,,,,,,,,,,-4.6,90,4.6,right,0,0.450452276,left,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,19,1,68,,,,,,,,,,,,-4.6,90,4.6,right,1,0.718455437,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,20,1,68,,,,,,,,,,,,4.6,90,4.6,right,1,0.468420714,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,21,1,68,,,,,,,,,,,,4.6,0,-4.6,left,0,1.419401615,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,22,1,69,,,,,,,,,,,,4.6,0,-4.6,left,0,0.603374774,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,23,1,70,,,,,,,,,,,,4.6,90,4.6,right,1,0.302642245,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,24,1,70,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.452333533,left,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,25,1,70,,,,,,,,,,,,4.6,0,-4.6,left,1,1.335178809,left,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,26,1,69,,,,,,,,,,,,-4.6,90,4.6,right,1,0.484410768,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
,27,1,69,,,,,,,,,,,,4.6,90,-4.6,left,0,0.584048602,right,,,,,,,,,3,273,2019_Apr_10_1727,Flow_exo_post,3.0.6,59.9918657,
