Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,0,90,4.6,right,1,0.6025819,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,1,1,80,,,,,,,,,,,,180,0,-4.6,left,1,0.5677511,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,2,1,79,,,,,,,,,,,,0,0,4.6,right,1,0.5023845,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,3,1,78,,,,,,,,,,,,0,90,-4.6,left,1,0.9180329,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,4,1,77,,,,,,,,,,,,180,0,4.6,right,1,0.5019644,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,5,1,76,,,,,,,,,,,,0,90,-4.6,left,1,0.9022062,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,6,1,75,,,,,,,,,,,,0,0,-4.6,left,1,0.5349705,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,7,1,74,,,,,,,,,,,,0,90,-4.6,left,1,0.6342512,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,8,1,73,,,,,,,,,,,,0,0,4.6,right,1,0.5518595,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,9,1,72,,,,,,,,,,,,0,0,4.6,right,1,0.5684576,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,10,1,71,,,,,,,,,,,,180,90,4.6,right,1,0.634357,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,11,1,70,,,,,,,,,,,,0,90,-4.6,left,1,0.651998,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,12,1,69,,,,,,,,,,,,180,90,4.6,right,1,0.6175856,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,13,1,68,,,,,,,,,,,,0,90,4.6,right,0,0.6186594,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,14,1,69,,,,,,,,,,,,0,0,4.6,right,1,0.5188121,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,15,1,69,,,,,,,,,,,,0,90,-4.6,left,1,0.5851865,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,16,1,69,,,,,,,,,,,,0,90,-4.6,left,1,0.7022956,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,17,1,68,,,,,,,,,,,,180,90,-4.6,left,1,0.5353765,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,18,1,68,,,,,,,,,,,,0,0,-4.6,left,1,0.5350444,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,19,1,68,,,,,,,,,,,,0,90,4.6,right,1,0.5682106,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,20,1,67,,,,,,,,,,,,180,0,4.6,right,1,0.5684464,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,21,1,67,,,,,,,,,,,,180,90,4.6,right,1,0.6352655,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,22,1,67,,,,,,,,,,,,180,0,4.6,right,1,0.5844426,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,23,1,66,,,,,,,,,,,,180,90,4.6,right,1,0.518775,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,24,1,66,,,,,,,,,,,,180,0,-4.6,left,0,1.5692659,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,25,1,67,,,,,,,,,,,,180,90,-4.6,left,1,0.584795,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,26,1,67,,,,,,,,,,,,180,0,4.6,right,1,0.6018745,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,27,1,67,,,,,,,,,,,,0,0,4.6,right,1,0.6843979,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,28,1,66,,,,,,,,,,,,0,90,-4.6,left,1,1.1191006,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,29,1,66,,,,,,,,,,,,180,0,4.6,right,0,0.7186436,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,30,1,67,,,,,,,,,,,,180,0,-4.6,left,1,0.6512423,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,31,1,67,,,,,,,,,,,,180,0,-4.6,left,1,0.5852537,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,32,1,67,,,,,,,,,,,,0,90,4.6,right,1,1.0361228,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,33,1,66,,,,,,,,,,,,180,0,4.6,right,0,1.1527158,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,34,1,67,,,,,,,,,,,,180,90,-4.6,left,1,0.9522022,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,35,1,67,,,,,,,,,,,,0,90,4.6,right,1,0.7688465,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,36,1,67,,,,,,,,,,,,180,0,-4.6,left,1,0.7017738,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,37,1,66,,,,,,,,,,,,0,90,-4.6,left,0,1.3193054,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,38,1,67,,,,,,,,,,,,180,90,-4.6,left,0,2.1692545,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,39,1,68,,,,,,,,,,,,180,90,4.6,right,1,0.6686046,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,40,1,68,,,,,,,,,,,,180,90,-4.6,left,1,0.5188932,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,41,1,68,,,,,,,,,,,,180,0,4.6,right,1,0.7509191,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,42,1,67,,,,,,,,,,,,0,90,-4.6,left,1,0.6681236,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,43,1,67,,,,,,,,,,,,0,0,4.6,right,1,0.5681178,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,44,1,67,,,,,,,,,,,,0,0,4.6,right,0,1.1695699,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,45,1,68,,,,,,,,,,,,180,0,-4.6,left,0,1.2031841,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,46,1,69,,,,,,,,,,,,180,0,4.6,right,1,0.6851412,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,47,1,69,,,,,,,,,,,,180,0,-4.6,left,1,0.5844606,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,48,1,69,,,,,,,,,,,,0,0,4.6,right,1,0.6348915,right,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,49,1,68,,,,,,,,,,,,180,0,-4.6,left,1,1.2688544,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,50,1,68,,,,,,,,,,,,0,0,-4.6,left,1,0.7182101,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,51,1,68,,,,,,,,,,,,0,90,-4.6,left,1,1.3359799,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
,52,1,67,,,,,,,,,,,,0,90,-4.6,left,1,1.7684255,left,,,,,,,,,2,8,2019_Mar_29_1534,Flow_endo_post,3.0.5,59.71942621,
