Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Friday;49.074;;;;;;;;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
0;1;81;;;;;;4.6;0;4.6;right;1;0.6185437;right;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
1;1;80;;;;;;4.6;0;4.6;right;1;0.418034706;right;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
2;1;79;;;;;;-4.6;0;4.6;right;1;0.835480807;right;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
3;1;78;;;;;;-4.6;90;-4.6;left;1;0.300510885;left;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
4;1;77;;;;;;-4.6;90;4.6;right;1;0.384080299;right;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
5;1;76;;;;;;-4.6;0;-4.6;left;1;0.285450528;left;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
6;1;75;;;;;;-4.6;90;4.6;right;1;0.402409502;right;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
7;1;74;;;;;;-4.6;90;4.6;right;1;0.369381639;right;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
8;1;73;;;;;;4.6;90;4.6;right;1;0.387144055;right;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
9;1;72;;;;;;-4.6;90;-4.6;left;1;0.317637179;left;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
10;1;71;;;;;;-4.6;0;4.6;right;1;0.387390358;right;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
11;1;70;;;;;;-4.6;90;4.6;right;1;0.418995676;right;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
12;1;69;;;;;;4.6;0;4.6;right;1;0.483488735;right;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
13;1;68;;;;;;4.6;90;4.6;right;1;0.36733461;right;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
14;1;67;;;;;;4.6;0;4.6;right;1;0.468299894;right;;;;;1;195;2019_Apr_03_1413;Flow_exo_pre;3.0.5;60.02412605
