Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,Time_pas_Ans.response,Time_pas_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
0,1,81,,,,0,90,4.6,right,1,1.096764799905941,right,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
1,1,80,,,,180,90,-4.6,left,0,13.831564099993557,right,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
2,1,81,,,,0,0,4.6,right,1,0.6675285999663174,right,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
3,1,81,,,,0,90,4.6,right,1,0.4677709999959916,right,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
4,1,81,,,,180,0,-4.6,left,1,0.40105980006046593,left,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
5,1,80,,,,180,0,-4.6,left,1,0.3672847000416368,left,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
6,1,80,,,,0,0,-4.6,left,1,0.4675809000618756,left,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
7,1,80,,,,0,90,-4.6,left,0,0.5849540000781417,right,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
8,1,81,,,,180,0,-4.6,left,1,0.4508927999995649,left,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
9,1,81,,,,0,0,-4.6,left,1,0.46766870003193617,left,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
10,1,81,,,,180,0,-4.6,left,1,0.301084800157696,left,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
11,1,80,,,,180,90,4.6,right,1,0.28431369992904365,right,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
12,1,80,,,,0,0,4.6,right,1,0.38457400002516806,right,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
13,1,80,,,,180,90,4.6,right,0,0.3343358999118209,left,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
14,1,81,,,,180,0,-4.6,left,1,0.4504517999012023,left,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
15,1,81,,,,180,90,-4.6,left,1,0.33470100001432,left,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
16,1,81,,,,180,90,-4.6,left,1,0.41853099991567433,left,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
17,1,80,,,,0,90,4.6,right,1,0.28395389998331666,right,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
18,1,80,,,,180,0,4.6,right,1,0.45170440012589097,right,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
19,1,80,,,,0,90,4.6,right,0,0.6178698998410255,left,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
20,1,81,,,,0,90,4.6,right,1,0.40108709991909564,right,,,,,,,001,10,2019_Apr_01_1213,Flow_endo_pre,3.0.5,59.91575849960402,
