Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair3.thisTrialN,Stair3.stepSize,Stair3.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair3.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.458671988,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,1,1,80,,,,,,,,,,,,-4.6,0,4.6,right,1,1.440169412,right,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,2,1,79,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.357703946,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,3,1,78,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.373691322,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,4,1,77,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.366502827,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,5,1,76,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.373578773,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,6,1,75,,,,,,,,,,,,4.6,0,-4.6,left,1,2.109104167,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,7,1,74,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.625176793,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,8,1,73,,,,,,,,,,,,4.6,0,4.6,right,1,1.424022632,right,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,9,1,72,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.390128807,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,10,1,71,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.407555553,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,11,1,70,,,,,,,,,,,,4.6,90,4.6,right,1,1.406292818,right,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,12,1,69,,,,,,,,,,,,4.6,90,4.6,right,1,1.495721463,right,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,13,1,68,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.507814896,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,14,1,67,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.490244999,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,15,1,66,,,,,,,,,,,,4.6,0,4.6,right,1,1.959856539,right,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,16,1,65,,,,,,,,,,,,4.6,90,4.6,right,1,1.505700926,right,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,17,1,65,,,,,,,,,,,,-4.6,90,4.6,right,1,1.692093359,right,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,18,1,65,,,,,,,,,,,,-4.6,0,4.6,right,1,2.055556926,right,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,19,1,65,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.875195735,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,20,1,65,,,,,,,,,,,,-4.6,0,-4.6,left,0,1.684988591,right,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
,21,1,66,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.940443667,left,,,,,,,,,2,2,2019_Mar_20_1248,Flow_exo_post,3.0.5,None,
