Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair3.thisTrialN,Stair3.stepSize,Stair3.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair3.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.416568072,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,1,1,80,,,,,,,,,,,,-4.6,90,4.6,right,1,0.636270186,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,2,1,79,,,,,,,,,,,,4.6,90,-4.6,left,1,0.620294055,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,3,1,78,,,,,,,,,,,,4.6,0,-4.6,left,1,0.553219013,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,4,1,77,,,,,,,,,,,,4.6,0,4.6,right,1,0.500826652,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,5,1,76,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.533697835,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,6,1,75,,,,,,,,,,,,4.6,90,-4.6,left,1,0.702911449,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,7,1,74,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.567206993,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,8,1,73,,,,,,,,,,,,4.6,0,4.6,right,1,0.46729375,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,9,1,72,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.486466791,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,10,1,71,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.469632572,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,11,1,70,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.534122034,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,12,1,69,,,,,,,,,,,,4.6,90,-4.6,left,0,0.800597733,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,13,1,70,,,,,,,,,,,,4.6,0,-4.6,left,0,0.752845329,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,14,1,71,,,,,,,,,,,,4.6,0,-4.6,left,1,0.736647826,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,15,1,71,,,,,,,,,,,,4.6,0,-4.6,left,0,0.716987205,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,16,1,72,,,,,,,,,,,,4.6,90,-4.6,left,1,0.65207831,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,17,1,72,,,,,,,,,,,,-4.6,0,4.6,right,1,0.65199203,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,18,1,72,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.450577078,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,19,1,71,,,,,,,,,,,,4.6,90,4.6,right,1,0.418723837,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,20,1,71,,,,,,,,,,,,-4.6,0,4.6,right,1,0.686094807,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,21,1,71,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.453059446,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,22,1,70,,,,,,,,,,,,4.6,90,-4.6,left,0,0.850773957,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,23,1,71,,,,,,,,,,,,4.6,0,-4.6,left,1,0.617286866,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,24,1,71,,,,,,,,,,,,-4.6,0,4.6,right,1,0.633879945,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,25,1,71,,,,,,,,,,,,-4.6,0,4.6,right,1,0.717401956,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,26,1,70,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.686431445,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,27,1,70,,,,,,,,,,,,-4.6,90,4.6,right,1,0.752507434,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,28,1,70,,,,,,,,,,,,4.6,90,4.6,right,1,0.502206441,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,29,1,69,,,,,,,,,,,,-4.6,90,4.6,right,1,0.633981622,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,30,1,69,,,,,,,,,,,,-4.6,0,4.6,right,1,0.669185972,right,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
,31,1,69,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.753294863,left,,,,,,,,,1,174,2019_Apr_03_1600,Flow_exo_post,3.0.5,60.03300627,
