Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,180,90,4.6,right,1,0.783664275,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,1,1,80,,,,,,,,,,,,180,90,4.6,right,1,0.583885172,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,2,1,79,,,,,,,,,,,,180,90,4.6,right,1,0.549856533,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,3,1,78,,,,,,,,,,,,180,90,4.6,right,1,0.516387895,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,4,1,77,,,,,,,,,,,,180,0,4.6,right,1,0.550127564,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,5,1,76,,,,,,,,,,,,0,90,-4.6,left,1,0.501374062,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,6,1,75,,,,,,,,,,,,0,0,-4.6,left,1,0.467652817,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,7,1,74,,,,,,,,,,,,180,90,4.6,right,1,0.485994168,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,8,1,73,,,,,,,,,,,,0,0,4.6,right,1,0.518428624,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,9,1,72,,,,,,,,,,,,0,0,4.6,right,1,0.600632825,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,10,1,71,,,,,,,,,,,,0,90,-4.6,left,1,0.467588332,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,11,1,70,,,,,,,,,,,,180,0,4.6,right,1,0.566889277,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,12,1,69,,,,,,,,,,,,0,90,4.6,right,1,0.550013139,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,13,1,68,,,,,,,,,,,,0,90,4.6,right,1,0.70241959,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,14,1,67,,,,,,,,,,,,180,0,4.6,right,1,0.766711047,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,15,1,66,,,,,,,,,,,,180,90,-4.6,left,0,0.734147136,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,16,1,67,,,,,,,,,,,,180,90,-4.6,left,1,0.449920921,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,17,1,67,,,,,,,,,,,,0,90,-4.6,left,1,0.451668802,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,18,1,67,,,,,,,,,,,,0,0,-4.6,left,1,0.51690038,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,19,1,66,,,,,,,,,,,,180,0,4.6,right,0,0.583742142,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,20,1,67,,,,,,,,,,,,180,90,-4.6,left,1,0.733527014,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,21,1,67,,,,,,,,,,,,0,90,-4.6,left,1,0.683792663,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,22,1,67,,,,,,,,,,,,180,90,-4.6,left,0,0.58374796,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,23,1,68,,,,,,,,,,,,180,0,4.6,right,1,0.601162765,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,24,1,68,,,,,,,,,,,,0,90,-4.6,left,0,0.61711672,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,25,1,69,,,,,,,,,,,,0,0,-4.6,left,1,0.55139011,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,26,1,69,,,,,,,,,,,,0,90,-4.6,left,1,0.700506861,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,27,1,69,,,,,,,,,,,,0,0,-4.6,left,1,0.433149026,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,28,1,68,,,,,,,,,,,,0,0,4.6,right,1,0.516974077,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,29,1,68,,,,,,,,,,,,0,90,4.6,right,0,1.183295693,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,30,1,69,,,,,,,,,,,,180,0,-4.6,left,1,0.733340832,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,31,1,69,,,,,,,,,,,,180,0,-4.6,left,1,0.601033795,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,32,1,69,,,,,,,,,,,,180,90,4.6,right,1,1.217074635,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,33,1,68,,,,,,,,,,,,0,90,4.6,right,1,0.701512438,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,34,1,68,,,,,,,,,,,,0,0,-4.6,left,0,0.851610038,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,35,1,69,,,,,,,,,,,,180,0,4.6,right,1,0.717176453,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,36,1,69,,,,,,,,,,,,0,90,4.6,right,1,0.651277722,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,37,1,69,,,,,,,,,,,,180,0,4.6,right,1,0.601234038,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,38,1,68,,,,,,,,,,,,0,0,-4.6,left,0,1.033518093,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,39,1,69,,,,,,,,,,,,180,90,4.6,right,1,0.550689504,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,40,1,69,,,,,,,,,,,,180,90,-4.6,left,1,0.467221302,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,41,1,69,,,,,,,,,,,,180,0,4.6,right,1,0.501559274,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,42,1,68,,,,,,,,,,,,180,90,4.6,right,1,0.849459248,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,43,1,68,,,,,,,,,,,,180,90,4.6,right,0,0.868068236,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,44,1,69,,,,,,,,,,,,0,0,4.6,right,1,0.650349722,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,45,1,69,,,,,,,,,,,,180,0,-4.6,left,1,0.735142531,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,46,1,69,,,,,,,,,,,,180,0,-4.6,left,1,0.617353811,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,47,1,68,,,,,,,,,,,,180,0,-4.6,left,1,0.517033229,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,48,1,68,,,,,,,,,,,,0,90,-4.6,left,1,0.533499669,left,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
,49,1,68,,,,,,,,,,,,0,90,4.6,right,1,0.60010337,right,,,,,,,,,3,125,2019_Apr_12_1439,Flow_endo_post,3.0.5,59.98266681,
