Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,-4.6,90,4.6,right,1,0.784100744,right,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
,1,1,80,,,,,,,,,,,,-4.6,0,4.6,right,1,0.667537293,right,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
,2,1,79,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.61636442,left,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
,3,1,78,,,,,,,,,,,,4.6,0,-4.6,left,1,0.800944388,left,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
,4,1,77,,,,,,,,,,,,4.6,90,4.6,right,1,0.652298498,right,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
,5,1,76,,,,,,,,,,,,4.6,0,4.6,right,1,0.500906425,right,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
,6,1,75,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.533760259,left,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
,7,1,74,,,,,,,,,,,,-4.6,0,4.6,right,1,0.750888606,right,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
,8,1,73,,,,,,,,,,,,4.6,0,-4.6,left,1,1.267565221,left,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
,9,1,72,,,,,,,,,,,,-4.6,0,4.6,right,1,0.716705802,right,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
,10,1,71,,,,,,,,,,,,4.6,0,-4.6,left,0,1.16746093,right,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
,11,1,72,,,,,,,,,,,,4.6,90,-4.6,left,0,1.617484421,right,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
,12,1,73,,,,,,,,,,,,4.6,0,4.6,right,1,0.566797366,right,,,,,,,,,1,85,2019_Mar_27_1554,Flow_exo_post,3.0.5,60.06847081,
