Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Monday;72.189;;;;;;;;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
0;1;81;;;;;;4.6;0;-4.6;left;1;0.925550425;left;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
1;1;80;;;;;;-4.6;90;-4.6;left;1;0.939751412;left;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
2;1;79;;;;;;-4.6;0;-4.6;left;1;0.79166241;left;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
3;1;78;;;;;;4.6;0;4.6;right;1;0.684946224;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
4;1;77;;;;;;-4.6;90;4.6;right;1;1.141403992;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
5;1;76;;;;;;4.6;90;-4.6;left;1;0.823921547;left;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
6;1;75;;;;;;-4.6;0;4.6;right;1;0.790876582;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
7;1;74;;;;;;-4.6;90;4.6;right;1;1.009817576;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
8;1;73;;;;;;4.6;0;4.6;right;1;1.02468978;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
9;1;72;;;;;;-4.6;0;4.6;right;1;0.971578778;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
10;1;71;;;;;;-4.6;90;4.6;right;1;0.991057636;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
11;1;70;;;;;;-4.6;90;4.6;right;1;0.889060153;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
12;1;69;;;;;;-4.6;90;-4.6;left;1;1.527049461;left;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
13;1;68;;;;;;4.6;0;4.6;right;1;0.922197106;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
14;1;67;;;;;;-4.6;0;-4.6;left;1;1.137857086;left;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
15;1;66;;;;;;4.6;0;4.6;right;1;0.852564041;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
16;1;65;;;;;;4.6;0;-4.6;left;0;1.139864746;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
17;1;66;;;;;;4.6;90;4.6;right;1;1.106378988;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
18;1;66;;;;;;4.6;0;4.6;right;1;1.091257882;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
19;1;66;;;;;;4.6;90;-4.6;left;0;0.656133106;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
20;1;67;;;;;;4.6;0;4.6;right;1;0.71775084;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
21;1;67;;;;;;4.6;90;4.6;right;0;0.685350053;left;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
22;1;68;;;;;;4.6;90;-4.6;left;0;0.85773463;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
23;1;69;;;;;;-4.6;90;-4.6;left;1;1.019497596;left;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
24;1;69;;;;;;4.6;0;4.6;right;1;0.823524723;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
25;1;69;;;;;;4.6;90;-4.6;left;1;1.489751846;left;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
26;1;68;;;;;;-4.6;90;-4.6;left;0;0.787768587;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
27;1;69;;;;;;-4.6;90;4.6;right;1;0.971548876;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
28;1;69;;;;;;-4.6;0;-4.6;left;0;1.172718586;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
29;1;70;;;;;;4.6;90;-4.6;left;1;0.771132149;left;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
30;1;70;;;;;;-4.6;90;4.6;right;1;0.638434367;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
31;1;70;;;;;;4.6;0;-4.6;left;0;0.774727019;right;;;;;2;42;2019_Mar_29_1341;Flow_exo_pre;3.0.5;59.75644921
