Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;na;0;;;;;;;;;;;;;;;;;
0;1;81;;;;;;-4.6;90;-4.6;left;1;1.784402148;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
1;1;80;;;;;;4.6;0;-4.6;left;0;0.217440274;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
2;1;81;;;;;;-4.6;90;-4.6;left;1;0.23377044;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
3;1;81;;;;;;4.6;0;4.6;right;1;0.300197527;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
4;1;81;;;;;;4.6;0;4.6;right;1;0.185814608;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
5;1;80;;;;;;-4.6;0;4.6;right;1;0.300392921;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
6;1;80;;;;;;4.6;0;-4.6;left;1;0.383997203;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
7;1;80;;;;;;-4.6;90;4.6;right;0;0.500379151;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
8;1;81;;;;;;4.6;90;-4.6;left;1;0.501419635;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
9;1;81;;;;;;-4.6;0;4.6;right;1;0.333857616;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
10;1;81;;;;;;-4.6;0;-4.6;left;1;0.302438495;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
11;1;80;;;;;;-4.6;90;-4.6;left;1;0.401774156;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
12;1;80;;;;;;-4.6;90;4.6;right;1;0.336250825;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
13;1;80;;;;;;-4.6;0;-4.6;left;1;0.317603086;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
14;1;79;;;;;;-4.6;0;4.6;right;1;0.316732299;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
15;1;79;;;;;;4.6;90;-4.6;left;1;0.31955072;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
16;1;79;;;;;;4.6;90;4.6;right;1;0.417701413;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
17;1;78;;;;;;-4.6;90;-4.6;left;1;0.335838705;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
18;1;78;;;;;;-4.6;0;-4.6;left;1;0.450343806;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
19;1;78;;;;;;4.6;90;-4.6;left;1;0.550341285;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
20;1;77;;;;;;-4.6;0;-4.6;left;1;0.419586017;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
21;1;77;;;;;;-4.6;90;-4.6;left;1;0.566898359;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
22;1;77;;;;;;-4.6;0;-4.6;left;1;0.551667344;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
23;1;76;;;;;;4.6;0;-4.6;left;1;0.617791886;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
24;1;76;;;;;;4.6;90;4.6;right;1;0.553079221;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
25;1;76;;;;;;4.6;90;4.6;right;1;0.43556079;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
26;1;75;;;;;;-4.6;90;-4.6;left;1;0.383639386;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
27;1;75;;;;;;4.6;0;4.6;right;1;0.367565219;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
28;1;75;;;;;;4.6;90;4.6;right;1;0.500795636;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
29;1;74;;;;;;-4.6;0;-4.6;left;1;0.455552528;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
30;1;74;;;;;;-4.6;0;-4.6;left;1;0.469122454;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
31;1;74;;;;;;4.6;0;-4.6;left;0;0.434822851;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
32;1;75;;;;;;-4.6;90;-4.6;left;1;0.519386648;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
33;1;75;;;;;;-4.6;90;-4.6;left;1;0.317571086;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
34;1;75;;;;;;-4.6;0;4.6;right;1;0.350996023;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
35;1;74;;;;;;4.6;0;4.6;right;1;0.302401161;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
36;1;74;;;;;;4.6;90;-4.6;left;0;0.46744488;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
37;1;75;;;;;;4.6;0;4.6;right;1;0.35124572;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
38;1;75;;;;;;4.6;0;-4.6;left;0;0.836050098;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
39;1;76;;;;;;-4.6;0;-4.6;left;1;0.250661575;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
40;1;76;;;;;;-4.6;0;-4.6;left;1;0.334328403;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
41;1;76;;;;;;4.6;0;-4.6;left;1;0.350800145;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
42;1;75;;;;;;-4.6;0;-4.6;left;1;0.234256743;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
43;1;75;;;;;;4.6;0;-4.6;left;1;0.333766464;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
44;1;75;;;;;;4.6;0;4.6;right;1;0.334510221;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
45;1;74;;;;;;-4.6;0;4.6;right;1;0.484234682;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
46;1;74;;;;;;-4.6;0;4.6;right;1;0.351341235;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
47;1;74;;;;;;-4.6;90;-4.6;left;1;0.383708234;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
48;1;73;;;;;;-4.6;0;-4.6;left;1;0.334581979;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
49;1;73;;;;;;-4.6;0;-4.6;left;1;0.269789799;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
50;1;73;;;;;;4.6;90;4.6;right;1;0.284281421;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
51;1;72;;;;;;-4.6;90;4.6;right;1;1.051919465;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
52;1;72;;;;;;4.6;90;-4.6;left;1;0.701068411;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
53;1;72;;;;;;-4.6;0;4.6;right;0;0.617600856;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
54;1;73;;;;;;-4.6;0;-4.6;left;1;0.401160338;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
55;1;73;;;;;;4.6;90;-4.6;left;1;0.351832386;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
56;1;73;;;;;;4.6;90;-4.6;left;1;0.367251523;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
57;1;72;;;;;;-4.6;0;-4.6;left;1;0.400286157;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
58;1;72;;;;;;4.6;90;-4.6;left;1;0.352548991;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
59;1;72;;;;;;-4.6;90;-4.6;left;1;0.386079141;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
60;1;71;;;;;;-4.6;0;4.6;right;0;0.352017598;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
61;1;72;;;;;;-4.6;0;-4.6;left;1;0.300684314;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
62;1;72;;;;;;-4.6;0;-4.6;left;1;0.31696939;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
63;1;72;;;;;;4.6;0;-4.6;left;0;0.536288935;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
64;1;73;;;;;;4.6;0;-4.6;left;1;0.484071773;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
65;1;73;;;;;;4.6;0;4.6;right;1;0.319530842;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
66;1;73;;;;;;-4.6;90;-4.6;left;1;0.300948557;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
67;1;72;;;;;;-4.6;90;-4.6;left;1;0.317216662;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
68;1;72;;;;;;-4.6;0;4.6;right;1;0.40093246;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
69;1;72;;;;;;4.6;0;4.6;right;1;0.334143191;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
70;1;71;;;;;;-4.6;90;-4.6;left;1;0.43423667;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
71;1;71;;;;;;-4.6;0;4.6;right;0;0.4496752;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
72;1;72;;;;;;-4.6;90;-4.6;left;1;0.317946358;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
73;1;72;;;;;;-4.6;90;4.6;right;1;0.350777842;right;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
74;1;72;;;;;;4.6;0;-4.6;left;1;0.450924654;left;;;;;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;0;1;81;;;;90;-4.6;left;;;;0;1;0.4847045;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;1;1;80;;;;0;-4.6;left;;;;0;1;0.434733154;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;2;1;79;;;;90;4.6;right;;;;0;0;0.40086846;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;3;1;80;;;;0;-4.6;left;;;;180;1;0.334439918;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;4;1;80;;;;90;-4.6;left;;;;180;1;0.286530146;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;5;1;80;;;;0;-4.6;left;;;;180;1;0.284450633;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;6;1;79;;;;0;4.6;right;;;;180;1;0.367638431;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;7;1;79;;;;0;4.6;right;;;;0;1;0.333499313;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;8;1;79;;;;0;-4.6;left;;;;180;1;0.319372781;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;9;1;78;;;;90;-4.6;left;;;;180;1;0.386327868;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;10;1;78;;;;0;-4.6;left;;;;180;1;0.369745096;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;11;1;78;;;;90;4.6;right;;;;0;1;0.30109595;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;12;1;77;;;;0;4.6;right;;;;0;1;0.300280921;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;13;1;77;;;;0;-4.6;left;;;;0;1;0.303537645;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;14;1;77;;;;0;-4.6;left;;;;0;1;0.31759048;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;15;1;76;;;;0;-4.6;left;;;;0;1;0.301062981;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;16;1;76;;;;90;4.6;right;;;;180;1;0.317685995;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;17;1;76;;;;0;4.6;right;;;;180;1;0.434292427;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;18;1;75;;;;0;-4.6;left;;;;0;1;0.334281858;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;19;1;75;;;;0;4.6;right;;;;0;1;0.417803231;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;20;1;75;;;;90;4.6;right;;;;0;1;0.335336887;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;21;1;74;;;;90;4.6;right;;;;180;1;0.300984435;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;22;1;74;;;;0;4.6;right;;;;180;1;0.284193179;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;23;1;74;;;;0;-4.6;left;;;;180;1;0.417459959;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;24;1;73;;;;90;4.6;right;;;;0;1;0.301839222;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;25;1;73;;;;90;-4.6;left;;;;180;1;0.284017664;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;26;1;73;;;;0;-4.6;left;;;;0;1;0.318380297;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;27;1;72;;;;90;-4.6;left;;;;0;1;0.300993648;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;28;1;72;;;;0;4.6;right;;;;0;1;0.319569145;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;29;1;72;;;;0;-4.6;left;;;;180;1;0.300709527;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;30;1;71;;;;90;-4.6;left;;;;180;1;0.367666068;left;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
;;;31;1;71;;;;0;4.6;right;;;;180;1;0.467248032;right;2;265;2019_Apr_05_1612;Flow_exo_post;3.0.5;59.84372461
