Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair3.thisTrialN,Stair3.stepSize,Stair3.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair3.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,-4.6,0,4.6,right,1,0.63452496,right,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,1,1,80,,,,,,,,,,,,-4.6,90,4.6,right,1,0.484148864,right,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,2,1,79,,,,,,,,,,,,4.6,0,4.6,right,1,0.267334044,right,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,3,1,78,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.233433471,left,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,4,1,77,,,,,,,,,,,,4.6,0,-4.6,left,1,0.450965866,left,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,5,1,76,,,,,,,,,,,,-4.6,0,4.6,right,1,0.433307216,right,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,6,1,75,,,,,,,,,,,,-4.6,90,4.6,right,1,0.352244992,right,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,7,1,74,,,,,,,,,,,,-4.6,90,4.6,right,0,0.283928937,left,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,8,1,75,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.384049082,left,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,9,1,75,,,,,,,,,,,,-4.6,0,4.6,right,1,0.416894141,right,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,10,1,75,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.317794601,left,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,11,1,74,,,,,,,,,,,,4.6,0,4.6,right,1,0.283558998,right,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,12,1,74,,,,,,,,,,,,4.6,90,4.6,right,1,0.383733446,right,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,13,1,74,,,,,,,,,,,,4.6,0,-4.6,left,1,0.418166382,left,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,14,1,73,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.35064063,left,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,15,1,73,,,,,,,,,,,,4.6,0,4.6,right,1,0.283575483,right,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,16,1,73,,,,,,,,,,,,-4.6,90,4.6,right,0,0.300026861,left,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
,17,1,74,,,,,,,,,,,,4.6,0,-4.6,left,1,0.501672726,left,,,,,,,,,2,22,2019_Apr_05_1730,Flow_exo_post,3.0.5,59.99115768,
