Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Monday;34.037;;;;;;;;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
0;1;81;;;;;;-4.6;90;4.6;right;1;52.51197221;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
1;1;80;;;;;;-4.6;0;-4.6;left;0;1.536800992;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
2;1;81;;;;;;-4.6;90;-4.6;left;0;3.587412618;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
3;1;82;;;;;;4.6;0;4.6;right;1;4.703680714;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
4;1;82;;;;;;4.6;0;4.6;right;1;0.552353236;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
5;1;82;;;;;;4.6;0;-4.6;left;1;0.601369912;left;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
6;1;81;;;;;;-4.6;0;4.6;right;1;0.617628255;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
7;1;81;;;;;;4.6;90;4.6;right;1;0.485313756;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
8;1;81;;;;;;-4.6;90;4.6;right;1;0.668834044;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
9;1;80;;;;;;4.6;90;4.6;right;1;0.702698302;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
10;1;80;;;;;;-4.6;90;4.6;right;1;0.603581745;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
11;1;80;;;;;;4.6;0;4.6;right;1;0.519218926;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
12;1;79;;;;;;4.6;90;-4.6;left;0;0.602687745;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
13;1;80;;;;;;-4.6;90;-4.6;left;1;0.61918389;left;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
14;1;80;;;;;;4.6;0;-4.6;left;1;0.951825834;left;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
15;1;80;;;;;;-4.6;0;4.6;right;1;0.852561874;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
16;1;79;;;;;;4.6;0;4.6;right;1;0.535321572;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
17;1;79;;;;;;4.6;0;4.6;right;1;0.702802929;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
18;1;79;;;;;;-4.6;0;4.6;right;1;0.635221493;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
19;1;78;;;;;;-4.6;0;4.6;right;1;0.768588561;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
20;1;78;;;;;;-4.6;0;-4.6;left;1;0.502458039;left;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
21;1;78;;;;;;4.6;90;4.6;right;1;0.502650857;right;;;;;1;113;2019_Apr_01_1214;Flow_exo_pre;3.0.6;60.13502333
