Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,180,0,-4.6,left,1,1.901791126,left,,,,,,,,,2,45,2019_Mar_29_1534,Flow_endo_post,3.0.5,60.01175502,
,1,1,80,,,,,,,,,,,,180,0,-4.6,left,1,0.550315588,left,,,,,,,,,2,45,2019_Mar_29_1534,Flow_endo_post,3.0.5,60.01175502,
,2,1,79,,,,,,,,,,,,180,90,-4.6,left,1,0.951908895,left,,,,,,,,,2,45,2019_Mar_29_1534,Flow_endo_post,3.0.5,60.01175502,
,3,1,78,,,,,,,,,,,,180,90,4.6,right,1,0.683919337,right,,,,,,,,,2,45,2019_Mar_29_1534,Flow_endo_post,3.0.5,60.01175502,
,4,1,77,,,,,,,,,,,,0,0,4.6,right,1,0.600946326,right,,,,,,,,,2,45,2019_Mar_29_1534,Flow_endo_post,3.0.5,60.01175502,
,5,1,76,,,,,,,,,,,,180,0,-4.6,left,1,0.667229898,left,,,,,,,,,2,45,2019_Mar_29_1534,Flow_endo_post,3.0.5,60.01175502,
,6,1,75,,,,,,,,,,,,180,90,-4.6,left,1,0.767526528,left,,,,,,,,,2,45,2019_Mar_29_1534,Flow_endo_post,3.0.5,60.01175502,
,7,1,74,,,,,,,,,,,,180,90,-4.6,left,1,1.03408724,left,,,,,,,,,2,45,2019_Mar_29_1534,Flow_endo_post,3.0.5,60.01175502,
,8,1,73,,,,,,,,,,,,0,90,-4.6,left,1,0.817417874,left,,,,,,,,,2,45,2019_Mar_29_1534,Flow_endo_post,3.0.5,60.01175502,
,9,1,72,,,,,,,,,,,,0,90,4.6,right,0,0.734016258,left,,,,,,,,,2,45,2019_Mar_29_1534,Flow_endo_post,3.0.5,60.01175502,
