Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,180,0,4.6,right,1,0.583902275,right,,,,,,,,,2,23,2016_Jan_04_1901,Flow_endo_post,3.0.5,60.1429533,
,1,1,80,,,,,,,,,,,,0,90,-4.6,left,1,0.599196471,left,,,,,,,,,2,23,2016_Jan_04_1901,Flow_endo_post,3.0.5,60.1429533,
,2,1,79,,,,,,,,,,,,0,0,-4.6,left,1,0.450604639,left,,,,,,,,,2,23,2016_Jan_04_1901,Flow_endo_post,3.0.5,60.1429533,
,3,1,78,,,,,,,,,,,,0,0,4.6,right,1,0.417583466,right,,,,,,,,,2,23,2016_Jan_04_1901,Flow_endo_post,3.0.5,60.1429533,
,4,1,77,,,,,,,,,,,,0,0,4.6,right,1,0.38433094,right,,,,,,,,,2,23,2016_Jan_04_1901,Flow_endo_post,3.0.5,60.1429533,
,5,1,76,,,,,,,,,,,,180,90,-4.6,left,1,0.367722903,left,,,,,,,,,2,23,2016_Jan_04_1901,Flow_endo_post,3.0.5,60.1429533,
,6,1,75,,,,,,,,,,,,180,0,-4.6,left,1,0.417450824,left,,,,,,,,,2,23,2016_Jan_04_1901,Flow_endo_post,3.0.5,60.1429533,
,7,1,74,,,,,,,,,,,,0,90,4.6,right,1,0.384319948,right,,,,,,,,,2,23,2016_Jan_04_1901,Flow_endo_post,3.0.5,60.1429533,
,8,1,73,,,,,,,,,,,,180,0,4.6,right,1,0.500719553,right,,,,,,,,,2,23,2016_Jan_04_1901,Flow_endo_post,3.0.5,60.1429533,
,9,1,72,,,,,,,,,,,,180,90,-4.6,left,1,0.898481215,left,,,,,,,,,2,23,2016_Jan_04_1901,Flow_endo_post,3.0.5,60.1429533,
,10,1,71,,,,,,,,,,,,0,0,-4.6,left,1,0.615822303,left,,,,,,,,,2,23,2016_Jan_04_1901,Flow_endo_post,3.0.5,60.1429533,
,11,1,70,,,,,,,,,,,,0,0,4.6,right,1,0.616762852,right,,,,,,,,,2,23,2016_Jan_04_1901,Flow_endo_post,3.0.5,60.1429533,
