Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair3.thisTrialN,Stair3.stepSize,Stair3.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair3.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,4.6,0,-4.6,left,1,1.458616127,left,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,1,1,80,,,,,,,,,,,,4.6,90,4.6,right,1,1.407271433,right,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,2,1,79,,,,,,,,,,,,-4.6,0,4.6,right,1,1.891226945,right,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,3,1,78,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.323144019,left,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,4,1,77,,,,,,,,,,,,-4.6,0,4.6,right,1,1.340022215,right,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,5,1,76,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.356369963,left,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,6,1,75,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.323175206,left,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,7,1,74,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.340442831,left,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,8,1,73,,,,,,,,,,,,-4.6,0,4.6,right,1,1.323424155,right,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,9,1,72,,,,,,,,,,,,4.6,0,4.6,right,1,1.340078478,right,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,10,1,71,,,,,,,,,,,,4.6,0,4.6,right,1,1.307708379,right,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,11,1,70,,,,,,,,,,,,-4.6,0,4.6,right,1,1.406634967,right,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,12,1,69,,,,,,,,,,,,4.6,90,-4.6,left,1,1.307138809,left,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,13,1,68,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.338800767,left,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,14,1,67,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.391213895,left,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,15,1,66,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.473879098,left,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,16,1,65,,,,,,,,,,,,-4.6,0,4.6,right,1,1.248734646,right,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,17,1,65,,,,,,,,,,,,4.6,90,4.6,right,1,1.825276985,right,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,18,1,65,,,,,,,,,,,,4.6,0,-4.6,left,0,1.690436956,right,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
,19,1,66,,,,,,,,,,,,4.6,90,-4.6,left,1,1.473232268,left,,,,,,,,,3,152,2019_Apr_10_1608,Flow_exo_post,3.0.5,None,
