Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,180,0,-4.6,left,1,1.914129244,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,1,1,80,,,,,,,,,,,,0,90,-4.6,left,1,0.633649509,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,2,1,79,,,,,,,,,,,,180,90,4.6,right,1,0.550486605,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,3,1,78,,,,,,,,,,,,180,90,-4.6,left,1,0.450842906,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,4,1,77,,,,,,,,,,,,0,90,4.6,right,1,0.483974938,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,5,1,76,,,,,,,,,,,,180,0,4.6,right,1,0.483714767,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,6,1,75,,,,,,,,,,,,180,90,-4.6,left,1,0.500516616,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,7,1,74,,,,,,,,,,,,0,90,4.6,right,1,0.43291415,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,8,1,73,,,,,,,,,,,,180,90,4.6,right,1,0.517208226,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,9,1,72,,,,,,,,,,,,180,0,-4.6,left,1,0.450853882,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,10,1,71,,,,,,,,,,,,180,90,4.6,right,1,0.500411582,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,11,1,70,,,,,,,,,,,,180,0,4.6,right,1,0.467481636,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,12,1,69,,,,,,,,,,,,0,90,-4.6,left,1,0.550555764,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,13,1,68,,,,,,,,,,,,0,90,4.6,right,1,0.517242416,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,14,1,67,,,,,,,,,,,,180,0,-4.6,left,0,0.615918866,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,15,1,68,,,,,,,,,,,,180,0,-4.6,left,1,0.517226663,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,16,1,68,,,,,,,,,,,,0,90,4.6,right,1,0.467470918,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,17,1,68,,,,,,,,,,,,0,0,4.6,right,1,0.517375382,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,18,1,67,,,,,,,,,,,,180,0,-4.6,left,1,0.533736971,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,19,1,67,,,,,,,,,,,,180,90,4.6,right,1,0.533668791,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,20,1,67,,,,,,,,,,,,180,90,4.6,right,1,0.532695749,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,21,1,66,,,,,,,,,,,,180,90,-4.6,left,0,0.517230235,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,22,1,67,,,,,,,,,,,,0,0,-4.6,left,1,0.484103337,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,23,1,67,,,,,,,,,,,,180,90,-4.6,left,1,0.384039185,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,24,1,67,,,,,,,,,,,,180,90,-4.6,left,1,0.450841086,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,25,1,66,,,,,,,,,,,,180,90,-4.6,left,1,0.449265249,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,26,1,66,,,,,,,,,,,,180,0,4.6,right,0,0.549323654,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,27,1,67,,,,,,,,,,,,180,90,4.6,right,1,0.816652636,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,28,1,67,,,,,,,,,,,,0,90,-4.6,left,1,1.7985547,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,29,1,67,,,,,,,,,,,,0,90,-4.6,left,0,1.614468179,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,30,1,68,,,,,,,,,,,,0,90,4.6,right,1,0.484095612,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,31,1,68,,,,,,,,,,,,0,0,-4.6,left,1,1.215583991,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,32,1,68,,,,,,,,,,,,180,90,-4.6,left,1,0.750014987,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,33,1,67,,,,,,,,,,,,0,90,-4.6,left,1,0.533849164,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,34,1,67,,,,,,,,,,,,180,0,4.6,right,1,0.517361584,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,35,1,67,,,,,,,,,,,,0,0,-4.6,left,0,1.448203247,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,36,1,68,,,,,,,,,,,,180,0,4.6,right,1,0.68350344,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,37,1,68,,,,,,,,,,,,0,0,4.6,right,1,0.467268058,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,38,1,68,,,,,,,,,,,,180,0,-4.6,left,1,0.833290314,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,39,1,67,,,,,,,,,,,,0,90,4.6,right,1,0.450712046,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,40,1,67,,,,,,,,,,,,180,90,4.6,right,0,0.48409971,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,41,1,68,,,,,,,,,,,,0,0,4.6,right,1,0.334119873,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,42,1,68,,,,,,,,,,,,180,90,-4.6,left,1,0.33460156,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,43,1,68,,,,,,,,,,,,0,90,-4.6,left,0,0.484099198,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,44,1,69,,,,,,,,,,,,0,90,-4.6,left,1,0.53364039,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,45,1,69,,,,,,,,,,,,180,90,4.6,right,1,0.482810145,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,46,1,69,,,,,,,,,,,,180,90,4.6,right,0,0.467211489,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,47,1,70,,,,,,,,,,,,180,0,4.6,right,1,0.434228662,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,48,1,70,,,,,,,,,,,,0,90,-4.6,left,1,0.649112699,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,49,1,70,,,,,,,,,,,,0,0,4.6,right,1,0.450854049,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,50,1,69,,,,,,,,,,,,0,90,-4.6,left,0,0.450873014,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,51,1,70,,,,,,,,,,,,180,0,-4.6,left,1,0.434218846,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,52,1,70,,,,,,,,,,,,180,90,-4.6,left,1,0.400954902,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,53,1,70,,,,,,,,,,,,180,90,-4.6,left,1,0.683499556,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,54,1,69,,,,,,,,,,,,0,0,-4.6,left,1,0.46747581,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,55,1,69,,,,,,,,,,,,0,0,4.6,right,1,0.366415571,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,56,1,69,,,,,,,,,,,,0,90,4.6,right,1,0.434017834,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,57,1,68,,,,,,,,,,,,0,0,-4.6,left,1,0.434214735,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,58,1,68,,,,,,,,,,,,0,0,4.6,right,1,0.367674821,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,59,1,68,,,,,,,,,,,,0,90,4.6,right,0,0.600497646,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,60,1,69,,,,,,,,,,,,0,90,-4.6,left,0,0.432908171,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,61,1,70,,,,,,,,,,,,180,90,4.6,right,0,0.433893206,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,62,1,71,,,,,,,,,,,,180,0,-4.6,left,1,0.450853022,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,63,1,71,,,,,,,,,,,,0,0,4.6,right,1,0.384209777,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,64,1,71,,,,,,,,,,,,0,90,4.6,right,0,0.583757598,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,65,1,72,,,,,,,,,,,,0,0,4.6,right,1,0.432929004,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,66,1,72,,,,,,,,,,,,180,90,-4.6,left,1,0.400934926,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,67,1,72,,,,,,,,,,,,0,90,-4.6,left,0,0.716793154,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,68,1,73,,,,,,,,,,,,180,0,4.6,right,1,0.949596774,right,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,69,1,73,,,,,,,,,,,,180,90,-4.6,left,1,0.350780111,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,70,1,73,,,,,,,,,,,,180,90,-4.6,left,1,0.384082618,left,,,,,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,0,1,81,,,,,,,,,,0,-4.6,left,,,,-4.6,1,0.799767193,left,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,1,1,80,,,,,,,,,,90,4.6,right,,,,4.6,1,0.566951458,right,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,2,1,79,,,,,,,,,,90,-4.6,left,,,,-4.6,1,0.533867472,left,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,3,1,78,,,,,,,,,,0,4.6,right,,,,4.6,1,0.600677232,right,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,4,1,77,,,,,,,,,,0,4.6,right,,,,-4.6,1,0.582574563,right,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,5,1,76,,,,,,,,,,90,-4.6,left,,,,-4.6,1,0.48410063,left,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,6,1,75,,,,,,,,,,0,-4.6,left,,,,-4.6,1,0.417457749,left,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,7,1,74,,,,,,,,,,90,4.6,right,,,,4.6,1,0.500728817,right,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,8,1,73,,,,,,,,,,0,-4.6,left,,,,4.6,1,0.567200263,left,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,9,1,72,,,,,,,,,,90,4.6,right,,,,4.6,1,0.334455502,right,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,10,1,71,,,,,,,,,,0,4.6,right,,,,4.6,1,0.400646492,right,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,11,1,70,,,,,,,,,,0,-4.6,left,,,,-4.6,1,0.467428449,left,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,12,1,69,,,,,,,,,,90,-4.6,left,,,,-4.6,1,0.831990826,left,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,13,1,68,,,,,,,,,,0,4.6,right,,,,-4.6,0,0.617255072,left,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,14,1,69,,,,,,,,,,90,-4.6,left,,,,4.6,0,1.265591285,right,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,15,1,70,,,,,,,,,,0,-4.6,left,,,,4.6,1,0.51607028,left,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,16,1,70,,,,,,,,,,0,4.6,right,,,,4.6,1,0.484091005,right,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
,,,,17,1,70,,,,,,,,,,90,4.6,right,,,,-4.6,0,0.566863301,left,,,,,2,15,2016_Jan_04_1736,Flow_endo_post,3.0.5,60.12980341,
