Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.386856781,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,1,1,80,,,,,,,,,,,,4.6,0,-4.6,left,1,0.469091442,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,2,1,79,,,,,,,,,,,,4.6,90,4.6,right,1,0.334669749,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,3,1,78,,,,,,,,,,,,4.6,0,4.6,right,1,0.286220014,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,4,1,77,,,,,,,,,,,,4.6,0,4.6,right,1,0.252002996,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,5,1,76,,,,,,,,,,,,-4.6,90,4.6,right,1,0.469091212,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,6,1,75,,,,,,,,,,,,4.6,90,4.6,right,1,0.301794768,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,7,1,74,,,,,,,,,,,,-4.6,0,4.6,right,1,0.41946835,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,8,1,73,,,,,,,,,,,,4.6,90,4.6,right,1,0.319548147,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,9,1,72,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.352525081,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,10,1,71,,,,,,,,,,,,-4.6,0,4.6,right,1,0.652963282,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,11,1,70,,,,,,,,,,,,-4.6,0,4.6,right,0,0.402905458,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,12,1,71,,,,,,,,,,,,-4.6,0,4.6,right,0,0.50133447,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,13,1,72,,,,,,,,,,,,4.6,90,-4.6,left,1,0.585606302,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,14,1,72,,,,,,,,,,,,-4.6,0,4.6,right,1,0.668737316,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,15,1,72,,,,,,,,,,,,4.6,90,-4.6,left,0,1.019169945,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,16,1,73,,,,,,,,,,,,-4.6,0,4.6,right,1,0.769178635,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,17,1,73,,,,,,,,,,,,-4.6,90,4.6,right,1,0.619217835,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,18,1,73,,,,,,,,,,,,4.6,0,-4.6,left,1,0.73551457,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,19,1,72,,,,,,,,,,,,4.6,0,-4.6,left,1,0.701967736,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,20,1,72,,,,,,,,,,,,4.6,0,-4.6,left,1,0.784947222,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,21,1,72,,,,,,,,,,,,4.6,90,-4.6,left,1,0.585865945,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,22,1,71,,,,,,,,,,,,4.6,0,-4.6,left,1,0.638174841,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,23,1,71,,,,,,,,,,,,4.6,90,-4.6,left,1,0.53559428,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,24,1,71,,,,,,,,,,,,4.6,0,-4.6,left,1,0.785604932,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,25,1,70,,,,,,,,,,,,-4.6,90,4.6,right,0,3.455377376,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,26,1,71,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.484534156,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,27,1,71,,,,,,,,,,,,4.6,90,4.6,right,1,0.85293313,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,28,1,71,,,,,,,,,,,,4.6,0,4.6,right,1,0.735762767,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,29,1,70,,,,,,,,,,,,4.6,0,4.6,right,1,0.436812596,right,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
,30,1,70,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.635102483,left,,,,,,,,,1,53,2019_Mar_27_1554,Flow_exo_post,3.0.6,59.90536821,
