Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,180,90,4.6,right,1,0.4189914,right,,,,,,,,,1,2,2019_Mar_13_2030,Flow_endo_post,3.0.5,60.33007792,
,1,1,80,,,,,,,,,,,,180,0,4.6,right,1,0.5183048,right,,,,,,,,,1,2,2019_Mar_13_2030,Flow_endo_post,3.0.5,60.33007792,
,2,1,79,,,,,,,,,,,,0,0,-4.6,left,1,0.3849069,left,,,,,,,,,1,2,2019_Mar_13_2030,Flow_endo_post,3.0.5,60.33007792,
,3,1,78,,,,,,,,,,,,0,90,4.6,right,1,0.3677632,right,,,,,,,,,1,2,2019_Mar_13_2030,Flow_endo_post,3.0.5,60.33007792,
,4,1,77,,,,,,,,,,,,180,0,-4.6,left,1,0.3344493,left,,,,,,,,,1,2,2019_Mar_13_2030,Flow_endo_post,3.0.5,60.33007792,
,5,1,76,,,,,,,,,,,,180,90,-4.6,left,1,0.3340449,left,,,,,,,,,1,2,2019_Mar_13_2030,Flow_endo_post,3.0.5,60.33007792,
,6,1,75,,,,,,,,,,,,180,0,4.6,right,1,0.4185291,right,,,,,,,,,1,2,2019_Mar_13_2030,Flow_endo_post,3.0.5,60.33007792,
,7,1,74,,,,,,,,,,,,0,0,-4.6,left,1,0.4164367,left,,,,,,,,,1,2,2019_Mar_13_2030,Flow_endo_post,3.0.5,60.33007792,
,8,1,73,,,,,,,,,,,,0,0,4.6,right,1,0.4350033,right,,,,,,,,,1,2,2019_Mar_13_2030,Flow_endo_post,3.0.5,60.33007792,
,9,1,72,,,,,,,,,,,,180,90,4.6,right,0,0.4516119,left,,,,,,,,,1,2,2019_Mar_13_2030,Flow_endo_post,3.0.5,60.33007792,
,10,1,73,,,,,,,,,,,,180,90,4.6,right,0,0.568675,left,,,,,,,,,1,2,2019_Mar_13_2030,Flow_endo_post,3.0.5,60.33007792,
