Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;0;90;-4.6;left;1;0.673091985;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
1;1;80;;;;180;90;4.6;right;1;0.637021462;right;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
2;1;79;;;;0;0;-4.6;left;1;0.68502986;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
3;1;78;;;;180;90;4.6;right;1;0.658115416;right;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
4;1;77;;;;0;90;4.6;right;1;0.702143797;right;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
5;1;76;;;;180;90;-4.6;left;1;0.791090613;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
6;1;75;;;;0;0;-4.6;left;1;0.858556156;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
7;1;74;;;;180;90;4.6;right;1;0.755955438;right;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
8;1;73;;;;180;90;4.6;right;1;0.753272109;right;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
9;1;72;;;;180;0;-4.6;left;1;0.671123501;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
10;1;71;;;;0;90;4.6;right;1;1.424167154;right;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
11;1;70;;;;0;90;-4.6;left;1;1.44041188;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
12;1;69;;;;180;90;-4.6;left;1;1.792328126;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
13;1;68;;;;180;0;4.6;right;1;1.808577367;right;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
14;1;67;;;;0;0;-4.6;left;1;1.691287136;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
15;1;66;;;;180;90;-4.6;left;1;1.77516012;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
16;1;65;;;;0;0;-4.6;left;1;2.642202828;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
17;1;65;;;;0;0;4.6;right;1;1.875822648;right;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
18;1;65;;;;0;0;-4.6;left;0;2.359011019;right;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
19;1;66;;;;0;0;-4.6;left;1;1.957871311;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
20;1;66;;;;180;90;-4.6;left;0;2.609675741;right;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
21;1;67;;;;180;0;-4.6;left;1;1.717965908;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
22;1;67;;;;180;90;-4.6;left;1;1.54137278;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
23;1;67;;;;180;90;-4.6;left;1;1.57386549;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
24;1;66;;;;0;0;4.6;right;0;1.358995951;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
25;1;67;;;;180;90;-4.6;left;1;1.105828941;left;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
26;1;67;;;;0;90;4.6;right;1;1.608111818;right;;;;;;;2;3;2019_Mar_27_1752;Flow_endo_pre;3.0.5;59.3879176
