Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,180,90,4.6,right,1,0.402935584,right,,,,,,,,,3,53,2019_Apr_01_1608,Flow_endo_post,3.0.6,60.08564608,
,1,1,80,,,,,,,,,,,,180,0,4.6,right,1,0.319121694,right,,,,,,,,,3,53,2019_Apr_01_1608,Flow_endo_post,3.0.6,60.08564608,
,2,1,79,,,,,,,,,,,,180,90,4.6,right,1,0.352516581,right,,,,,,,,,3,53,2019_Apr_01_1608,Flow_endo_post,3.0.6,60.08564608,
,3,1,78,,,,,,,,,,,,0,90,4.6,right,1,1.098302893,right,,,,,,,,,3,53,2019_Apr_01_1608,Flow_endo_post,3.0.6,60.08564608,
,4,1,77,,,,,,,,,,,,180,0,-4.6,left,0,1.099484475,right,,,,,,,,,3,53,2019_Apr_01_1608,Flow_endo_post,3.0.6,60.08564608,
,5,1,78,,,,,,,,,,,,0,90,-4.6,left,0,1.097021377,right,,,,,,,,,3,53,2019_Apr_01_1608,Flow_endo_post,3.0.6,60.08564608,
,6,1,79,,,,,,,,,,,,0,0,4.6,right,1,0.918464391,right,,,,,,,,,3,53,2019_Apr_01_1608,Flow_endo_post,3.0.6,60.08564608,
,7,1,79,,,,,,,,,,,,0,0,-4.6,left,1,0.451930978,left,,,,,,,,,3,53,2019_Apr_01_1608,Flow_endo_post,3.0.6,60.08564608,
,8,1,79,,,,,,,,,,,,180,90,4.6,right,1,0.435215195,right,,,,,,,,,3,53,2019_Apr_01_1608,Flow_endo_post,3.0.6,60.08564608,
,9,1,78,,,,,,,,,,,,180,0,4.6,right,1,0.535395094,right,,,,,,,,,3,53,2019_Apr_01_1608,Flow_endo_post,3.0.6,60.08564608,
