Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Monday;293.889;;;;;;;;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
0;1;81;;;;;;-4.6;0;-4.6;left;1;0.969335064;left;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
1;1;80;;;;;;-4.6;0;-4.6;left;1;0.819284724;left;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
2;1;79;;;;;;4.6;90;4.6;right;1;0.686657523;right;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
3;1;78;;;;;;4.6;0;4.6;right;1;0.587202511;right;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
4;1;77;;;;;;-4.6;0;-4.6;left;1;1.067867044;left;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
5;1;76;;;;;;4.6;0;-4.6;left;1;0.951369717;left;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
6;1;75;;;;;;4.6;0;-4.6;left;1;0.686606099;left;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
7;1;74;;;;;;-4.6;90;-4.6;left;1;0.753409416;left;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
8;1;73;;;;;;-4.6;0;4.6;right;1;1.519690123;right;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
9;1;72;;;;;;4.6;0;4.6;right;1;0.587153734;right;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
10;1;71;;;;;;-4.6;90;-4.6;left;1;0.536620634;left;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
11;1;70;;;;;;-4.6;0;-4.6;left;1;0.535761984;left;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
12;1;69;;;;;;4.6;0;4.6;right;1;0.535721461;right;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
13;1;68;;;;;;4.6;0;4.6;right;1;0.469371431;right;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
14;1;67;;;;;;4.6;0;-4.6;left;1;0.986827901;left;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
15;1;66;;;;;;-4.6;0;-4.6;left;1;0.68820842;left;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
16;1;65;;;;;;-4.6;0;4.6;right;0;1.03499969;left;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
17;1;66;;;;;;4.6;0;-4.6;left;0;0.602771027;right;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
18;1;67;;;;;;-4.6;0;4.6;right;0;0.567677201;left;;;;;1;5;2019_Mar_27_1328;Flow_exo_pre;3.0.6;60.04773098
