Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;0;0;4.6;right;1;1.4040084;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
1;1;80;;;;180;0;4.6;right;1;0.6514406;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
2;1;79;;;;180;90;-4.6;left;1;0.7354109;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
3;1;78;;;;0;90;-4.6;left;1;0.6684018;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
4;1;77;;;;180;0;4.6;right;1;0.5346372;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
5;1;76;;;;180;0;4.6;right;1;0.584647;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
6;1;75;;;;0;90;4.6;right;1;0.9514905;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
7;1;74;;;;0;0;4.6;right;1;0.9185513;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
8;1;73;;;;0;0;4.6;right;1;0.9353544;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
9;1;72;;;;180;0;-4.6;left;1;0.6181787;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
10;1;71;;;;0;0;-4.6;left;1;0.451133;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
11;1;70;;;;180;90;-4.6;left;0;0.5347897;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
12;1;71;;;;180;90;4.6;right;1;0.635191;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
13;1;71;;;;0;90;4.6;right;1;0.6848502;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
14;1;71;;;;180;0;-4.6;left;1;0.7013514;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
15;1;70;;;;180;90;-4.6;left;1;1.4025079;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
16;1;70;;;;180;90;4.6;right;1;0.7357706;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
17;1;70;;;;180;0;4.6;right;1;0.5514566;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
18;1;69;;;;180;0;4.6;right;1;0.5517634;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
19;1;69;;;;180;0;-4.6;left;1;0.6848215;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
20;1;69;;;;180;0;4.6;right;1;0.5518023;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
21;1;68;;;;180;90;-4.6;left;0;0.5018456;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
22;1;69;;;;0;90;-4.6;left;1;0.517587;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
23;1;69;;;;180;0;4.6;right;1;0.4524538;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
24;1;69;;;;180;0;-4.6;left;1;0.4851173;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
25;1;68;;;;0;90;-4.6;left;1;1.3521145;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
26;1;68;;;;0;90;-4.6;left;1;0.518192;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
27;1;68;;;;180;0;4.6;right;1;0.451932;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
28;1;67;;;;0;90;-4.6;left;1;0.484992;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
29;1;67;;;;180;0;4.6;right;1;0.6180874;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
30;1;67;;;;0;90;-4.6;left;1;0.501581;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
31;1;66;;;;0;0;-4.6;left;0;1.2356904;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
32;1;67;;;;180;0;-4.6;left;0;1.0981282;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
33;1;68;;;;180;0;4.6;right;0;1.1003641;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
34;1;69;;;;180;90;-4.6;left;1;1.3855038;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
35;1;69;;;;180;0;4.6;right;1;0.4848219;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
36;1;69;;;;0;90;4.6;right;1;1.0525257;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
37;1;68;;;;180;0;-4.6;left;0;1.5362205;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
38;1;69;;;;180;90;4.6;right;1;0.5515303;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
39;1;69;;;;0;90;-4.6;left;1;0.6007465;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
40;1;69;;;;180;0;4.6;right;1;0.618621;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
41;1;68;;;;0;0;4.6;right;1;0.7019426;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
42;1;68;;;;180;90;-4.6;left;1;0.7682128;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
43;1;68;;;;180;90;-4.6;left;0;0.518458;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
44;1;69;;;;0;0;4.6;right;1;0.518388;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
45;1;69;;;;180;90;4.6;right;1;0.5518504;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
46;1;69;;;;0;90;4.6;right;0;0.6347791;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
47;1;70;;;;180;0;-4.6;left;1;0.6348056;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
48;1;70;;;;180;90;-4.6;left;1;1.7363818;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
49;1;70;;;;180;90;4.6;right;1;0.7182933;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
50;1;69;;;;180;90;-4.6;left;1;0.8350055;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
51;1;69;;;;0;0;4.6;right;1;0.5015809;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
52;1;69;;;;0;0;4.6;right;1;0.6517646;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
53;1;68;;;;0;90;-4.6;left;0;0.7849266;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
54;1;69;;;;180;90;4.6;right;1;0.9189911;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
55;1;69;;;;180;0;-4.6;left;1;0.6346873;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
56;1;69;;;;180;0;-4.6;left;1;1.1018358;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
57;1;68;;;;180;0;-4.6;left;1;0.6178449;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
58;1;68;;;;0;0;-4.6;left;1;0.5359976;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
59;1;68;;;;0;90;4.6;right;1;0.91847;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
60;1;67;;;;0;90;4.6;right;1;1.051784;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
61;1;67;;;;180;0;4.6;right;1;0.4845633;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
62;1;67;;;;180;90;4.6;right;1;0.9509518;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
63;1;66;;;;0;90;4.6;right;1;1.3693393;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
64;1;66;;;;180;0;-4.6;left;0;0.4514227;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
65;1;67;;;;180;0;-4.6;left;1;0.7016063;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
66;1;67;;;;0;90;-4.6;left;1;0.651831;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
67;1;67;;;;0;90;-4.6;left;0;0.9008755;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
68;1;68;;;;0;0;-4.6;left;1;0.6015998;left;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
69;1;68;;;;0;90;4.6;right;1;0.7514249;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
70;1;68;;;;0;0;4.6;right;1;0.7349716;right;;;;;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;0;1;81;;0;-4.6;left;;;;-4.6;1;0.7678684;left;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;1;1;80;;90;4.6;right;;;;-4.6;1;0.7846923;right;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;2;1;79;;90;4.6;right;;;;4.6;1;0.5352867;right;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;3;1;78;;90;-4.6;left;;;;4.6;1;0.7011827;left;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;4;1;77;;90;4.6;right;;;;4.6;1;0.4851125;right;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;5;1;76;;90;-4.6;left;;;;4.6;1;0.600971;left;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;6;1;75;;0;4.6;right;;;;-4.6;1;0.5019098;right;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;7;1;74;;0;-4.6;left;;;;-4.6;1;0.4840662;left;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;8;1;73;;90;-4.6;left;;;;-4.6;1;0.9188546;left;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;9;1;72;;90;-4.6;left;;;;-4.6;1;0.4347392;left;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;10;1;71;;90;4.6;right;;;;4.6;1;0.4847371;right;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;11;1;70;;0;-4.6;left;;;;4.6;1;0.7685145;left;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;12;1;69;;90;-4.6;left;;;;-4.6;1;0.4178476;left;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;13;1;68;;90;-4.6;left;;;;4.6;0;0.5012209;right;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;14;1;69;;90;-4.6;left;;;;-4.6;1;0.3511846;left;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;15;1;69;;90;4.6;right;;;;-4.6;1;0.801916;right;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;16;1;69;;0;4.6;right;;;;4.6;1;0.4011253;right;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;17;1;68;;90;4.6;right;;;;-4.6;0;0.4859399;left;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;18;1;69;;0;4.6;right;;;;4.6;1;0.3848628;right;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;19;1;69;;90;-4.6;left;;;;4.6;0;0.4351718;right;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;20;1;70;;90;4.6;right;;;;4.6;1;0.3678031;right;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
;;;21;1;70;;0;4.6;right;;;;4.6;1;0.31818;right;;;2;131;2019_Apr_08_1143;Flow_endo_pre;3.0.5;59.65462359
