Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,Time_pas_Ans.response,Time_pas_Ans.rt,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,Session,Participant,date,expName,psychopyVersion,frameRate,
78,1,69,,,,,,-4.6,0,4.6,right,0,0.8831493780007804,left,,,,,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
79,1,70,,,,,,-4.6,0,-4.6,left,1,0.7499877730006119,left,,,,,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
80,1,70,,,,,,-4.6,0,4.6,right,1,1.1158107840001321,right,,,,,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
81,1,70,,,,,,-4.6,90,4.6,right,0,0.6004718679996586,left,,,,,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
82,1,71,,,,,,-4.6,0,4.6,right,1,0.7501211409999087,right,,,,,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
83,1,71,,,,,,-4.6,0,-4.6,left,1,0.5003867030000038,left,,,,,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
84,1,71,,,,,,4.6,0,4.6,right,1,0.5672260290002669,right,,,,,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,0,1,81,,,,0,4.6,right,,,,180,1,3.7417830530002902,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,1,1,80,,,,90,-4.6,left,,,,180,1,1.2820804100001624,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,2,1,79,,,,0,-4.6,left,,,,180,1,1.0826065049996032,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,3,1,78,,,,0,4.6,right,,,,180,1,0.650356412000292,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,4,1,77,,,,90,4.6,right,,,,180,1,0.8665048020002359,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,5,1,76,,,,90,-4.6,left,,,,180,1,0.9661568389992681,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,6,1,75,,,,90,4.6,right,,,,0,1,1.0990502450003987,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,7,1,74,,,,0,4.6,right,,,,180,1,0.6503452380002273,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,8,1,73,,,,0,4.6,right,,,,180,1,0.6158249899999646,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,9,1,72,,,,0,4.6,right,,,,180,1,0.5338433059996532,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,10,1,71,,,,90,4.6,right,,,,0,0,1.6964318720001756,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,11,1,72,,,,0,-4.6,left,,,,0,1,0.700105715999598,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,12,1,72,,,,90,4.6,right,,,,180,0,1.4317297779998626,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,13,1,73,,,,90,4.6,right,,,,0,1,0.6490672640002231,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,14,1,73,,,,0,-4.6,left,,,,180,1,0.6668584669996562,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,15,1,73,,,,0,-4.6,left,,,,180,1,0.6336254779998853,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,16,1,72,,,,0,4.6,right,,,,180,1,0.7332307710003079,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,17,1,72,,,,0,-4.6,left,,,,180,1,0.6335295280005084,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,18,1,72,,,,90,4.6,right,,,,180,1,2.1954241189996537,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,19,1,71,,,,0,-4.6,left,,,,180,1,0.6337257719997069,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,20,1,71,,,,0,-4.6,left,,,,0,1,0.6502504509999198,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,21,1,71,,,,0,-4.6,left,,,,180,1,0.5672191089997796,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,22,1,70,,,,0,-4.6,left,,,,180,1,0.6004642090001653,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,23,1,70,,,,0,-4.6,left,,,,180,1,0.5505947940000624,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,24,1,70,,,,90,-4.6,left,,,,180,1,1.0493213739991916,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,25,1,69,,,,0,4.6,right,,,,0,1,0.5838545659998999,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,26,1,69,,,,0,-4.6,left,,,,0,1,0.7664282219993765,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,27,1,69,,,,90,4.6,right,,,,180,1,0.6337274549996437,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,28,1,68,,,,90,4.6,right,,,,180,0,1.0481425090001721,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,29,1,69,,,,0,4.6,right,,,,180,1,2.2966682679998485,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,30,1,69,,,,0,4.6,right,,,,0,1,0.6002752630001851,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,31,1,69,,,,0,4.6,right,,,,0,1,2.261923002000003,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,32,1,68,,,,0,-4.6,left,,,,0,1,1.1158978040002694,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,33,1,68,,,,90,-4.6,left,,,,180,1,1.0493973410002582,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,34,1,68,,,,0,-4.6,left,,,,0,1,1.0660319349999554,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,35,1,67,,,,0,4.6,right,,,,0,1,0.6170804949997546,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,36,1,67,,,,0,4.6,right,,,,180,1,0.5837112710005385,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,37,1,67,,,,90,-4.6,left,,,,0,0,0.8496911519996502,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,38,1,68,,,,90,-4.6,left,,,,180,0,1.7631035730000804,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,39,1,69,,,,90,-4.6,left,,,,0,0,0.9816146640005172,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,40,1,70,,,,0,4.6,right,,,,0,1,1.8794765149996238,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,41,1,70,,,,0,4.6,right,,,,180,1,0.6503687510003147,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,42,1,70,,,,0,4.6,right,,,,180,1,1.5481341429995155,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,43,1,69,,,,90,-4.6,left,,,,180,0,0.7666323369994643,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,44,1,70,,,,0,4.6,right,,,,180,1,0.48393030099941825,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,45,1,70,,,,90,-4.6,left,,,,180,1,1.1325538159999269,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,46,1,70,,,,90,4.6,right,,,,0,0,0.7501056470000549,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,47,1,71,,,,90,-4.6,left,,,,180,1,1.8305718130004607,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,48,1,71,,,,0,-4.6,left,,,,180,1,0.6502804159999869,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,49,1,71,,,,90,4.6,right,,,,180,1,0.783372249000422,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,50,1,70,,,,0,-4.6,left,,,,180,1,0.6668951889996606,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,51,1,70,,,,90,-4.6,left,,,,0,1,1.3806771610006763,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,52,1,70,,,,0,4.6,right,,,,180,1,0.7501458010001443,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,53,1,69,,,,0,4.6,right,,,,0,1,0.5504326579994085,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,54,1,69,,,,0,-4.6,left,,,,180,1,1.1325716649998867,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,55,1,69,,,,0,-4.6,left,,,,0,1,0.5670894559998487,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,56,1,68,,,,90,-4.6,left,,,,0,0,1.032383108000431,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,57,1,69,,,,90,4.6,right,,,,180,0,2.129883553999207,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,58,1,70,,,,90,-4.6,left,,,,180,1,1.2665118599998095,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,59,1,70,,,,90,-4.6,left,,,,0,1,0.7666421109997827,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,60,1,70,,,,0,4.6,right,,,,180,1,0.6169870920002722,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,61,1,69,,,,0,-4.6,left,,,,0,1,0.6505272009999317,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,62,1,69,,,,0,4.6,right,,,,180,1,0.48393122699962987,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,63,1,69,,,,90,4.6,right,,,,0,0,1.398681095000029,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,64,1,70,,,,0,4.6,right,,,,0,1,0.49942938500043965,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,65,1,70,,,,0,-4.6,left,,,,180,1,0.6337268409997705,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,66,1,70,,,,0,4.6,right,,,,0,1,0.5007155389994296,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,67,1,69,,,,0,-4.6,left,,,,0,1,0.5339621860002808,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,68,1,69,,,,0,-4.6,left,,,,0,1,0.5337561509995794,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,69,1,69,,,,0,-4.6,left,,,,180,1,1.1491698589998123,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,70,1,68,,,,0,4.6,right,,,,180,1,0.6501716960001431,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,71,1,68,,,,0,-4.6,left,,,,0,1,0.56695249600034,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,72,1,68,,,,0,-4.6,left,,,,180,1,6.569733423999423,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,73,1,67,,,,90,-4.6,left,,,,0,0,0.6668569079993176,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,74,1,68,,,,90,4.6,right,,,,180,0,0.7334919529994295,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,75,1,69,,,,0,4.6,right,,,,180,1,0.8832972119998885,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,76,1,69,,,,0,4.6,right,,,,180,1,0.7000817709995317,right,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
,,,77,1,69,,,,0,-4.6,left,,,,0,1,0.5505986079997456,left,001,27,2016_Jan_02_1718,Flow_exo_pre,3.0.5,60.14308894892099,
