Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,Time_pas_Ans.response,Time_pas_Ans.rt,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,Session,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,Friday,1195.711,,,,,,,,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
0,1,81,,,,,,-4.6,0,4.6,right,0,0.7839793480000026,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
1,1,82,,,,,,4.6,0,-4.6,left,1,0.7006351489999361,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
2,1,81,,,,,,-4.6,0,-4.6,left,1,0.6033157030001348,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
3,1,81,,,,,,-4.6,0,-4.6,left,1,0.5359921059998669,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
4,1,81,,,,,,4.6,0,4.6,right,1,0.5198019890001433,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
5,1,80,,,,,,-4.6,0,4.6,right,1,0.6365118630001234,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
6,1,80,,,,,,4.6,0,-4.6,left,1,0.5866016529998888,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
7,1,80,,,,,,-4.6,90,-4.6,left,1,0.5700137730000279,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
8,1,79,,,,,,4.6,90,4.6,right,1,0.5168265209999845,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
9,1,79,,,,,,4.6,0,4.6,right,1,0.48648891900006674,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
10,1,79,,,,,,4.6,0,4.6,right,1,0.436246194999967,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
11,1,78,,,,,,4.6,90,-4.6,left,1,0.5199057079998965,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
12,1,78,,,,,,-4.6,0,4.6,right,1,0.48544304799997917,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
13,1,78,,,,,,4.6,0,4.6,right,1,0.5033563299998605,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
14,1,77,,,,,,-4.6,0,4.6,right,1,0.4855909329999122,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
15,1,77,,,,,,4.6,0,4.6,right,1,0.5002563440000358,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
16,1,77,,,,,,-4.6,0,4.6,right,1,0.4839127169998392,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
17,1,76,,,,,,-4.6,90,4.6,right,1,0.5197878179999407,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
18,1,76,,,,,,-4.6,90,4.6,right,1,1.334071842999947,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
19,1,76,,,,,,-4.6,0,-4.6,left,1,0.5190688699999555,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
20,1,75,,,,,,4.6,0,-4.6,left,1,0.5173873599999297,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
21,1,75,,,,,,-4.6,0,-4.6,left,1,0.45301610900014566,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
22,1,75,,,,,,4.6,90,-4.6,left,1,0.5360617570001978,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
23,1,74,,,,,,-4.6,90,4.6,right,1,0.43621134399995753,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
24,1,74,,,,,,-4.6,90,4.6,right,1,0.6031191409999792,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
25,1,74,,,,,,4.6,0,-4.6,left,1,0.46990130300014243,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
26,1,73,,,,,,4.6,0,-4.6,left,1,0.38607307400002355,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
27,1,73,,,,,,-4.6,0,-4.6,left,1,0.6004235929999595,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
28,1,73,,,,,,-4.6,0,4.6,right,1,0.567512263000026,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
29,1,72,,,,,,4.6,90,-4.6,left,1,0.6503679300001295,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
30,1,72,,,,,,4.6,0,4.6,right,1,0.4198581399998602,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
31,1,72,,,,,,4.6,90,4.6,right,1,0.5026565010000468,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
32,1,71,,,,,,-4.6,90,4.6,right,1,0.4863596770001095,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
33,1,71,,,,,,4.6,90,-4.6,left,1,0.5530634930000815,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
34,1,71,,,,,,4.6,90,4.6,right,1,0.41753125100012767,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
35,1,70,,,,,,4.6,0,4.6,right,1,0.4700129450000077,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
36,1,70,,,,,,4.6,90,4.6,right,1,0.450765790999867,right,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
37,1,70,,,,,,-4.6,0,-4.6,left,1,0.43401517799998146,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
38,1,69,,,,,,-4.6,90,-4.6,left,1,0.4533102110001437,left,,,,,003,174,2019_Apr_10_1352,Flow_exo_pre,3.0.5,60.001097540075776,
