Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,Time_pas_Ans.response,Time_pas_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
21,1,72,,,,180,0,-4.6,left,0,1.2867247809999753,right,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
22,1,73,,,,180,0,4.6,right,1,0.9842907070000138,right,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
23,1,73,,,,0,90,4.6,right,1,0.6687724249999292,right,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
24,1,73,,,,180,90,-4.6,left,1,0.72032767099995,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
25,1,72,,,,0,0,4.6,right,1,0.7831196849999742,right,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
26,1,72,,,,180,0,4.6,right,1,0.6698223060000146,right,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
27,1,72,,,,0,90,-4.6,left,1,0.5364080420000619,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
28,1,71,,,,0,0,4.6,right,1,0.8866649880000068,right,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
29,1,71,,,,180,0,-4.6,left,1,1.2032830860000558,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
30,1,71,,,,180,90,4.6,right,0,0.7864852130001054,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
31,1,72,,,,0,90,4.6,right,1,0.7709254190000365,right,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
32,1,72,,,,180,90,-4.6,left,1,0.6865109819999589,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
33,1,72,,,,0,0,-4.6,left,1,0.6836928109999008,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
34,1,71,,,,180,90,-4.6,left,0,0.7033266619999949,right,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
35,1,72,,,,0,0,-4.6,left,1,0.7018363610000051,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
36,1,72,,,,0,90,-4.6,left,1,0.7029988949999506,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
37,1,72,,,,0,0,4.6,right,1,0.6174211759999935,right,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
38,1,71,,,,180,0,4.6,right,1,0.6699281390000351,right,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
39,1,71,,,,180,90,4.6,right,1,1.1368186150000383,right,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
40,1,71,,,,0,90,-4.6,left,1,0.6868946099999675,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
41,1,70,,,,180,0,4.6,right,0,1.0196219959999553,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
42,1,71,,,,0,0,-4.6,left,1,0.6021726870000066,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
43,1,71,,,,0,90,-4.6,left,1,0.636377906000007,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
44,1,71,,,,180,90,-4.6,left,1,0.7372401199999103,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
45,1,70,,,,180,90,4.6,right,0,0.6860045869999567,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
46,1,71,,,,0,90,-4.6,left,1,0.6694106950000105,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
47,1,71,,,,180,90,-4.6,left,1,1.619853269000032,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
48,1,71,,,,180,90,-4.6,left,1,0.6872551359999761,left,,,,,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,0,1,81,,90,-4.6,left,,,,-4.6,1,0.983905148999952,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,1,1,80,,90,4.6,right,,,,-4.6,1,0.9692181269999764,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,2,1,79,,0,4.6,right,,,,-4.6,1,0.8693332609999516,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,3,1,78,,90,4.6,right,,,,4.6,1,0.8199340080000184,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,4,1,77,,0,4.6,right,,,,4.6,1,0.650670200000036,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,5,1,76,,0,-4.6,left,,,,4.6,1,0.667281432999971,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,6,1,75,,90,4.6,right,,,,4.6,1,1.0171930520000387,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,7,1,74,,90,-4.6,left,,,,-4.6,1,0.5521535169999652,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,8,1,73,,90,-4.6,left,,,,4.6,1,0.7174969410000358,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,9,1,72,,90,-4.6,left,,,,4.6,0,0.9864247770000247,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,10,1,73,,90,-4.6,left,,,,-4.6,1,0.7186358139999811,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,11,1,73,,0,4.6,right,,,,-4.6,0,0.8357198639999979,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,12,1,74,,0,4.6,right,,,,-4.6,1,0.9197883489999867,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,13,1,74,,0,-4.6,left,,,,-4.6,1,0.6192268990000684,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,14,1,74,,0,-4.6,left,,,,-4.6,1,1.070118146000027,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,15,1,73,,90,4.6,right,,,,4.6,1,0.6166064020000022,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,16,1,73,,0,-4.6,left,,,,4.6,1,0.6696135690000347,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,17,1,73,,0,4.6,right,,,,-4.6,1,0.7858488220000481,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,18,1,72,,0,-4.6,left,,,,4.6,1,0.7699348419999978,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,19,1,72,,0,-4.6,left,,,,4.6,1,0.6855489550000584,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,20,1,72,,0,4.6,right,,,,-4.6,1,0.7533309939999526,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,21,1,71,,90,4.6,right,,,,4.6,1,1.0193232270000863,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,22,1,71,,90,4.6,right,,,,4.6,1,0.6362849090000964,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,23,1,71,,90,-4.6,left,,,,4.6,1,0.587259089999975,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,24,1,70,,90,4.6,right,,,,-4.6,1,0.7532026589999532,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,25,1,70,,90,4.6,right,,,,-4.6,1,1.5024870590000319,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,26,1,70,,0,-4.6,left,,,,-4.6,1,0.5529610849999926,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,27,1,69,,90,-4.6,left,,,,-4.6,1,0.6006188299999167,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,28,1,69,,90,4.6,right,,,,-4.6,1,0.6005796079999755,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,29,1,69,,90,4.6,right,,,,-4.6,0,1.3034620980000682,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,30,1,70,,0,-4.6,left,,,,4.6,1,0.8502979849999974,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,31,1,70,,0,4.6,right,,,,-4.6,1,0.7165219900000466,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,32,1,70,,90,4.6,right,,,,-4.6,1,1.3536082089999582,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,33,1,69,,90,-4.6,left,,,,-4.6,1,0.517317374000072,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,34,1,69,,0,-4.6,left,,,,-4.6,1,0.8000069570000505,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,35,1,69,,90,-4.6,left,,,,4.6,1,1.167223513999943,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,36,1,68,,0,-4.6,left,,,,4.6,0,0.569258876000049,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,37,1,69,,0,4.6,right,,,,-4.6,0,0.58503237299999,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,38,1,70,,0,-4.6,left,,,,-4.6,1,0.5338625269999966,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,39,1,70,,0,4.6,right,,,,4.6,1,0.736488252000072,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,40,1,70,,90,4.6,right,,,,-4.6,1,1.6170479940000178,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,41,1,69,,0,4.6,right,,,,4.6,1,0.6036253089999946,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,42,1,69,,0,-4.6,left,,,,-4.6,1,0.5006218270000318,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,43,1,69,,0,4.6,right,,,,-4.6,0,0.6185649020000028,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,44,1,70,,90,4.6,right,,,,-4.6,0,0.7695942550000154,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,45,1,71,,0,-4.6,left,,,,-4.6,1,0.583708645999991,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,46,1,71,,90,-4.6,left,,,,4.6,1,0.5866499520000161,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,47,1,71,,0,4.6,right,,,,-4.6,0,0.5365386839999928,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,48,1,72,,0,4.6,right,,,,-4.6,0,0.6699484270000085,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,49,1,73,,90,4.6,right,,,,4.6,1,0.6019858679999288,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,50,1,73,,0,-4.6,left,,,,-4.6,1,0.46989968700006557,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,51,1,73,,0,-4.6,left,,,,4.6,1,0.6669982280000113,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,52,1,72,,90,4.6,right,,,,-4.6,1,0.5527035809999461,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,53,1,72,,0,4.6,right,,,,4.6,1,0.435664547999977,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,54,1,72,,0,-4.6,left,,,,-4.6,1,0.519341532999988,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,55,1,71,,0,-4.6,left,,,,4.6,0,0.5338948840000057,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,56,1,72,,0,-4.6,left,,,,4.6,0,1.0701975709999942,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,57,1,73,,0,4.6,right,,,,-4.6,0,0.7332971280000038,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,58,1,74,,0,-4.6,left,,,,-4.6,1,0.6521014789999526,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,59,1,74,,0,4.6,right,,,,-4.6,1,0.6198573579999902,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,60,1,74,,0,-4.6,left,,,,-4.6,1,0.5506836399999884,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,61,1,73,,90,-4.6,left,,,,4.6,1,0.6192665820000229,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,62,1,73,,0,-4.6,left,,,,-4.6,1,0.5535562519999075,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,63,1,73,,0,-4.6,left,,,,-4.6,1,0.5337919029999512,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,64,1,72,,0,-4.6,left,,,,4.6,1,0.5692581870000595,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,65,1,72,,90,-4.6,left,,,,-4.6,1,0.4034561860000849,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,66,1,72,,90,-4.6,left,,,,4.6,1,0.5192713889999823,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,67,1,71,,0,4.6,right,,,,-4.6,1,1.2203584190000356,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,68,1,71,,90,-4.6,left,,,,-4.6,1,0.6359416799999735,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,69,1,71,,0,-4.6,left,,,,-4.6,1,0.5197416170000224,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,70,1,70,,90,-4.6,left,,,,-4.6,1,0.5034533059999831,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,71,1,70,,0,4.6,right,,,,4.6,1,0.819322206000038,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,72,1,70,,90,4.6,right,,,,4.6,1,0.4698224379999374,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,73,1,69,,0,-4.6,left,,,,4.6,1,0.8839822350000759,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,74,1,69,,90,-4.6,left,,,,-4.6,1,0.6341012169999658,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,75,1,69,,0,4.6,right,,,,4.6,1,0.48384343800000806,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,76,1,68,,90,-4.6,left,,,,-4.6,1,0.5197357139999212,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,77,1,68,,90,-4.6,left,,,,-4.6,1,0.5859689049999588,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,78,1,68,,0,4.6,right,,,,-4.6,1,1.6527845800000023,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,79,1,67,,0,-4.6,left,,,,-4.6,1,0.5199981350000371,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,80,1,67,,90,4.6,right,,,,-4.6,0,0.6191314530000227,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,81,1,68,,90,-4.6,left,,,,4.6,1,0.7674365359999911,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,82,1,68,,90,-4.6,left,,,,4.6,1,1.4865594100000408,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,83,1,68,,90,4.6,right,,,,-4.6,0,0.5693407119999847,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,84,1,69,,90,-4.6,left,,,,-4.6,1,0.8702375959999245,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,85,1,69,,0,4.6,right,,,,4.6,1,0.6017499899999166,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,86,1,69,,0,-4.6,left,,,,4.6,0,1.1673689970000396,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,87,1,70,,90,-4.6,left,,,,-4.6,1,0.6366154090000009,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,88,1,70,,0,4.6,right,,,,4.6,1,0.5363538739999285,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,89,1,70,,0,-4.6,left,,,,-4.6,1,0.7172458380000535,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,90,1,69,,0,-4.6,left,,,,-4.6,1,0.5198620559999654,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,91,1,69,,0,4.6,right,,,,4.6,1,0.6363316609999856,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,92,1,69,,0,4.6,right,,,,4.6,1,0.5339629720000403,right,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,93,1,68,,90,4.6,right,,,,-4.6,0,0.6531424830000105,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,94,1,69,,90,-4.6,left,,,,4.6,1,0.5858962479999263,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,95,1,69,,90,-4.6,left,,,,-4.6,1,0.4840160310000101,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,96,1,69,,90,-4.6,left,,,,4.6,1,1.0522463999999445,left,,,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
,,,,,,,,,,,,,,,,,Friday,37.505,001,244,2019_Apr_03_1547,Flow_endo_pre,3.0.5,59.99154503162427,
