Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;0;0;4.6;right;1;0.820849823;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
1;1;80;;;;0;0;4.6;right;0;0.91908896;left;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
2;1;81;;;;180;90;4.6;right;1;0.552168613;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
3;1;81;;;;180;90;-4.6;left;0;0.518950795;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
4;1;82;;;;180;0;4.6;right;1;0.652103894;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
5;1;82;;;;180;90;4.6;right;1;0.534766184;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
6;1;82;;;;0;90;-4.6;left;1;0.7869013;left;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
7;1;81;;;;0;90;4.6;right;1;0.502169816;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
8;1;81;;;;180;0;4.6;right;1;0.721266421;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
9;1;81;;;;180;90;4.6;right;1;0.570526209;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
10;1;80;;;;180;90;4.6;right;1;0.687586494;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
11;1;80;;;;0;90;4.6;right;1;0.468412043;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
12;1;80;;;;0;0;4.6;right;1;0.485394646;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
13;1;79;;;;0;90;-4.6;left;0;0.504806105;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
14;1;80;;;;180;0;-4.6;left;0;0.302250909;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
15;1;81;;;;180;0;4.6;right;1;0.634883697;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
16;1;81;;;;180;0;4.6;right;1;0.452038845;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
17;1;81;;;;180;0;4.6;right;0;0.502832345;left;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
18;1;82;;;;180;90;4.6;right;1;0.534179348;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
19;1;82;;;;180;90;4.6;right;1;0.552463456;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
20;1;82;;;;0;90;4.6;right;1;0.434308788;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
21;1;81;;;;0;90;-4.6;left;0;0.368580649;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
22;1;82;;;;0;0;4.6;right;1;0.485990687;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
23;1;82;;;;180;0;4.6;right;1;0.521323103;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
24;1;82;;;;0;90;4.6;right;1;0.568476827;right;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
25;1;81;;;;0;90;-4.6;left;1;0.568678944;left;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
26;1;81;;;;180;0;-4.6;left;1;0.46885556;left;;;;;;;2;113;2019_Apr_08_1143;Flow_endo_pre;3.0.6;60.01081083
