Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;0;0;4.6;right;1;0.737652595;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
1;1;80;;;;180;90;4.6;right;1;0.892134406;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
2;1;79;;;;180;90;4.6;right;1;0.675990499;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
3;1;78;;;;180;90;4.6;right;1;0.682214144;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
4;1;77;;;;180;90;4.6;right;1;0.55401654;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
5;1;76;;;;0;0;-4.6;left;1;0.673685292;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
6;1;75;;;;0;90;4.6;right;1;0.666590256;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
7;1;74;;;;180;90;-4.6;left;1;0.673938488;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
8;1;73;;;;0;90;4.6;right;1;0.592105853;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
9;1;72;;;;0;0;4.6;right;1;0.6543089;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
10;1;71;;;;0;0;4.6;right;1;0.703434545;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
11;1;70;;;;0;90;4.6;right;1;0.506437871;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
12;1;69;;;;0;0;4.6;right;1;1.357304613;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
13;1;68;;;;180;0;-4.6;left;1;1.322855144;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
14;1;67;;;;180;90;-4.6;left;1;1.233587626;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
15;1;66;;;;0;90;4.6;right;1;1.35722;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
16;1;65;;;;180;90;-4.6;left;1;2.106847145;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
17;1;65;;;;0;0;4.6;right;1;1.557205281;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
18;1;65;;;;180;90;4.6;right;1;1.874044964;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
19;1;65;;;;0;0;4.6;right;1;1.540268847;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
20;1;65;;;;0;90;4.6;right;0;1.607890905;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
21;1;66;;;;180;0;4.6;right;1;1.523656554;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
22;1;66;;;;0;90;4.6;right;1;1.675295684;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
23;1;66;;;;180;90;-4.6;left;0;1.873411615;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
24;1;67;;;;0;90;-4.6;left;1;1.491366866;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
25;1;67;;;;180;0;-4.6;left;1;1.373827569;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
26;1;67;;;;180;90;4.6;right;1;1.474581875;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
27;1;66;;;;180;90;4.6;right;0;1.741463787;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
28;1;67;;;;180;0;-4.6;left;0;1.858755714;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
29;1;68;;;;0;90;-4.6;left;1;1.44060592;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
30;1;68;;;;180;90;-4.6;left;1;1.523724436;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
31;1;68;;;;180;0;-4.6;left;1;1.441719105;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
32;1;67;;;;0;90;-4.6;left;1;1.540305701;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
33;1;67;;;;0;90;-4.6;left;1;1.50784545;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
34;1;67;;;;0;90;-4.6;left;1;1.524423715;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
35;1;66;;;;180;0;4.6;right;0;2.243942368;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
36;1;67;;;;180;0;-4.6;left;1;1.540489507;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
37;1;67;;;;180;90;4.6;right;1;1.40667795;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
38;1;67;;;;180;90;4.6;right;1;1.474123477;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
39;1;66;;;;0;90;-4.6;left;1;1.507010022;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
40;1;66;;;;0;90;4.6;right;1;1.457729249;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
41;1;66;;;;0;0;-4.6;left;1;1.875992234;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
42;1;65;;;;180;0;4.6;right;0;1.692354447;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
43;1;66;;;;180;0;-4.6;left;1;1.852155964;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
44;1;66;;;;180;90;-4.6;left;1;1.340219898;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
45;1;66;;;;180;90;-4.6;left;0;1.623924264;right;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
46;1;67;;;;0;0;-4.6;left;1;1.574730657;left;;;;;;;1;28;2019_Apr_05_1613;Flow_endo_pre;3.0.5;58.25687609
