Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;180;0;-4.6;left;1;1.3564654;left;;;;;;;3;4;2019_Apr_01_1326;Flow_endo_pre;3.0.5;59.78340473
1;1;80;;;;0;90;4.6;right;1;0.6186834;right;;;;;;;3;4;2019_Apr_01_1326;Flow_endo_pre;3.0.5;59.78340473
2;1;79;;;;180;0;4.6;right;1;0.5009244;right;;;;;;;3;4;2019_Apr_01_1326;Flow_endo_pre;3.0.5;59.78340473
3;1;78;;;;180;90;-4.6;left;1;0.9523065;left;;;;;;;3;4;2019_Apr_01_1326;Flow_endo_pre;3.0.5;59.78340473
4;1;77;;;;180;90;4.6;right;1;0.7012497;right;;;;;;;3;4;2019_Apr_01_1326;Flow_endo_pre;3.0.5;59.78340473
5;1;76;;;;0;0;4.6;right;0;1.1858918;left;;;;;;;3;4;2019_Apr_01_1326;Flow_endo_pre;3.0.5;59.78340473
6;1;77;;;;0;0;-4.6;left;1;0.6016684;left;;;;;;;3;4;2019_Apr_01_1326;Flow_endo_pre;3.0.5;59.78340473
7;1;77;;;;0;90;4.6;right;1;0.6673914;right;;;;;;;3;4;2019_Apr_01_1326;Flow_endo_pre;3.0.5;59.78340473
8;1;77;;;;180;90;-4.6;left;1;0.6348175;left;;;;;;;3;4;2019_Apr_01_1326;Flow_endo_pre;3.0.5;59.78340473
9;1;76;;;;180;90;4.6;right;1;0.5674496;right;;;;;;;3;4;2019_Apr_01_1326;Flow_endo_pre;3.0.5;59.78340473
10;1;76;;;;0;0;-4.6;left;1;1.102098;left;;;;;;;3;4;2019_Apr_01_1326;Flow_endo_pre;3.0.5;59.78340473
11;1;76;;;;0;90;-4.6;left;1;0.8520337;left;;;;;;;3;4;2019_Apr_01_1326;Flow_endo_pre;3.0.5;59.78340473
