Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Friday;120.323;;;;;;;;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
0;1;81;;;;;;-4.6;0;-4.6;left;1;1.724097992;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
1;1;80;;;;;;-4.6;0;-4.6;left;1;0.571013263;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
2;1;79;;;;;;-4.6;90;4.6;right;1;0.569508683;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
3;1;78;;;;;;-4.6;0;4.6;right;1;0.535825276;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
4;1;77;;;;;;4.6;90;-4.6;left;1;0.867203889;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
5;1;76;;;;;;-4.6;0;4.6;right;1;4.31868031;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
6;1;75;;;;;;4.6;90;-4.6;left;1;0.936573942;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
7;1;74;;;;;;4.6;0;-4.6;left;1;1.156918219;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
8;1;73;;;;;;-4.6;90;-4.6;left;1;0.988492164;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
9;1;72;;;;;;-4.6;0;4.6;right;1;0.805136934;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
10;1;71;;;;;;4.6;0;-4.6;left;1;1.391572739;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
11;1;70;;;;;;-4.6;0;-4.6;left;1;1.775651284;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
12;1;69;;;;;;4.6;90;-4.6;left;1;1.387712966;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
13;1;68;;;;;;-4.6;90;4.6;right;1;1.27602528;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
14;1;67;;;;;;-4.6;0;4.6;right;1;2.425667076;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
15;1;66;;;;;;4.6;0;4.6;right;1;3.165278609;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
16;1;65;;;;;;4.6;0;-4.6;left;0;2.961142638;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
17;1;66;;;;;;-4.6;90;4.6;right;0;9.445253594;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
18;1;67;;;;;;4.6;90;-4.6;left;1;1.573611144;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
19;1;67;;;;;;-4.6;90;4.6;right;1;1.186230003;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
20;1;67;;;;;;4.6;90;4.6;right;1;1.021997032;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
21;1;66;;;;;;4.6;90;-4.6;left;0;9.531993274;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
22;1;67;;;;;;-4.6;0;4.6;right;1;1.256325198;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
23;1;67;;;;;;4.6;0;-4.6;left;1;1.139737837;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
24;1;67;;;;;;4.6;0;-4.6;left;1;1.727005452;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
25;1;66;;;;;;4.6;0;-4.6;left;0;1.611151936;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
26;1;67;;;;;;-4.6;0;4.6;right;0;1.725673989;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
27;1;68;;;;;;-4.6;90;4.6;right;0;2.613717295;left;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
28;1;69;;;;;;4.6;90;4.6;right;1;1.442884702;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
29;1;69;;;;;;4.6;0;4.6;right;1;0.634461918;right;;;;;1;92;2019_Mar_30_0957;Flow_exo_pre;3.0.5;59.28929109
