Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;0;90;4.6;right;1;0.451748627;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
1;1;80;;;;0;0;4.6;right;1;0.553584685;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
2;1;79;;;;0;0;-4.6;left;1;0.336501015;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
3;1;78;;;;0;90;4.6;right;1;0.386291399;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
4;1;77;;;;180;0;-4.6;left;1;0.269312881;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
5;1;76;;;;180;0;4.6;right;1;0.301968157;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
6;1;75;;;;180;90;4.6;right;1;0.285902899;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
7;1;74;;;;180;90;4.6;right;1;0.285421444;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
8;1;73;;;;0;90;-4.6;left;1;0.30057019;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
9;1;72;;;;0;90;-4.6;left;1;0.303232405;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
10;1;71;;;;180;90;-4.6;left;1;0.369608127;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
11;1;70;;;;180;0;-4.6;left;1;0.36744;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
12;1;69;;;;180;0;-4.6;left;1;0.400755926;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
13;1;68;;;;0;90;-4.6;left;0;2.170159038;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
14;1;69;;;;180;90;4.6;right;0;0.519736399;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
15;1;70;;;;0;0;4.6;right;1;0.636344748;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
16;1;70;;;;0;0;4.6;right;1;0.51960894;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
17;1;70;;;;180;90;4.6;right;1;0.769407999;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
18;1;69;;;;180;0;-4.6;left;1;0.619710586;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
19;1;69;;;;0;90;-4.6;left;1;0.652719546;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
20;1;69;;;;180;0;-4.6;left;1;1.053378898;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
21;1;68;;;;0;90;-4.6;left;1;1.450501172;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
22;1;68;;;;180;90;-4.6;left;1;0.603241905;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
23;1;68;;;;0;90;-4.6;left;0;0.684112396;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
24;1;69;;;;0;90;-4.6;left;1;0.836412804;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
25;1;69;;;;180;90;4.6;right;1;1.053156824;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
26;1;69;;;;180;90;4.6;right;0;1.235879202;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
27;1;70;;;;0;0;-4.6;left;0;1.033911158;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
28;1;71;;;;180;90;4.6;right;1;0.88655285;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
29;1;71;;;;180;90;-4.6;left;1;0.519770601;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
30;1;71;;;;180;0;-4.6;left;1;0.470028928;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
31;1;70;;;;180;0;-4.6;left;1;0.453099847;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
32;1;70;;;;0;90;4.6;right;1;0.769360813;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
33;1;70;;;;180;0;-4.6;left;1;0.935976572;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
34;1;69;;;;0;90;-4.6;left;1;0.653150346;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
35;1;69;;;;180;90;4.6;right;1;0.419839394;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
36;1;69;;;;180;0;-4.6;left;1;0.450551598;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
37;1;68;;;;0;0;4.6;right;1;0.366823977;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
38;1;68;;;;180;0;4.6;right;1;1.219873507;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
39;1;68;;;;0;90;-4.6;left;1;0.83645699;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
40;1;67;;;;180;0;4.6;right;1;0.519687978;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
41;1;67;;;;180;90;4.6;right;0;0.53570495;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
42;1;68;;;;0;0;4.6;right;1;0.469816741;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
43;1;68;;;;0;0;4.6;right;1;0.469109835;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
44;1;68;;;;0;0;-4.6;left;1;0.569185716;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
45;1;67;;;;180;0;-4.6;left;1;0.535838354;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
46;1;67;;;;180;90;4.6;right;0;1.053016811;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
47;1;68;;;;180;90;4.6;right;0;0.686624059;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
48;1;69;;;;0;90;-4.6;left;0;0.80307633;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
49;1;70;;;;180;0;-4.6;left;1;0.436289511;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
50;1;70;;;;180;0;-4.6;left;1;0.483807153;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
51;1;70;;;;180;90;4.6;right;0;0.550619969;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
52;1;71;;;;0;0;-4.6;left;1;0.58404643;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
53;1;71;;;;0;90;4.6;right;0;1.053390635;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
54;1;72;;;;0;0;4.6;right;1;0.685865782;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
55;1;72;;;;180;90;4.6;right;0;0.451850237;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
56;1;73;;;;180;0;-4.6;left;1;0.903010349;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
57;1;73;;;;0;0;-4.6;left;1;0.617232228;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
58;1;73;;;;0;0;4.6;right;1;0.61942422;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
59;1;72;;;;0;90;-4.6;left;1;0.969552278;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
60;1;72;;;;180;90;4.6;right;1;0.583897591;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
61;1;72;;;;180;90;4.6;right;1;0.536341505;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
62;1;71;;;;0;90;4.6;right;1;0.487199227;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
63;1;71;;;;0;0;4.6;right;1;0.551714134;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
64;1;71;;;;180;0;-4.6;left;1;0.470294214;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
65;1;70;;;;0;90;4.6;right;1;0.318592175;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
66;1;70;;;;180;90;-4.6;left;1;0.469779869;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
67;1;70;;;;180;0;4.6;right;1;0.319283113;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
68;1;69;;;;0;0;-4.6;left;1;0.417773062;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
69;1;69;;;;0;90;4.6;right;1;0.400812783;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
70;1;69;;;;180;0;-4.6;left;1;0.452613835;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
71;1;68;;;;0;0;4.6;right;1;0.335974426;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
72;1;68;;;;0;90;-4.6;left;1;0.385875159;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
73;1;68;;;;180;90;-4.6;left;1;0.352184087;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
74;1;67;;;;0;90;4.6;right;1;0.718856969;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
75;1;67;;;;0;0;-4.6;left;1;0.417330356;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
76;1;67;;;;180;0;-4.6;left;0;0.835937812;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
77;1;68;;;;180;90;-4.6;left;1;0.769095947;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
78;1;68;;;;180;0;4.6;right;1;0.819960953;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
79;1;68;;;;0;90;-4.6;left;1;0.436146034;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
80;1;67;;;;180;90;4.6;right;1;0.58645077;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
81;1;67;;;;0;90;-4.6;left;1;0.786308481;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
82;1;67;;;;0;90;4.6;right;1;0.520031331;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
83;1;66;;;;180;90;4.6;right;1;1.400729743;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
84;1;66;;;;0;0;4.6;right;0;1.319957366;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
85;1;67;;;;0;90;-4.6;left;1;1.352148687;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
86;1;67;;;;180;0;4.6;right;1;0.617359029;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
87;1;67;;;;0;0;-4.6;left;0;0.719951406;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
88;1;68;;;;180;0;4.6;right;1;0.45216154;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
89;1;68;;;;180;0;4.6;right;1;0.40324077;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
90;1;68;;;;180;90;-4.6;left;1;1.036489267;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
91;1;67;;;;180;0;4.6;right;1;0.802940851;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
92;1;67;;;;0;90;4.6;right;1;1.052508325;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
93;1;67;;;;0;90;4.6;right;0;1.270203448;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
94;1;68;;;;180;90;4.6;right;1;0.950762355;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
95;1;68;;;;180;90;-4.6;left;1;0.883981337;left;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
96;1;68;;;;180;90;4.6;right;1;0.533960479;right;;;;;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
;;;0;1;81;;0;4.6;right;;;;-4.6;1;0.535791272;right;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
;;;1;1;80;;0;4.6;right;;;;4.6;1;0.536105105;right;;;2;274;2019_Apr_05_1549;Flow_endo_pre;3.0.5;60.41078512
