Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,Time_pas_Ans.response,Time_pas_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
0,1,81,,,,180,90,4.6,right,1,0.7543487189977895,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
1,1,80,,,,0,0,-4.6,left,1,0.3873800540022785,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
2,1,79,,,,180,0,4.6,right,1,0.35108657499949913,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
3,1,78,,,,0,0,4.6,right,1,0.2683792689931579,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
4,1,77,,,,180,0,4.6,right,1,0.43492064900055993,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
5,1,76,,,,180,0,4.6,right,1,0.3518124620022718,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
6,1,75,,,,0,90,-4.6,left,1,0.23352672900364269,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
7,1,74,,,,0,90,4.6,right,1,0.2673324439965654,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
8,1,73,,,,0,90,4.6,right,1,0.33540140101104043,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
9,1,72,,,,180,90,4.6,right,1,0.3186399319965858,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
10,1,71,,,,0,90,-4.6,left,0,0.41827628400642425,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
11,1,72,,,,0,0,4.6,right,0,1.0981430310057476,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
12,1,73,,,,180,90,-4.6,left,0,1.0992757389904,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
13,1,74,,,,180,0,4.6,right,0,1.0999266279977746,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
14,1,75,,,,0,90,-4.6,left,0,1.1001595790003194,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
15,1,76,,,,180,0,-4.6,left,1,1.0971702929964522,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
16,1,76,,,,0,0,-4.6,left,1,1.0997978910017991,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
17,1,76,,,,180,0,-4.6,left,1,1.0990832219977165,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
18,1,75,,,,180,0,-4.6,left,1,1.0993137990008108,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
19,1,75,,,,180,90,-4.6,left,1,1.0996817580016796,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
20,1,75,,,,0,0,4.6,right,0,1.0993504270008998,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
21,1,76,,,,180,0,4.6,right,1,1.0998333939933218,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
22,1,76,,,,180,90,4.6,right,1,1.0996971919958014,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
23,1,76,,,,0,90,-4.6,left,0,1.0990019379969453,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
24,1,77,,,,0,90,4.6,right,0,1.1001283640071051,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
25,1,78,,,,180,0,4.6,right,1,1.0979408620041795,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
26,1,78,,,,180,0,4.6,right,1,1.0999990300042555,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
27,1,78,,,,0,90,-4.6,left,0,1.1001002170087304,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
28,1,79,,,,0,90,4.6,right,0,1.098823694002931,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
29,1,80,,,,180,90,-4.6,left,0,1.0987197020003805,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
30,1,81,,,,0,0,4.6,right,0,1.1000334050040692,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
31,1,82,,,,0,0,4.6,right,1,1.0992941430013161,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
32,1,82,,,,180,90,-4.6,left,0,1.0996935299917823,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
33,1,83,,,,180,90,4.6,right,0,1.098883016005857,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
34,1,84,,,,0,0,-4.6,left,0,1.1003687680058647,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
35,1,85,,,,0,0,4.6,right,0,1.0986404350114753,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
36,1,86,,,,180,90,-4.6,left,0,1.0985404550010571,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
37,1,87,,,,180,0,-4.6,left,1,1.0995362969988491,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
38,1,87,,,,0,90,4.6,right,0,1.100517380007659,left,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
39,1,88,,,,180,0,4.6,right,1,1.0982643780007493,right,,,,,,,003,283,2019_Apr_10_1551,Flow_endo_pre,3.0.6,60.068267945507216,
