Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair3.thisTrialN,Stair3.stepSize,Stair3.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair3.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,4.6,0,4.6,right,1,0.218251756,right,,,,,,,,,1,213,2019_Apr_03_1606,Flow_exo_post,3.0.6,59.98491895,
,1,1,80,,,,,,,,,,,,4.6,90,-4.6,left,0,0.135678451,right,,,,,,,,,1,213,2019_Apr_03_1606,Flow_exo_post,3.0.6,59.98491895,
,2,1,81,,,,,,,,,,,,4.6,0,4.6,right,0,1.09609213,left,,,,,,,,,1,213,2019_Apr_03_1606,Flow_exo_post,3.0.6,59.98491895,
,3,1,82,,,,,,,,,,,,4.6,0,-4.6,left,0,1.099259501,right,,,,,,,,,1,213,2019_Apr_03_1606,Flow_exo_post,3.0.6,59.98491895,
,4,1,83,,,,,,,,,,,,4.6,90,4.6,right,0,1.098970624,left,,,,,,,,,1,213,2019_Apr_03_1606,Flow_exo_post,3.0.6,59.98491895,
,5,1,84,,,,,,,,,,,,-4.6,90,-4.6,left,0,1.099758036,right,,,,,,,,,1,213,2019_Apr_03_1606,Flow_exo_post,3.0.6,59.98491895,
,6,1,85,,,,,,,,,,,,4.6,0,4.6,right,0,1.098302256,left,,,,,,,,,1,213,2019_Apr_03_1606,Flow_exo_post,3.0.6,59.98491895,
,7,1,86,,,,,,,,,,,,-4.6,90,4.6,right,1,1.098546833,right,,,,,,,,,1,213,2019_Apr_03_1606,Flow_exo_post,3.0.6,59.98491895,
,8,1,86,,,,,,,,,,,,-4.6,90,4.6,right,0,1.098537371,left,,,,,,,,,1,213,2019_Apr_03_1606,Flow_exo_post,3.0.6,59.98491895,
,9,1,87,,,,,,,,,,,,-4.6,0,4.6,right,0,1.099001952,left,,,,,,,,,1,213,2019_Apr_03_1606,Flow_exo_post,3.0.6,59.98491895,
,10,1,88,,,,,,,,,,,,-4.6,0,4.6,right,0,1.099103632,left,,,,,,,,,1,213,2019_Apr_03_1606,Flow_exo_post,3.0.6,59.98491895,
,11,1,89,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.100125096,left,,,,,,,,,1,213,2019_Apr_03_1606,Flow_exo_post,3.0.6,59.98491895,
