Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;0;90;-4.6;left;1;0.72015921;left;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
1;1;80;;;;180;90;-4.6;left;1;0.617469796;left;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
2;1;79;;;;180;0;-4.6;left;1;1.457772756;left;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
3;1;78;;;;0;0;4.6;right;1;0.588839854;right;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
4;1;77;;;;0;90;4.6;right;1;0.555179072;right;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
5;1;76;;;;0;90;4.6;right;1;0.453105338;right;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
6;1;75;;;;0;0;-4.6;left;1;0.506492811;left;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
7;1;74;;;;0;90;4.6;right;1;0.470995631;right;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
8;1;73;;;;0;0;-4.6;left;1;0.620464382;left;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
9;1;72;;;;0;0;4.6;right;1;0.555593581;right;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
10;1;71;;;;180;90;4.6;right;1;0.572761428;right;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
11;1;70;;;;180;90;4.6;right;1;0.537837441;right;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
12;1;69;;;;180;0;4.6;right;1;0.536292157;right;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
13;1;68;;;;0;90;-4.6;left;1;1.126235031;left;;;;;;;2;52;2019_Mar_29_1317;Flow_endo_pre;3.0.5;59.62503438
