Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Monday;572.973;;;;;;;;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
0;1;81;;;;;;4.6;0;-4.6;left;1;1.599863758;left;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
1;1;80;;;;;;4.6;90;4.6;right;1;0.451975632;right;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
2;1;79;;;;;;4.6;0;-4.6;left;1;0.783735312;left;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
3;1;78;;;;;;-4.6;90;-4.6;left;1;0.567151595;left;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
4;1;77;;;;;;-4.6;0;4.6;right;1;0.633748767;right;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
5;1;76;;;;;;-4.6;90;4.6;right;1;0.500762907;right;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
6;1;75;;;;;;4.6;90;4.6;right;1;0.467696321;right;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
7;1;74;;;;;;-4.6;90;-4.6;left;1;0.433867554;left;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
8;1;73;;;;;;-4.6;0;4.6;right;1;0.583079314;right;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
9;1;72;;;;;;4.6;0;4.6;right;1;0.667558624;right;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
10;1;71;;;;;;-4.6;90;-4.6;left;1;0.618091108;left;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
11;1;70;;;;;;4.6;90;-4.6;left;1;0.533773251;left;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
12;1;69;;;;;;-4.6;0;-4.6;left;1;0.500186909;left;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
13;1;68;;;;;;4.6;90;-4.6;left;1;1.017937896;left;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
14;1;67;;;;;;-4.6;0;-4.6;left;1;0.501781571;left;;;;;1;235;2019_Apr_03_1547;Flow_exo_pre;3.0.5;60.01725583
