Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,180,0,-4.6,left,1,1.718639712,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,1,1,80,,,,,,,,,,,,0,0,-4.6,left,1,1.096987401,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,2,1,79,,,,,,,,,,,,180,0,-4.6,left,1,1.100380848,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,3,1,78,,,,,,,,,,,,180,0,4.6,right,0,1.097259885,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,4,1,79,,,,,,,,,,,,180,90,-4.6,left,0,1.098507882,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,5,1,80,,,,,,,,,,,,180,90,-4.6,left,1,1.099578425,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,6,1,80,,,,,,,,,,,,0,90,-4.6,left,1,1.098239762,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,7,1,80,,,,,,,,,,,,0,0,-4.6,left,1,1.098629579,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,8,1,79,,,,,,,,,,,,0,0,-4.6,left,1,1.099316608,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,9,1,79,,,,,,,,,,,,180,0,4.6,right,0,1.099351032,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,10,1,80,,,,,,,,,,,,0,0,4.6,right,1,1.098454064,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,11,1,80,,,,,,,,,,,,180,90,4.6,right,1,1.099512971,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,12,1,80,,,,,,,,,,,,0,0,-4.6,left,0,1.096914189,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,13,1,81,,,,,,,,,,,,0,0,-4.6,left,1,1.099228366,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,14,1,81,,,,,,,,,,,,180,0,4.6,right,0,1.098868609,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,15,1,82,,,,,,,,,,,,0,90,-4.6,left,0,1.098378913,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,16,1,83,,,,,,,,,,,,180,90,4.6,right,0,1.098737215,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,17,1,84,,,,,,,,,,,,180,90,-4.6,left,0,1.099381577,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,18,1,85,,,,,,,,,,,,0,0,-4.6,left,1,1.098275156,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,19,1,85,,,,,,,,,,,,180,90,-4.6,left,1,1.100241696,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,20,1,85,,,,,,,,,,,,180,0,4.6,right,0,1.096838553,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,21,1,86,,,,,,,,,,,,0,90,4.6,right,1,1.099182305,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,22,1,86,,,,,,,,,,,,0,0,-4.6,left,0,1.099399032,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,23,1,87,,,,,,,,,,,,0,0,-4.6,left,1,1.098533094,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,24,1,87,,,,,,,,,,,,0,90,4.6,right,0,1.098594185,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,25,1,88,,,,,,,,,,,,0,0,-4.6,left,0,1.098554428,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,26,1,89,,,,,,,,,,,,0,0,-4.6,left,1,1.098062308,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,27,1,89,,,,,,,,,,,,180,0,4.6,right,0,1.099866909,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,28,1,90,,,,,,,,,,,,180,0,4.6,right,1,1.098400246,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,29,1,90,,,,,,,,,,,,180,0,4.6,right,1,1.099650183,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,30,1,90,,,,,,,,,,,,0,90,-4.6,left,0,1.098603397,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,31,1,91,,,,,,,,,,,,0,0,4.6,right,0,1.09797552,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,32,1,92,,,,,,,,,,,,180,90,4.6,right,1,1.099653092,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,33,1,92,,,,,,,,,,,,0,0,-4.6,left,0,1.098035156,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,34,1,93,,,,,,,,,,,,0,0,4.6,right,0,1.099231759,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,35,1,94,,,,,,,,,,,,180,0,4.6,right,1,1.099591031,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,36,1,94,,,,,,,,,,,,0,90,-4.6,left,0,1.098399277,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,37,1,95,,,,,,,,,,,,180,90,4.6,right,0,1.099528486,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,38,1,96,,,,,,,,,,,,0,0,-4.6,left,0,1.09677019,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,39,1,97,,,,,,,,,,,,0,90,-4.6,left,1,1.098168974,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,40,1,97,,,,,,,,,,,,180,0,-4.6,left,1,1.098083156,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,41,1,97,,,,,,,,,,,,180,90,-4.6,left,1,1.09926279,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,42,1,96,,,,,,,,,,,,0,90,4.6,right,0,1.098656731,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,43,1,97,,,,,,,,,,,,180,0,-4.6,left,0,1.099846546,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,44,1,98,,,,,,,,,,,,0,0,4.6,right,0,1.097919763,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,45,1,99,,,,,,,,,,,,0,90,4.6,right,1,1.099546425,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,46,1,99,,,,,,,,,,,,0,90,-4.6,left,0,1.098668852,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,47,1,100,,,,,,,,,,,,0,0,4.6,right,0,1.099139154,left,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
,48,1,101,,,,,,,,,,,,0,90,4.6,right,1,1.09791346,right,,,,,,,,,1,265,2019_Apr_03_1727,Flow_endo_post,3.0.5,60.05500297,
