Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,-4.6,0,4.6,right,1,0.7181059,right,,,,,,,,,1,41,2019_Mar_27_1554,Flow_exo_post,3.0.5,59.88777033,
,1,1,80,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.3004895,left,,,,,,,,,1,41,2019_Mar_27_1554,Flow_exo_post,3.0.5,59.88777033,
,2,1,79,,,,,,,,,,,,-4.6,0,4.6,right,1,0.3175933,right,,,,,,,,,1,41,2019_Mar_27_1554,Flow_exo_post,3.0.5,59.88777033,
,3,1,78,,,,,,,,,,,,4.6,90,-4.6,left,1,0.3668987,left,,,,,,,,,1,41,2019_Mar_27_1554,Flow_exo_post,3.0.5,59.88777033,
,4,1,77,,,,,,,,,,,,4.6,0,4.6,right,1,0.3676337,right,,,,,,,,,1,41,2019_Mar_27_1554,Flow_exo_post,3.0.5,59.88777033,
,5,1,76,,,,,,,,,,,,4.6,90,-4.6,left,1,0.4010944,left,,,,,,,,,1,41,2019_Mar_27_1554,Flow_exo_post,3.0.5,59.88777033,
,6,1,75,,,,,,,,,,,,-4.6,90,4.6,right,1,0.3508619,right,,,,,,,,,1,41,2019_Mar_27_1554,Flow_exo_post,3.0.5,59.88777033,
,7,1,74,,,,,,,,,,,,-4.6,90,4.6,right,1,0.7681882,right,,,,,,,,,1,41,2019_Mar_27_1554,Flow_exo_post,3.0.5,59.88777033,
,8,1,73,,,,,,,,,,,,4.6,0,-4.6,left,1,0.4678996,left,,,,,,,,,1,41,2019_Mar_27_1554,Flow_exo_post,3.0.5,59.88777033,
,9,1,72,,,,,,,,,,,,4.6,0,-4.6,left,0,0.7514457,right,,,,,,,,,1,41,2019_Mar_27_1554,Flow_exo_post,3.0.5,59.88777033,
