Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair3.thisTrialN,Stair3.stepSize,Stair3.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair3.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,4.6,0,4.6,right,1,1.075126184,right,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
,1,1,80,,,,,,,,,,,,4.6,0,-4.6,left,1,1.072551782,left,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
,2,1,79,,,,,,,,,,,,-4.6,90,4.6,right,1,1.264172386,right,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
,3,1,78,,,,,,,,,,,,-4.6,90,4.6,right,1,1.30672752,right,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
,4,1,77,,,,,,,,,,,,4.6,90,-4.6,left,1,1.407246259,left,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
,5,1,76,,,,,,,,,,,,-4.6,0,4.6,right,1,1.340681267,right,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
,6,1,75,,,,,,,,,,,,4.6,90,4.6,right,1,1.407326653,right,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
,7,1,74,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.406545494,left,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
,8,1,73,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.407418908,left,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
,9,1,72,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.473621264,left,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
,10,1,71,,,,,,,,,,,,4.6,0,-4.6,left,1,1.407198308,left,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
,11,1,70,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.807782168,left,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
,12,1,69,,,,,,,,,,,,4.6,0,4.6,right,1,1.456536498,right,,,,,,,,,3,2,2019_Mar_22_1505,Flow_exo_post,3.0.5,None,
