Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,Time_pas_Ans.response,Time_pas_Ans.rt,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,Session,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,Friday,1163.564,,,,,,,,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
0,1,81,,,,,,-4.6,0,4.6,right,1,0.6910398380132392,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
1,1,80,,,,,,4.6,90,4.6,right,1,1.192085588001646,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
2,1,79,,,,,,4.6,90,4.6,right,1,0.8586518469965085,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
3,1,78,,,,,,-4.6,0,-4.6,left,1,0.7898090369999409,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
4,1,77,,,,,,-4.6,90,-4.6,left,1,0.8532124029588886,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
5,1,76,,,,,,4.6,0,-4.6,left,1,0.8550495450035669,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
6,1,75,,,,,,-4.6,0,4.6,right,1,0.6898622789885849,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
7,1,74,,,,,,4.6,90,-4.6,left,1,0.923797817027662,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
8,1,73,,,,,,-4.6,90,4.6,right,1,0.7914769990020432,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
9,1,72,,,,,,4.6,0,4.6,right,1,0.8192412739736028,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
10,1,71,,,,,,-4.6,90,-4.6,left,1,0.8756077699945308,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
11,1,70,,,,,,-4.6,0,4.6,right,1,1.1734433009987697,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
12,1,69,,,,,,-4.6,90,4.6,right,1,0.937294919975102,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
13,1,68,,,,,,-4.6,0,-4.6,left,1,1.055320611980278,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
14,1,67,,,,,,-4.6,90,-4.6,left,1,1.8121362660313025,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
15,1,66,,,,,,-4.6,0,-4.6,left,1,1.7927070209989324,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
16,1,65,,,,,,4.6,90,-4.6,left,1,1.773251197009813,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
17,1,65,,,,,,4.6,0,-4.6,left,0,0.7871525789960288,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
18,1,66,,,,,,-4.6,0,4.6,right,1,0.7675316719687544,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
19,1,66,,,,,,4.6,90,-4.6,left,0,0.7745938029838726,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
20,1,67,,,,,,-4.6,0,4.6,right,1,0.8049687669845298,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
21,1,67,,,,,,4.6,90,-4.6,left,1,0.8730836070026271,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
22,1,67,,,,,,4.6,90,4.6,right,1,0.7537574719754048,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
23,1,66,,,,,,4.6,90,-4.6,left,0,0.6546728470129892,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
24,1,67,,,,,,4.6,0,-4.6,left,0,0.6844514210242778,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
25,1,68,,,,,,4.6,90,4.6,right,1,0.8030961439944804,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
26,1,68,,,,,,4.6,90,-4.6,left,0,0.7385863040108234,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
27,1,69,,,,,,-4.6,90,4.6,right,0,0.669634499005042,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
28,1,70,,,,,,-4.6,90,4.6,right,1,0.5670743690570816,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
29,1,70,,,,,,4.6,0,4.6,right,1,0.5538610380026512,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
30,1,70,,,,,,-4.6,90,-4.6,left,1,0.7189234260004014,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
31,1,69,,,,,,4.6,0,4.6,right,1,0.5681682419963181,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
32,1,69,,,,,,-4.6,0,4.6,right,1,0.6581876500276849,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
33,1,69,,,,,,-4.6,90,-4.6,left,0,0.6876905860262923,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
34,1,70,,,,,,-4.6,90,4.6,right,1,0.6071191309602,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
35,1,70,,,,,,-4.6,0,-4.6,left,1,0.6007636779686436,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
36,1,70,,,,,,-4.6,90,4.6,right,1,0.6066032449598424,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
37,1,69,,,,,,-4.6,0,4.6,right,1,0.8909680190263316,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
38,1,69,,,,,,4.6,90,4.6,right,0,1.4902151379501447,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
39,1,70,,,,,,-4.6,0,-4.6,left,0,0.7405342529527843,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
40,1,71,,,,,,4.6,90,4.6,right,0,1.112949614005629,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
41,1,72,,,,,,4.6,0,4.6,right,1,0.775096197030507,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
42,1,72,,,,,,-4.6,0,-4.6,left,1,0.5759783079847693,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
43,1,72,,,,,,-4.6,0,-4.6,left,1,0.6067789450171404,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
44,1,71,,,,,,-4.6,0,-4.6,left,1,0.6053961430443451,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
45,1,71,,,,,,4.6,0,4.6,right,1,0.5199346140143462,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
46,1,71,,,,,,-4.6,90,4.6,right,0,0.6425649140146561,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
47,1,72,,,,,,-4.6,90,4.6,right,0,0.654616016021464,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
48,1,73,,,,,,4.6,0,4.6,right,1,0.7369423329946585,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
49,1,73,,,,,,4.6,90,-4.6,left,1,0.6900155529729091,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
50,1,73,,,,,,4.6,0,-4.6,left,1,1.1081310309818946,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
51,1,72,,,,,,-4.6,90,4.6,right,1,0.6248458560439758,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
52,1,72,,,,,,4.6,0,-4.6,left,1,0.5891076530097052,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
53,1,72,,,,,,4.6,0,4.6,right,1,0.7188447009539232,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
54,1,71,,,,,,4.6,0,4.6,right,1,0.7521813900093548,right,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
55,1,71,,,,,,-4.6,0,-4.6,left,1,0.5725041219848208,left,,,,,003,152,2019_Apr_10_1352,Flow_exo_pre,3.0.5,59.93643261013574,
