Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,Time_pas_Ans.response,Time_pas_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
0,1,81,,,,180,0,4.6,right,1,0.8863232000148855,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
1,1,80,,,,0,90,4.6,right,1,0.8197363000363111,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
2,1,79,,,,0,0,4.6,right,1,0.7011552000185475,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
3,1,78,,,,0,90,4.6,right,1,0.7197662999969907,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
4,1,77,,,,180,0,4.6,right,1,0.7513087999541312,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
5,1,76,,,,0,0,-4.6,left,1,0.5189010999747552,left,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
6,1,75,,,,0,0,-4.6,left,1,0.5363313999841921,left,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
7,1,74,,,,0,90,-4.6,left,1,0.8189207999967039,left,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
8,1,73,,,,0,90,4.6,right,1,0.5524887000210583,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
9,1,72,,,,0,0,4.6,right,1,0.6187591999769211,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
10,1,71,,,,180,90,4.6,right,1,0.9346820000209846,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
11,1,70,,,,0,90,4.6,right,1,1.2050017999717966,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
12,1,69,,,,0,0,4.6,right,1,0.5689241999643855,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
13,1,68,,,,180,90,-4.6,left,0,1.5682424999540672,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
14,1,69,,,,180,90,-4.6,left,0,2.5365495000150986,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
15,1,70,,,,0,0,4.6,right,1,0.8013869000133127,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
16,1,70,,,,0,90,4.6,right,1,1.2505386000266299,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
17,1,70,,,,0,0,4.6,right,1,0.7693317999946885,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
18,1,69,,,,0,90,4.6,right,1,1.1007494000368752,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
19,1,69,,,,180,0,4.6,right,1,0.48441479995381087,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
20,1,69,,,,0,90,4.6,right,1,0.886378999974113,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
21,1,68,,,,0,0,4.6,right,1,0.7869823999935761,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
22,1,68,,,,0,90,-4.6,left,0,0.5517905000015162,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
23,1,69,,,,180,0,4.6,right,1,0.5185152000049129,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
24,1,69,,,,180,0,-4.6,left,0,0.48394360003294423,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
25,1,70,,,,180,0,-4.6,left,0,1.7018906000303105,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
26,1,71,,,,0,0,4.6,right,1,0.5020380000350997,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
27,1,71,,,,0,90,-4.6,left,0,0.6683388000237755,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
28,1,72,,,,0,0,-4.6,left,1,0.8862080000108108,left,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
29,1,72,,,,180,90,4.6,right,1,1.219723799964413,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
30,1,72,,,,0,0,4.6,right,1,0.5016618999652565,right,,,,,,,003,20,2019_Apr_10_1411,Flow_endo_pre,3.0.5,59.72067446883915,
